value,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_n_estimators,params_reg_lambda,user_attrs_ACC,user_attrs_WF1,notUsed_precision,notUsed_recall,notUsed_f1-score,notUsed_support,Used_precision,Used_recall,Used_f1-score,Used_support,accuracy,zeroPreds,model,option
0.9794425775845028,4,0.6472429056402557,0.944626618984261,0.010669831354329067,10,500,0.0009070067826982642,0.9794425775845028,0.6231884057971014,0.9818511796733213,0.9971329100962523,0.989433042064621,4883.0,0.86,0.48863636363636365,0.6231884057971014,176.0,0.9794425775845028,0.0,XG,worst
0.9794425775845028,3,0.6592652639982142,1.8068249091685835,0.01282607298563512,10,500,0.0002732356409592524,0.9794425775845028,0.6204379562043796,0.9816569240072566,0.9973377022322343,0.9894351889475823,4883.0,0.8673469387755102,0.48295454545454547,0.6204379562043796,176.0,0.9794425775845028,0.0,XG,worst
0.9794425775845028,3,0.6340365682961626,1.867053673877438,0.011699241776226202,10,350,0.0007455247511770855,0.9794425775845028,0.6204379562043796,0.9816569240072566,0.9973377022322343,0.9894351889475823,4883.0,0.8673469387755102,0.48295454545454547,0.6204379562043796,176.0,0.9794425775845028,0.0,XG,worst
0.9794425775845028,3,0.616277345418417,1.856159851563648,0.011285954849709307,9,500,0.0008697630373609604,0.9794425775845028,0.6204379562043796,0.9816569240072566,0.9973377022322343,0.9894351889475823,4883.0,0.8673469387755102,0.48295454545454547,0.6204379562043796,176.0,0.9794425775845028,0.0,XG,worst
0.9794425775845028,3,0.6738716758664444,1.5475213081696564,0.01434210725424758,10,400,0.00018048024351542894,0.9794425775845028,0.6231884057971014,0.9818511796733213,0.9971329100962523,0.989433042064621,4883.0,0.86,0.48863636363636365,0.6231884057971014,176.0,0.9794425775845028,0.0,XG,worst
0.9794425775845028,3,0.6467887427514464,2.471589128682549,0.011079450900347697,9,500,0.0007175709078428347,0.9794425775845028,0.6204379562043796,0.9816569240072566,0.9973377022322343,0.9894351889475823,4883.0,0.8673469387755102,0.48295454545454547,0.6204379562043796,176.0,0.9794425775845028,0.0,XG,worst
0.9792449100612769,3,0.6482559722733173,0.825565326689468,0.014162269922838084,10,350,0.0006966492093354612,0.9792449100612769,0.6181818181818182,0.9816532258064516,0.9971329100962523,0.989332520572996,4883.0,0.8585858585858586,0.48295454545454547,0.6181818181818182,176.0,0.9792449100612769,0.0,XG,worst
0.9792449100612769,3,0.6448932114884419,0.7973158870375268,0.013855961903696748,10,500,0.0003511405344905553,0.9792449100612769,0.6181818181818182,0.9816532258064516,0.9971329100962523,0.989332520572996,4883.0,0.8585858585858586,0.48295454545454547,0.6181818181818182,176.0,0.9792449100612769,0.0,XG,worst
0.9792449100612769,2,0.6626425572120755,1.7883110266875268,0.01393975793746012,10,450,0.0001957439259253899,0.9792449100612769,0.6181818181818182,0.9816532258064516,0.9971329100962523,0.989332520572996,4883.0,0.8585858585858586,0.48295454545454547,0.6181818181818182,176.0,0.9792449100612769,0.0,XG,worst
0.9792449100612769,2,0.6581560149968667,1.419245408897672,0.014589718603201641,10,300,0.00025960305093104764,0.9792449100612769,0.6181818181818182,0.9816532258064516,0.9971329100962523,0.989332520572996,4883.0,0.8585858585858586,0.48295454545454547,0.6181818181818182,176.0,0.9792449100612769,0.0,XG,worst
