value,duration,params_auto_class_weights,params_depth,params_iterations,params_l2_leaf_reg,params_learning_rate,params_random_strength,user_attrs_ACC,user_attrs_WF1,notUsed_precision,notUsed_recall,notUsed_f1-score,notUsed_support,Used_precision,Used_recall,Used_f1-score,Used_support,accuracy,zeroPreds,model,option
0.9792449100612769,186,,9,800,7.895574623275119,0.01642423521696527,2.892238854217232,0.9792449100612769,0.6067415730337079,0.980877616747182,0.9979520786401802,0.9893411836361791,4883.0,0.8901098901098901,0.4602272727272727,0.6067415730337079,176.0,0.9792449100612769,0.0,CB,worst
0.979047242538051,341,,10,800,9.986647835500001,0.016669323641297976,3.480647852813743,0.979047242538051,0.6044776119402985,0.9808737668612845,0.9977472865041982,0.989238578680203,4883.0,0.8804347826086957,0.4602272727272727,0.6044776119402985,176.0,0.979047242538051,0.0,CB,worst
0.979047242538051,91,,8,700,0.5838457029112982,0.017071659565582317,3.168723797923168,0.979047242538051,0.6015037593984962,0.9806802173475548,0.9979520786401802,0.9892407632967926,4883.0,0.8888888888888888,0.45454545454545453,0.6015037593984962,176.0,0.979047242538051,0.0,CB,worst
0.979047242538051,119,,9,500,0.7553197077957362,0.021325530305763948,1.6310008829484057,0.979047242538051,0.6015037593984962,0.9806802173475548,0.9979520786401802,0.9892407632967926,4883.0,0.8888888888888888,0.45454545454545453,0.6015037593984962,176.0,0.979047242538051,0.0,CB,worst
0.9788495750148251,245,,10,600,0.3739449233251537,0.014490341115303378,2.6817548937105316,0.9788495750148251,0.5962264150943396,0.9804828973843058,0.9979520786401802,0.9891403633411143,4883.0,0.8876404494382022,0.44886363636363635,0.5962264150943396,176.0,0.9788495750148251,0.0,CB,worst
0.9788495750148251,91,,8,700,0.5897166665296877,0.01712510555328139,3.177912939866239,0.9788495750148251,0.5962264150943396,0.9804828973843058,0.9979520786401802,0.9891403633411143,4883.0,0.8876404494382022,0.44886363636363635,0.5962264150943396,176.0,0.9788495750148251,0.0,CB,worst
0.9788495750148251,178,,9,800,0.2713280939337453,0.014867119467345171,3.4600572183362446,0.9788495750148251,0.5962264150943396,0.9804828973843058,0.9979520786401802,0.9891403633411143,4883.0,0.8876404494382022,0.44886363636363635,0.5962264150943396,176.0,0.9788495750148251,0.0,CB,worst
0.9788495750148251,193,,9,800,8.636663058650372,0.018785921144740533,2.9276112968880574,0.9788495750148251,0.6022304832713755,0.9808699154248892,0.9975424943682163,0.9891359528886181,4883.0,0.8709677419354839,0.4602272727272727,0.6022304832713755,176.0,0.9788495750148251,0.0,CB,worst
0.9788495750148251,61,,8,500,0.1870214780375192,0.045688926077030116,2.0439877023717767,0.9788495750148251,0.599250936329588,0.9806763285024155,0.9977472865041982,0.9891381585625825,4883.0,0.8791208791208791,0.45454545454545453,0.599250936329588,176.0,0.9788495750148251,0.0,CB,worst
0.9788495750148251,170,,9,800,0.2156301705277943,0.014902762487594638,2.8048840177694627,0.9788495750148251,0.5962264150943396,0.9804828973843058,0.9979520786401802,0.9891403633411143,4883.0,0.8876404494382022,0.44886363636363635,0.5962264150943396,176.0,0.9788495750148251,0.0,CB,worst
0.9788495750148251,333,,10,800,8.753509573020827,0.016349460179509487,3.541777077015907,0.9788495750148251,0.5962264150943396,0.9804828973843058,0.9979520786401802,0.9891403633411143,4883.0,0.8876404494382022,0.44886363636363635,0.5962264150943396,176.0,0.9788495750148251,0.0,CB,worst
0.9788495750148251,182,,9,800,0.20742232457345117,0.014762505448993818,3.8360988771538045,0.9788495750148251,0.5962264150943396,0.9804828973843058,0.9979520786401802,0.9891403633411143,4883.0,0.8876404494382022,0.44886363636363635,0.5962264150943396,176.0,0.9788495750148251,0.0,CB,worst
0.9788495750148251,106,,8,800,0.2685186565025043,0.015334283757284824,3.07447582699478,0.9788495750148251,0.5962264150943396,0.9804828973843058,0.9979520786401802,0.9891403633411143,4883.0,0.8876404494382022,0.44886363636363635,0.5962264150943396,176.0,0.9788495750148251,0.0,CB,worst
0.9788495750148251,173,,9,800,0.2955229295177026,0.014580382142312486,3.454376598620629,0.9788495750148251,0.5962264150943396,0.9804828973843058,0.9979520786401802,0.9891403633411143,4883.0,0.8876404494382022,0.44886363636363635,0.5962264150943396,176.0,0.9788495750148251,0.0,CB,worst
0.9786519074915991,88,,8,700,3.362906781462351,0.013770472329107572,1.8637338578649234,0.9786519074915991,0.5909090909090909,0.9802856568094951,0.9979520786401802,0.9890399837629389,4883.0,0.8863636363636364,0.4431818181818182,0.5909090909090909,176.0,0.9786519074915991,0.0,CB,worst
0.9786519074915991,126,,9,500,0.7062824158395231,0.019277833441698693,1.6174955696703472,0.9786519074915991,0.5939849624060151,0.9804789696115919,0.9977472865041982,0.9890377588306942,4883.0,0.8777777777777778,0.44886363636363635,0.5939849624060151,176.0,0.9786519074915991,0.0,CB,worst
