value,duration,params_dropout_prob,params_lrate,params_nEpoch,params_n_layers,params_n_units_layer_0,params_n_units_layer_1,params_n_units_layer_2,params_weight_decay,user_attrs_ACC,user_attrs_WF1,notUsed_precision,notUsed_recall,notUsed_f1-score,notUsed_support,Used_precision,Used_recall,Used_f1-score,Used_support,accuracy,zeroPreds,model,option
0.9652105159122356,17,0.4403756635384723,0.0016600280121863865,500,2,512,512.0,,0.00041999832374729106,0.9652105159122356,0.0,0.9652105159122356,1.0,0.9822973244819956,4883.0,0.0,0.0,0.0,176.0,0.9652105159122356,1.0,NN,worst
0.9652105159122356,1,0.30783250417983915,0.014264294936671749,200,2,128,256.0,,0.00023597481559000936,0.9652105159122356,0.0,0.9652105159122356,1.0,0.9822973244819956,4883.0,0.0,0.0,0.0,176.0,0.9652105159122356,1.0,NN,worst
0.9652105159122356,4,0.3898760422442031,0.04466776128707964,500,1,512,,,0.00011129806404249757,0.9652105159122356,0.0,0.9652105159122356,1.0,0.9822973244819956,4883.0,0.0,0.0,0.0,176.0,0.9652105159122356,1.0,NN,worst
0.9652105159122356,3,0.3172417404926294,0.0020764996411783013,200,2,256,512.0,,2.3692839579445527e-05,0.9652105159122356,0.0,0.9652105159122356,1.0,0.9822973244819956,4883.0,0.0,0.0,0.0,176.0,0.9652105159122356,1.0,NN,worst
0.9652105159122356,3,0.3467710921665978,0.0015905273997590993,400,1,512,,,0.0003971585447695333,0.9652105159122356,0.0,0.9652105159122356,1.0,0.9822973244819956,4883.0,0.0,0.0,0.0,176.0,0.9652105159122356,1.0,NN,worst
0.9652105159122356,4,0.37545512326449293,0.0011876553569232899,500,2,128,256.0,,4.902029229038599e-05,0.9652105159122356,0.0,0.9652105159122356,1.0,0.9822973244819956,4883.0,0.0,0.0,0.0,176.0,0.9652105159122356,1.0,NN,worst
0.9652105159122356,4,0.29251325565363706,0.002785490855381923,500,1,512,,,3.68311844563484e-05,0.9652105159122356,0.0,0.9652105159122356,1.0,0.9822973244819956,4883.0,0.0,0.0,0.0,176.0,0.9652105159122356,1.0,NN,worst
0.9652105159122356,2,0.2604057907835187,0.07770031830522678,400,1,256,,,5.849535001608806e-05,0.9652105159122356,0.0,0.9652105159122356,1.0,0.9822973244819956,4883.0,0.0,0.0,0.0,176.0,0.9652105159122356,1.0,NN,worst
0.9652105159122356,4,0.36119485633358367,0.006401257673902672,500,1,512,,,1.8772308304689496e-05,0.9652105159122356,0.0,0.9652105159122356,1.0,0.9822973244819956,4883.0,0.0,0.0,0.0,176.0,0.9652105159122356,1.0,NN,worst
0.9652105159122356,4,0.3173025483934307,0.008312422394388235,500,1,512,,,1.4345786684660464e-05,0.9652105159122356,0.0,0.9652105159122356,1.0,0.9822973244819956,4883.0,0.0,0.0,0.0,176.0,0.9652105159122356,1.0,NN,worst
0.9652105159122356,4,0.3380009486833976,0.034962921225840216,500,1,512,,,2.8644046962661362e-05,0.9652105159122356,0.0,0.9652105159122356,1.0,0.9822973244819956,4883.0,0.0,0.0,0.0,176.0,0.9652105159122356,1.0,NN,worst
0.9652105159122356,4,0.28095023354077775,0.05683736994991853,500,1,512,,,2.0829508698123887e-05,0.9652105159122356,0.0,0.9652105159122356,1.0,0.9822973244819956,4883.0,0.0,0.0,0.0,176.0,0.9652105159122356,1.0,NN,worst
0.9652105159122356,8,0.13973626251030394,0.02462806423858162,300,3,512,512.0,128.0,8.717317717613322e-05,0.9652105159122356,0.0,0.9652105159122356,1.0,0.9822973244819956,4883.0,0.0,0.0,0.0,176.0,0.9652105159122356,1.0,NN,worst
