Index,globalInd,opt,timeOpt,locOpt,catOpt,modelOpt,encDim,denom,max_depth,learning_rate,n_estimators,reg_lambda,gamma,colsample_bytree,objmean,objsd,meantop5,sdtop5,meanbottom5,sdbottom5,meantime,long5time,bestobj,wf1top5,acctop5
78,258,1,raw,elliptic,5FTE,XG,,,8,0.0482049935840597,200,0.0034035710386311,0.0726738211766624,0.6967242214812112,0.979023522435264,0.0005726721669356,0.979916979640245,0.0001767992075508,0.97782170389405,0.000324800884071,0.0,0.0,0.9800355801541808,0.6366201081150922,0.979916979640245
79,259,1,raw,elliptic,WTE,XG,,,9,0.0533705819112949,250,0.0816062320453546,0.0588440798345068,0.6021714312351768,0.9789760822296896,0.0006209326575838,0.9797983791263094,0.0001653805152271,0.9778612373986956,0.0002795440921868,0.0,0.0,0.9800355801541808,0.63532791052364,0.9797983791263094
80,260,1,raw,elliptic,onehot,XG,,,9,0.0513412637623034,250,0.0105503766177106,0.1507791858593033,0.639186039757787,0.9791539830005932,0.0005608112859822,0.9799565131448904,0.000108266961357,0.9780984384265664,0.0001653805152271,0.0,0.0,0.9800355801541808,0.6383659500040685,0.9799565131448904
81,261,1,raw,polar,5FTE,XG,,,9,0.0647222135238616,400,0.2950133629544137,0.0418007957203373,0.9101896961549484,0.9798418659814192,0.0005710686454673,0.9806681162285036,8.839960377543491e-05,0.9789286420241154,0.000108266961357,0.0,0.0,0.9808262502470844,0.6539554547686252,0.9806681162285036
82,262,1,raw,polar,WTE,XG,,,7,0.0378328221660453,450,0.3242064798799766,0.0396742815917731,0.9482992656379542,0.97954536469658,0.000474603714436,0.9803913816959874,0.0001653805152271,0.9787705080055348,0.0003307610304542,0.0,0.0,0.9806285827238584,0.6462624418134235,0.9803913816959874
83,263,1,raw,polar,onehot,XG,,,9,0.062093663534704,300,1.8565897231588264,0.0858067270433563,0.9198294498617112,0.979909072939316,0.0006583321207871,0.9807867167424392,8.839960377543491e-05,0.9786914409962444,0.0001653805152271,0.0,0.0,0.9808262502470844,0.6577644140002332,0.9807867167424392
84,264,1,raw,raw,5FTE,XG,,,10,0.0331378439737841,400,0.0001587898545652,0.0104625940161256,0.8692137754873134,0.9794583909863612,0.0007153136824121,0.980509982209923,0.000108266961357,0.9781775054358568,0.000515453837138,0.0,0.0,0.9806285827238584,0.6536324786324786,0.980509982209923
85,265,1,raw,raw,WTE,XG,,,9,0.0876776033673534,400,0.0118918019135475,0.0630501638576221,0.7456798675413769,0.9796244317058708,0.0007197588760922,0.980509982209923,0.0002997776415912,0.9780984384265664,0.000380221072577,0.0,0.0,0.9810239177703104,0.6516736973274077,0.980509982209923
86,266,1,raw,raw,onehot,XG,,,9,0.0439175882869173,350,0.1276821969187762,0.059270451342471,0.7179137826882825,0.9797232654674836,0.0007111210777675,0.9805890492192132,8.839960377543491e-05,0.9783356394544376,0.0004961415456814,0.0,0.0,0.9806285827238584,0.6525712330471569,0.9805890492192132
87,267,1,raw,zone,5FTE,XG,,,5,0.0755534701878461,500,0.0001004252799175,0.0770110339202109,0.6435761399549974,0.9796718719114448,0.0005764470921955,0.980509982209923,0.000108266961357,0.978612373986954,0.0003535984151017,0.0,0.0,0.9806285827238584,0.6496734861116688,0.980509982209923
