value,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_n_estimators,params_reg_lambda,user_attrs_ACC,user_attrs_WF1,notUsed_precision,notUsed_recall,notUsed_f1-score,notUsed_support,Used_precision,Used_recall,Used_f1-score,Used_support,accuracy,zeroPreds,model,option
0.9796402451077288,0,0.9192492215283865,0.6155771680204436,0.0215845271493957,10,100,0.5235249184107297,0.9796402451077288,0.6227106227106227,0.9816606207174526,0.9975424943682163,0.9895378364652108,4883.0,0.8762886597938144,0.48295454545454547,0.6227106227106227,176.0,0.9796402451077288,0.0,XG,best
0.9796402451077288,1,0.7798075912940824,0.3697379589305505,0.0348233249492115,8,450,0.04657620404332601,0.9796402451077288,0.6308243727598566,0.9822437449556094,0.9969281179602704,0.9895314564488261,4883.0,0.8543689320388349,0.5,0.6308243727598566,176.0,0.9796402451077288,0.0,XG,best
0.9796402451077288,2,0.817781251155515,0.10856519157390677,0.02390616696069256,8,450,0.06567623640614369,0.9796402451077288,0.6334519572953736,0.982438433589019,0.9967233258242884,0.9895293280471689,4883.0,0.8476190476190476,0.5056818181818182,0.6334519572953736,176.0,0.9796402451077288,0.0,XG,best
0.9796402451077288,2,0.7965346970095297,0.0491267947860863,0.0410451839584448,8,450,0.02622710009637315,0.9796402451077288,0.6360424028268551,0.9826332794830371,0.9965185336883063,0.9895271987798678,4883.0,0.8411214953271028,0.5113636363636364,0.6360424028268551,176.0,0.9796402451077288,0.0,XG,best
0.9796402451077288,1,0.8901417417016904,0.30467503263612755,0.03624524138050124,9,400,0.04605671514308843,0.9796402451077288,0.6334519572953736,0.982438433589019,0.9967233258242884,0.9895293280471689,4883.0,0.8476190476190476,0.5056818181818182,0.6334519572953736,176.0,0.9796402451077288,0.0,XG,best
0.9796402451077288,1,0.8132534071540909,0.07705903274796612,0.0986950035458908,9,300,0.003882643855747081,0.9796402451077288,0.6385964912280702,0.9828282828282828,0.9963137415523244,0.9895250686463948,4883.0,0.8348623853211009,0.5170454545454546,0.6385964912280702,176.0,0.9796402451077288,0.0,XG,best
0.9796402451077288,1,0.8262822992837633,0.021594473918867506,0.03722930080739863,8,400,1.956593134566815,0.9796402451077288,0.6308243727598566,0.9822437449556094,0.9969281179602704,0.9895314564488261,4883.0,0.8543689320388349,0.5,0.6308243727598566,176.0,0.9796402451077288,0.0,XG,best
0.9796402451077288,1,0.8594379626232095,0.025806154075019815,0.05409409729775755,8,350,0.03370813888698454,0.9796402451077288,0.6360424028268551,0.9826332794830371,0.9965185336883063,0.9895271987798678,4883.0,0.8411214953271028,0.5113636363636364,0.6360424028268551,176.0,0.9796402451077288,0.0,XG,best
0.9796402451077288,1,0.7032134905245984,0.43293713739184736,0.04044352278885434,10,350,1.1176947656174883,0.9796402451077288,0.6334519572953736,0.982438433589019,0.9967233258242884,0.9895293280471689,4883.0,0.8476190476190476,0.5056818181818182,0.6334519572953736,176.0,0.9796402451077288,0.0,XG,best
0.9796402451077288,1,0.8354456051613018,0.024633161065061332,0.028997452597753614,8,400,0.45700157927707435,0.9796402451077288,0.6254545454545455,0.9818548387096774,0.9973377022322343,0.9895357106573199,4883.0,0.8686868686868687,0.48863636363636365,0.6254545454545455,176.0,0.9796402451077288,0.0,XG,best
0.9796402451077288,1,0.6927775257191696,0.18897208785474934,0.0716002129431899,8,400,0.08287017927203646,0.9796402451077288,0.6360424028268551,0.9826332794830371,0.9965185336883063,0.9895271987798678,4883.0,0.8411214953271028,0.5113636363636364,0.6360424028268551,176.0,0.9796402451077288,0.0,XG,best
0.9796402451077288,1,0.9059727856974404,0.0348169655761248,0.0631113190245997,7,450,1.3929786374006434,0.9796402451077288,0.6411149825783972,0.9830234438156831,0.9961089494163424,0.9895229376462211,4883.0,0.8288288288288288,0.5227272727272727,0.6411149825783972,176.0,0.9796402451077288,0.0,XG,best
0.9796402451077288,1,0.9137226627584314,0.024040505189312413,0.02562080199790189,9,300,1.60244829216616,0.9796402451077288,0.628158844765343,0.982049213392497,0.9971329100962523,0.9895335839853674,4883.0,0.8613861386138614,0.4943181818181818,0.628158844765343,176.0,0.9796402451077288,0.0,XG,best
0.9794425775845028,1,0.8027861933729786,0.014595575801539303,0.08858643056195686,8,400,0.04768073627910163,0.9794425775845028,0.6413793103448275,0.9832153690596562,0.9956993651443784,0.9894179894179894,4883.0,0.8157894736842105,0.5284090909090909,0.6413793103448275,176.0,0.9794425775845028,0.0,XG,best
0.9794425775845028,1,0.8632436467227076,0.21636280384766357,0.02820264539886884,8,450,0.011287622364441828,0.9794425775845028,0.6338028169014085,0.9826297717632801,0.9963137415523244,0.9894244458002848,4883.0,0.8333333333333334,0.5113636363636364,0.6338028169014085,176.0,0.9794425775845028,0.0,XG,best
0.9794425775845028,1,0.7581714814874521,0.07343308355542401,0.030720753269915413,8,400,0.03018450816934599,0.9794425775845028,0.6312056737588653,0.982434887946699,0.9965185336883063,0.9894265961773079,4883.0,0.839622641509434,0.5056818181818182,0.6312056737588653,176.0,0.9794425775845028,0.0,XG,best
0.9794425775845028,1,0.7383698933564787,0.16013484280041912,0.017142264964273457,7,300,0.13935318569577834,0.9794425775845028,0.6285714285714286,0.9822401614530777,0.9967233258242884,0.9894287456800163,4883.0,0.8461538461538461,0.5,0.6285714285714286,176.0,0.9794425775845028,0.0,XG,best
0.9794425775845028,1,0.7601985205501272,0.19420027003520343,0.03732558528136755,9,400,0.05932972720033569,0.9794425775845028,0.6258992805755396,0.9820455920919912,0.9969281179602704,0.989430894308943,4883.0,0.8529411764705882,0.4943181818181818,0.6258992805755396,176.0,0.9794425775845028,0.0,XG,best
0.9794425775845028,1,0.7221367967453381,0.07878987224964398,0.04687941117543206,6,500,0.0055913006045253755,0.9794425775845028,0.6312056737588653,0.982434887946699,0.9965185336883063,0.9894265961773079,4883.0,0.839622641509434,0.5056818181818182,0.6312056737588653,176.0,0.9794425775845028,0.0,XG,best
0.9794425775845028,1,0.8814585905772137,0.02163936573339607,0.016096826939610086,9,200,0.20438830713927875,0.9794425775845028,0.6258992805755396,0.9820455920919912,0.9969281179602704,0.989430894308943,4883.0,0.8529411764705882,0.4943181818181818,0.6258992805755396,176.0,0.9794425775845028,0.0,XG,best
0.9794425775845028,2,0.9300267098967449,0.013563971427867699,0.06574858784914306,8,450,0.03807768732122274,0.9794425775845028,0.6388888888888888,0.9830200121285627,0.9959041572803604,0.9894201424211597,4883.0,0.8214285714285714,0.5227272727272727,0.6388888888888888,176.0,0.9794425775845028,0.0,XG,best
0.9794425775845028,1,0.6849073538437869,0.03799876517153596,0.043090266858412156,8,350,0.09870593692045927,0.9794425775845028,0.6312056737588653,0.982434887946699,0.9965185336883063,0.9894265961773079,4883.0,0.839622641509434,0.5056818181818182,0.6312056737588653,176.0,0.9794425775845028,0.0,XG,best
