value,duration,params_C,params_class_weight,params_coef0,params_degree,params_gamma,params_kernel,user_attrs_ACC,user_attrs_WF1,notUsed_precision,notUsed_recall,notUsed_f1-score,notUsed_support,Used_precision,Used_recall,Used_f1-score,Used_support,accuracy,zeroPreds,model,option
0.9786519074915991,2,0.027866437608458992,,0.49253112637351226,2.0,0.9834885584980388,poly,0.9786519074915991,0.6058394160583942,0.9812537794799435,0.9969281179602704,0.9890288500609509,4883.0,0.8469387755102041,0.4715909090909091,0.6058394160583942,176.0,0.9786519074915991,0.0,SV,best
0.9786519074915991,2,0.03073869461791481,,0.49693473071112265,2.0,0.9439959116044288,poly,0.9786519074915991,0.6058394160583942,0.9812537794799435,0.9969281179602704,0.9890288500609509,4883.0,0.8469387755102041,0.4715909090909091,0.6058394160583942,176.0,0.9786519074915991,0.0,SV,best
0.9786519074915991,2,0.03410818562913993,,0.4903926280460127,2.0,0.9051108362395365,poly,0.9786519074915991,0.6058394160583942,0.9812537794799435,0.9969281179602704,0.9890288500609509,4883.0,0.8469387755102041,0.4715909090909091,0.6058394160583942,176.0,0.9786519074915991,0.0,SV,best
0.9786519074915991,2,0.04673522895114611,,0.4009647718337105,2.0,0.7747745290816941,poly,0.9786519074915991,0.6058394160583942,0.9812537794799435,0.9969281179602704,0.9890288500609509,4883.0,0.8469387755102041,0.4715909090909091,0.6058394160583942,176.0,0.9786519074915991,0.0,SV,best
0.9786519074915991,3,0.08540488192224856,,0.38279569609798403,2.0,0.5708544163102937,poly,0.9786519074915991,0.6058394160583942,0.9812537794799435,0.9969281179602704,0.9890288500609509,4883.0,0.8469387755102041,0.4715909090909091,0.6058394160583942,176.0,0.9786519074915991,0.0,SV,best
0.9784542399683732,4,0.10786795053570787,,0.4301853523382331,2.0,0.7383032102720748,poly,0.9784542399683732,0.6007326007326007,0.98105602579605,0.9969281179602704,0.9889283900457084,4883.0,0.845360824742268,0.4659090909090909,0.6007326007326007,176.0,0.9784542399683732,0.0,SV,best
0.9784542399683732,6,0.032337018134096424,,0.4985985759734389,2.0,0.9992063508063812,poly,0.9784542399683732,0.6007326007326007,0.98105602579605,0.9969281179602704,0.9889283900457084,4883.0,0.845360824742268,0.4659090909090909,0.6007326007326007,176.0,0.9784542399683732,0.0,SV,best
0.9784542399683732,2,0.031057838800715023,,0.40664360691793155,2.0,0.80976210224969,poly,0.9784542399683732,0.6036363636363636,0.98125,0.9967233258242884,0.9889261404043482,4883.0,0.8383838383838383,0.4715909090909091,0.6036363636363636,176.0,0.9784542399683732,0.0,SV,best
0.9784542399683732,2,0.06875263856617665,,0.34558629669961904,2.0,0.71318695314546,poly,0.9784542399683732,0.6007326007326007,0.98105602579605,0.9969281179602704,0.9889283900457084,4883.0,0.845360824742268,0.4659090909090909,0.6007326007326007,176.0,0.9784542399683732,0.0,SV,best
0.9784542399683732,2,0.04470151191451445,,0.48641778480559716,2.0,0.985165742213407,poly,0.9784542399683732,0.6007326007326007,0.98105602579605,0.9969281179602704,0.9889283900457084,4883.0,0.845360824742268,0.4659090909090909,0.6007326007326007,176.0,0.9784542399683732,0.0,SV,best
0.9784542399683732,2,0.05727897206931001,,0.3421316201813748,2.0,0.7810646977991061,poly,0.9784542399683732,0.6007326007326007,0.98105602579605,0.9969281179602704,0.9889283900457084,4883.0,0.845360824742268,0.4659090909090909,0.6007326007326007,176.0,0.9784542399683732,0.0,SV,best
0.9784542399683732,3,0.08798596566100125,,0.4437002339124003,2.0,0.6513887335000472,poly,0.9784542399683732,0.6007326007326007,0.98105602579605,0.9969281179602704,0.9889283900457084,4883.0,0.845360824742268,0.4659090909090909,0.6007326007326007,176.0,0.9784542399683732,0.0,SV,best
0.9784542399683732,2,0.043018280150610724,,0.009113427543019522,2.0,0.8602632221945881,poly,0.9784542399683732,0.6007326007326007,0.98105602579605,0.9969281179602704,0.9889283900457084,4883.0,0.845360824742268,0.4659090909090909,0.6007326007326007,176.0,0.9784542399683732,0.0,SV,best
0.9784542399683732,2,0.006089230336148935,,0.24647301628300589,3.0,0.35604541282110613,poly,0.9784542399683732,0.5947955390334573,0.9806685461135722,0.9973377022322343,0.9889328865874708,4883.0,0.8602150537634409,0.45454545454545453,0.5947955390334573,176.0,0.9784542399683732,0.0,SV,best
0.9782565724451473,2,0.037071378634562016,,0.4994230677628427,2.0,0.6154368549007123,poly,0.9782565724451473,0.6014492753623188,0.9812462189957653,0.9965185336883063,0.9888234098760414,4883.0,0.83,0.4715909090909091,0.6014492753623188,176.0,0.9782565724451473,0.0,SV,best
0.9782565724451473,1,0.0962091284472627,,0.28236478566675804,2.0,0.3541015431989888,poly,0.9782565724451473,0.6014492753623188,0.9812462189957653,0.9965185336883063,0.9888234098760414,4883.0,0.83,0.4715909090909091,0.6014492753623188,176.0,0.9782565724451473,0.0,SV,best
0.9782565724451473,2,0.050060495532793264,,0.4259862734294808,2.0,0.6131700020685531,poly,0.9782565724451473,0.6014492753623188,0.9812462189957653,0.9965185336883063,0.9888234098760414,4883.0,0.83,0.4715909090909091,0.6014492753623188,176.0,0.9782565724451473,0.0,SV,best
0.9782565724451473,1,0.0320622895219081,,0.4980256437629842,2.0,0.5908593028277126,poly,0.9782565724451473,0.6014492753623188,0.9812462189957653,0.9965185336883063,0.9888234098760414,4883.0,0.83,0.4715909090909091,0.6014492753623188,176.0,0.9782565724451473,0.0,SV,best
0.9782565724451473,1,0.04917501933675155,,0.37902671520652287,2.0,0.5162116048224068,poly,0.9782565724451473,0.6014492753623188,0.9812462189957653,0.9965185336883063,0.9888234098760414,4883.0,0.83,0.4715909090909091,0.6014492753623188,176.0,0.9782565724451473,0.0,SV,best
0.9782565724451473,1,0.012182298947895836,,0.49435743351483213,2.0,0.9705058494549321,poly,0.9782565724451473,0.6014492753623188,0.9812462189957653,0.9965185336883063,0.9888234098760414,4883.0,0.83,0.4715909090909091,0.6014492753623188,176.0,0.9782565724451473,0.0,SV,best
