Index,globalInd,opt,timeOpt,locOpt,catOpt,modelOpt,encDim,denom,C,penalty,class_weight,objmean,objsd,meantop5,sdtop5,meanbottom5,sdbottom5,meantime,long5time,bestobj,wf1top5,acctop5
41,431,0,raw,raw,onehot,LR,,,4.501322871480992,l2,,0.9451709824075905,0.061229545113005,0.9748566910456612,0.0001653805152271,0.804032417473809,0.016069287657837,0.72,4.0,0.9750938920735324,0.4984435797665369,0.9748566910456612
42,432,0,raw,zone,5FTE,LR,,,29.32597540549504,l2,,0.9469025499110498,0.0566977406603525,0.9741450879620478,8.839960377543491e-05,0.8173156750345918,0.0330691327035468,0.4,2.8,0.9743032219806286,0.4822134387351778,0.9741450879620478
43,433,0,raw,zone,WTE,LR,,,30.189904940571523,l2,,0.942391777031034,0.0628074859984472,0.9743032219806288,1.2412670766236366e-16,0.7990907293931607,0.04091994646922,0.4,2.6,0.9743032219806286,0.4846036537922877,0.9743032219806288
44,434,0,raw,zone,onehot,LR,,,1611.4088811436527,l2,,0.9489187586479544,0.0576219369149764,0.977979837912631,0.000108266961357,0.825222375963629,0.0284264867250108,0.46,3.4,0.9780589049219214,0.5864904309513974,0.977979837912631
45,435,1,1dpos,2dpos,5FTE,LR,16.0,5000.0,1.8974056916306496,l1,,0.9446610001976676,0.0626260765144511,0.9764775647361136,1.2412670766236366e-16,0.8134018580747183,0.0207263612013172,1.86,4.0,0.9764775647361138,0.5440613026819924,0.9764775647361136
46,436,1,1dpos,2dpos,WTE,LR,16.0,5000.0,5.394482056956137,l2,,0.9436766159320024,0.0641645929144026,0.9768333662779206,8.839960377543491e-05,0.8075508993872308,0.0136079411023346,0.86,3.4,0.9768728997825658,0.5450284346004189,0.9768333662779206
47,437,1,1dpos,2dpos,onehot,LR,16.0,5000.0,5.664772918883105,l2,,0.9481241352045856,0.0580013286534987,0.9768728997825658,0.0,0.8228898991895631,0.0088487959223559,0.58,3.2,0.9768728997825658,0.5475379041996511,0.9768728997825658
48,438,1,1dpos,elliptic,5FTE,LR,,,0.8320001769631179,l1,,0.9381261118798184,0.0647425355307102,0.975884562166436,0.0,0.8145483297094287,0.0065802802979779,1.36,3.6,0.975884562166436,0.513100395256917,0.975884562166436
49,439,1,1dpos,elliptic,WTE,LR,,,0.7790373303224909,l1,,0.9495829215259932,0.0560587071630139,0.975884562166436,0.0,0.8169994069974305,0.0093870223526823,1.3,3.4,0.975884562166436,0.514282803187151,0.975884562166436
50,440,1,1dpos,elliptic,onehot,LR,,,14.388225208702677,l2,,0.9381735520853922,0.0660359070529089,0.975884562166436,0.0,0.812057718916782,0.0026827495674755,0.76,3.4,0.975884562166436,0.5142417968504926,0.975884562166436
51,441,1,1dpos,polar,5FTE,LR,,,1045.060963663557,l1,,0.9462779205376556,0.0568299764963436,0.9753706266060488,0.000108266961357,0.8239573038149832,0.0110434069637987,1.68,3.2,0.9754892271199842,0.5102053419793113,0.9753706266060488
52,442,1,1dpos,polar,WTE,LR,,,36.14787175921799,l2,,0.947499505831192,0.0539520245717979,0.9754496936153392,8.839960377543491e-05,0.8373591618897015,0.0104187849513691,0.14,1.4,0.9754892271199842,0.5106067623899954,0.9754496936153392
53,443,1,1dpos,polar,onehot,LR,,,121.46593427515046,l1,,0.930851947025104,0.1398710705451837,0.9753706266060488,0.000108266961357,0.6698161692033999,0.355316695415556,1.78,3.4,0.9754892271199842,0.5106067623899954,0.9753706266060488
54,444,1,1dpos,raw,5FTE,LR,,,0.8873331482896127,l1,,0.9356671278908876,0.0684843580014135,0.9749357580549516,8.839960377548457e-05,0.7956117809843841,0.0018437199156134,1.54,3.6,0.9750938920735324,0.5,0.9749357580549516
55,445,1,1dpos,raw,WTE,LR,,,1883.976085853432,l1,,0.9431784937734732,0.0619071540728552,0.9746985570270804,1.2412670766236366e-16,0.8100019766752322,0.0246361464620472,1.24,4.0,0.9746985570270804,0.5,0.9746985570270804
56,446,1,1dpos,raw,onehot,LR,,,12.87897298495004,l2,,0.936050602885946,0.0687139208806074,0.9748962245503064,0.0001397720460934,0.793200237201028,0.0036297699722911,0.94,3.6,0.9750938920735324,0.5,0.9748962245503064
57,447,1,1dpos,zone,5FTE,LR,,,0.6499670267727122,l1,,0.930670092903736,0.1404310995539832,0.9747776240363708,0.000108266961357,0.658628187388812,0.3494904356422038,1.24,3.6,0.9748962245503064,0.4916745090658134,0.9747776240363708
58,448,1,1dpos,zone,WTE,LR,,,3.615707954163281,l2,,0.941510179877446,0.0646839044506141,0.9743822889899189,0.000108266961357,0.7929630361731567,0.0056648215302907,0.8,3.2,0.9745008895038544,0.4881889763779528,0.9743822889899189
59,449,1,1dpos,zone,onehot,LR,,,72.31952144497112,l1,,0.9486578375172958,0.0559658364676045,0.9774659023522436,0.0,0.8329314093694407,0.0123026399017103,2.04,4.0,0.9774659023522436,0.5681818181818182,0.9774659023522436
60,450,1,cyclic,2dpos,5FTE,LR,16.0,5000.0,41.97338421068197,l2,,0.9464597746590236,0.0601363061783722,0.9772682348290176,1.2412670766236366e-16,0.8220201620873692,0.0114618191293966,0.42,3.0,0.9772682348290176,0.5660377358490566,0.9772682348290176
61,451,1,cyclic,2dpos,WTE,LR,16.0,5000.0,142.3712876384654,l1,,0.9491875864795416,0.0574839176436837,0.9772682348290176,1.2412670766236366e-16,0.8237596362917573,0.0101838108456659,0.36,2.6,0.9772682348290176,0.5660377358490566,0.9772682348290176
