value,duration,params_C,params_class_weight,params_penalty,user_attrs_ACC,user_attrs_WF1,notUsed_precision,notUsed_recall,notUsed_f1-score,notUsed_support,Used_precision,Used_recall,Used_f1-score,Used_support,accuracy,zeroPreds,model,option
0.9719312117019174,27,484.8267726155585,,l1,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,16,39.735351663053876,,l2,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,24,187.43471400519422,,l2,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,18,66.8607981663786,,l2,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,15,117.26744960406538,,l2,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,17,421.34928098106025,,l2,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,26,1534.7957633949802,,l1,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,20,17.00606352785631,,l2,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,16,354.8568448442776,,l2,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,21,44.759290382451994,,l2,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,24,4347.045882819291,,l1,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,40,244.39660956544154,,l1,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,15,28.33355121753535,,l1,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,15,78.5176555237428,,l1,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,10,18.087835534725162,,l2,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,23,5729.467267093225,,l2,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,11,1786.8256727607002,,l2,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,14,31.55035701131496,,l1,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,24,3245.5883849669804,,l1,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,19,539.336926358248,,l2,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,19,1080.6372708622032,,l2,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,11,716.8297526296453,,l2,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,24,19.100519449327955,,l2,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
0.9719312117019174,18,114.54242525817017,,l2,0.9719312117019174,0.36036036036036034,0.9728705366048275,0.9987712471841081,0.9856507679870655,4883.0,0.8695652173913043,0.22727272727272727,0.36036036036036034,176.0,0.9719312117019174,0.0,LR,worst
