Index,opt,timeOpt,locOpt,catOpt,modelOpt,n_layers,n_units_layer_0,n_units_layer_1,n_units_layer_2,n_units_layer_3,lrate,nEpoch,dropout_prob,weight_decay,obj
251,12,cyclic,zone,onehot,NN,2,64,512,,,0.007972304,300,0.283050144,0.001665294,0.61889805
252,12,cyclic,2dpos,onehot,NN,2,256,512,,,0.004071199,500,0.409599691,0.00015883,0.600894256
253,12,cyclic,polar,onehot,NN,2,256,128,,,0.005583295,500,0.232673985,0.000391829,0.621747394
254,12,cyclic,elliptic,onehot,NN,2,512,64,,,0.00207743,500,0.227632749,0.000321192,0.61968467
255,12,1dpos,raw,onehot,NN,2,64,128,,,0.014660464,300,0.217459905,0.000486924,0.512046856
256,12,1dpos,zone,onehot,NN,1,512,,,,0.002178705,500,0.419411024,0.000930539,0.520579454
257,12,1dpos,2dpos,onehot,NN,2,512,256,,,0.006869614,500,0.35220085,0.00060246,0.459374293
258,12,1dpos,polar,onehot,NN,4,64,128,256,512,0.003724411,500,0.273990419,0.000485019,0.514918676
259,12,1dpos,elliptic,onehot,NN,3,256,64,512,,0.003196253,500,0.362580936,0.00075024,0.509122797
260,13,raw,raw,onehot,NN,2,128,256,,,0.009482657,500,0.144344665,0.000677158,0.623533446
261,13,raw,zone,onehot,NN,2,64,256,,,0.00121988,300,0.000295253,0.002570115,0.619405175
262,13,raw,2dpos,onehot,NN,3,128,64,256,,0.003277444,500,0.199573575,5.23E-05,0.599705522
263,13,raw,polar,onehot,NN,3,256,128,128,,0.004129727,300,0.086661798,0.000987266,0.622276213
264,13,raw,elliptic,onehot,NN,2,512,512,,,0.011692386,500,0.303890745,0.000661541,0.622803792
265,13,addDur,raw,onehot,NN,4,128,256,256,256,0.004531114,500,0.47263951,0.000237802,0.622509042
266,13,addDur,zone,onehot,NN,1,256,,,,0.006224995,300,0.062439351,0.00169342,0.617713354
267,13,addDur,2dpos,onehot,NN,2,256,512,,,0.004643481,300,0.257625992,0.000241972,0.596788509
268,13,addDur,polar,onehot,NN,2,64,128,,,0.008568716,300,0.129547282,0.00029424,0.621987626
269,13,addDur,elliptic,onehot,NN,2,256,64,,,0.010026104,200,0.061507928,0.000607218,0.62130215
270,13,cyclic,raw,onehot,NN,3,512,128,64,,0.003518894,500,0.328207507,0.000719062,0.624699276
271,13,cyclic,zone,onehot,NN,1,256,,,,0.00727527,200,0.194163193,0.003243211,0.61845283
272,13,cyclic,2dpos,onehot,NN,2,128,512,,,0.003953539,500,0.426334366,8.39E-05,0.600940184
273,13,cyclic,polar,onehot,NN,2,512,256,,,0.001509069,500,0.210713636,0.000740929,0.622108486
274,13,cyclic,elliptic,onehot,NN,3,512,64,64,,0.003428712,500,0.290001406,0.000663321,0.621198981
275,13,1dpos,raw,onehot,NN,2,128,256,,,0.010592592,500,0.258558577,0.000905492,0.514062377
276,13,1dpos,zone,onehot,NN,1,128,,,,0.004760736,500,0.461904171,0.001135778,0.520342561
277,13,1dpos,2dpos,onehot,NN,1,256,,,,0.009224336,500,0.312120525,9.71E-05,0.460520194
278,13,1dpos,polar,onehot,NN,2,256,128,,,0.003072733,500,0.244506168,0.001083069,0.514001516
279,13,1dpos,elliptic,onehot,NN,2,64,128,,,0.011712985,300,0.215234614,0.000213689,0.510927126
280,14,raw,raw,onehot,NN,4,64,128,128,256,0.005010275,500,0.255866063,1.07E-05,0.622536335
281,14,raw,zone,onehot,NN,2,512,256,,,0.001040409,200,0.133687378,0.001567044,0.618551
282,14,raw,2dpos,onehot,NN,2,512,512,,,0.002244491,300,0.285025903,3.73E-05,0.597410741
283,14,raw,polar,onehot,NN,2,512,128,,,0.002757105,500,0.225753713,0.000538009,0.62395423
284,14,raw,elliptic,onehot,NN,2,512,64,,,0.010969313,500,0.276723926,0.000230917,0.621381644
285,14,addDur,raw,onehot,NN,2,256,512,,,0.004282896,500,0.475516569,0.000221296,0.625072442
286,14,addDur,zone,onehot,NN,2,128,128,,,0.003606391,200,0.488698498,0.001053264,0.618403284
287,14,addDur,2dpos,onehot,NN,2,256,256,,,0.004337033,500,0.239674438,0.000263133,0.600456089
288,14,addDur,polar,onehot,NN,3,128,256,64,,0.005722957,500,0.323217561,6.58E-05,0.623159308
289,14,addDur,elliptic,onehot,NN,2,512,256,,,0.010096777,500,0.372361628,0.000538871,0.622406159
290,14,cyclic,raw,onehot,NN,3,512,128,128,,0.005497645,300,0.339105898,0.000333418,0.624162793
291,14,cyclic,zone,onehot,NN,2,128,512,,,0.00124982,300,0.353044715,0.000397964,0.621575388
292,14,cyclic,2dpos,onehot,NN,3,128,512,512,,0.00165028,500,0.312794723,0.000119742,0.600174866
293,14,cyclic,polar,onehot,NN,2,256,256,,,0.00361947,500,0.301817414,0.000255647,0.622464502
294,14,cyclic,elliptic,onehot,NN,2,512,64,,,0.006559057,500,0.376748586,0.000205134,0.621825127
295,14,1dpos,raw,onehot,NN,2,512,256,,,0.00539994,300,0.376962787,0.001341086,0.509004592
296,14,1dpos,zone,onehot,NN,1,64,,,,0.025327681,500,0.402490704,0.000671406,0.520769219
297,14,1dpos,2dpos,onehot,NN,2,128,512,,,0.007843666,500,0.394594735,0.000257512,0.461452556
298,14,1dpos,polar,onehot,NN,2,128,512,,,0.002848272,500,0.479375434,0.000513327,0.51426381
299,14,1dpos,elliptic,onehot,NN,2,64,256,,,0.021198975,500,0.262882139,0.000672354,0.512654563
300,15,raw,raw,onehot,NN,3,256,128,512,,0.007071587,500,0.371849534,0.000600976,0.625323128
301,15,raw,zone,onehot,NN,2,256,256,,,0.001359271,300,0.390159252,0.00027885,0.619336003
302,15,raw,2dpos,onehot,NN,3,512,64,512,,0.001425552,500,0.318163212,4.50E-05,0.599758532
303,15,raw,polar,onehot,NN,3,256,512,128,,0.004685377,500,0.282007384,0.001276563,0.624010966
304,15,raw,elliptic,onehot,NN,3,512,128,128,,0.001958023,500,0.311876082,0.000658196,0.621443131
305,15,addDur,raw,onehot,NN,2,256,256,,,0.008137711,500,0.227589662,0.000712653,0.622476801
306,15,addDur,zone,onehot,NN,2,256,64,,,0.002857201,300,0.406325697,0.000408622,0.618297071
307,15,addDur,2dpos,onehot,NN,2,512,256,,,0.001849834,500,0.247039577,0.000107817,0.59882524
308,15,addDur,polar,onehot,NN,2,512,512,,,0.005787735,500,0.369837795,2.09E-05,0.62381055
309,15,addDur,elliptic,onehot,NN,3,128,256,128,,0.00744713,500,0.282913141,0.000572739,0.620668405
310,15,cyclic,raw,onehot,NN,2,256,256,,,0.007351132,500,0.296621613,0.000529375,0.625815876
311,15,cyclic,zone,onehot,NN,2,128,128,,,0.002244112,500,0.480046727,0.000287598,0.621463757
312,15,cyclic,2dpos,onehot,NN,2,128,512,,,0.004030397,500,0.346298927,2.46E-05,0.60207814
313,15,cyclic,polar,onehot,NN,2,128,256,,,0.00781462,500,0.314967394,0.000458105,0.622789661
314,15,cyclic,elliptic,onehot,NN,2,512,512,,,0.005161725,500,0.214734896,0.001171393,0.622529327
315,15,1dpos,raw,onehot,NN,2,128,64,,,0.029478436,500,0.214907209,0.000742572,0.512491454
316,15,1dpos,zone,onehot,NN,2,64,128,,,0.001265284,500,0.436039,0.000342886,0.522517843
317,15,1dpos,2dpos,onehot,NN,1,256,,,,0.014247986,500,0.245170506,1.70E-05,0.460290348
318,15,1dpos,polar,onehot,NN,2,128,256,,,0.006800928,300,0.474499386,0.000185123,0.509852312
319,15,1dpos,elliptic,onehot,NN,3,64,64,256,,0.003960443,500,0.142984684,0.000770002,0.510322969
