sid,aid,routes,month,dow,dep,arr,nTrans,tway,OriLat,OriLon,DesLat,DesLon,OriZone,DesZone,oppo,typeD,nwDist,eucDist,caruse
189317,,901,12,Monday,731,757,0,1,44.88077,-93.204922,44.975101,-93.259722,Airport and MoA,Minneapolis Downtown,0,W,7.046942105,7.046924588,0
189318,,901,12,Monday,751,762,0,1,44.893229,-93.19812,44.874102,-93.224116,Airport and MoA,Airport and MoA,0,Home,1.833610228,1.83360567,0
189321,,902,12,Monday,730,754,0,1,44.978541,-93.26996,44.956386,-93.178742,Minneapolis Downtown,Saint Paul Market Area I,0,Home,4.715474799,4.715463077,0
189322,,901,12,Monday,741.5,753.5,0,1,44.912429,-93.210163,44.94836,-93.238864,Minneapolis Market Area II,Minneapolis Market Area I,0,Sh,2.851780903,2.851773814,0
189329,,901,12,Monday,814.5,831.5,0,1,44.978541,-93.26996,44.934651,-93.229461,Minneapolis Downtown,Minneapolis Market Area I,0,Sh,3.621786135,3.621777132,0
189330,,901,12,Monday,788,796,0,1,44.97496,-93.259658,44.968395,-93.251064,Minneapolis Downtown,Univ of Minnesota,0,O,0.618322598,0.618321061,0
189333,,902,12,Monday,814.5,857.5,0,1,44.948226,-93.08672,44.975101,-93.259722,Saint Paul Downtown,Minneapolis Downtown,0,Home,8.660329302,8.660307773,0
189335,,901,12,Monday,798.5,819.5,0,1,44.948353,-93.238902,44.874102,-93.224116,Minneapolis Market Area I,Airport and MoA,1,W,5.180957781,5.180944902,0
189336,,902,12,Monday,789.5,814.5,0,1,44.954047,-93.097459,44.967838,-93.207226,Saint Paul Downtown,Saint Paul Market Area II,0,Home,5.45097726,5.45096371,0
189337,,22_901,12,Monday,825.79,845.21,1,1,44.901704,-93.218011,44.874102,-93.224116,Minneapolis Market Area II,Airport and MoA,0,Sh,3.040833072,1.930336092,0
189338,,902,12,Monday,786.5,804.5,0,1,44.967838,-93.207226,44.975101,-93.259722,Saint Paul Market Area II,Minneapolis Downtown,1,Home,2.615382363,2.615375861,0
189351,,578_540,12,Monday,922.5,978.5,1,0,44.979365,-93.268435,44.86883,-93.363378,Minneapolis Downtown,Hennepin Market Area III,1,Home,10.44663264,8.937428801,0
189352,,578,12,Monday,940.5,966.5,0,0,44.970526,-93.272859,44.889611,-93.318974,Minneapolis Downtown,Hennepin Market Area II,0,Home,6.028273915,6.028258929,0
189354,,21_901,12,Tuesday,347.44,376.56,1,1,44.948447,-93.226913,44.975101,-93.259722,Minneapolis Market Area II,Minneapolis Downtown,1,W,2.781683792,2.442329127,0
189355,,901,12,Tuesday,393.5,418.5,0,1,44.97496,-93.259658,44.88077,-93.205,Minneapolis Downtown,Airport and MoA,0,W,7.035292193,7.035274704,0
189356,,901,12,Tuesday,366.5,385.5,0,1,44.948353,-93.238902,44.88077,-93.205,Minneapolis Market Area I,Airport and MoA,1,W,4.955045051,4.955032733,0
189357,,902,12,Tuesday,373,386,0,1,44.97496,-93.259658,44.974753,-93.222757,Minneapolis Downtown,Univ of Minnesota,0,So,1.804327528,1.804323043,0
189358,,22_901,12,Tuesday,357.68,389.32,1,1,44.939467,-93.242409,44.874102,-93.224116,Minneapolis Market Area I,Airport and MoA,1,W,4.907456859,4.604008773,0
189359,,46_901,12,Tuesday,378.27,427.73,1,1,44.91226,-93.296037,44.88077,-93.205,Minneapolis Market Area II,Airport and MoA,1,W,6.636549809,4.954531509,0
189363,,901,12,Tuesday,378,403,0,1,44.97496,-93.259658,44.88077,-93.205,Minneapolis Downtown,Airport and MoA,0,W,7.035292193,7.035274704,0
189364,,902,12,Tuesday,375,419,0,1,44.97496,-93.259658,44.94751,-93.088139,Minneapolis Downtown,Saint Paul Downtown,1,W,8.59819473,8.598173356,0
189367,,5,12,Tuesday,471.5,481.5,0,0,45.003596,-93.294031,45.014995,-93.295204,Minneapolis Market Area I,Minneapolis Market Area II,1,Ed,0.789683366,0.789681403,0
189372,,5,12,Tuesday,465.5,482.5,0,0,45.023811,-93.295554,45.054725,-93.321573,Minneapolis Market Area II,Hennepin Market Area II,1,W,2.486122681,2.486116501,0
189374,2022-12-06_79274057_1,902,12,Tuesday,433,474,0,1,44.950663,-93.097492,44.976863,-93.265879,Saint Paul Downtown,Minneapolis Downtown,1,W,8.429927887,8.429906931,0
189375,,46_901,12,Tuesday,426.29,463.71,1,1,44.919662,-93.26533,44.975101,-93.259722,Minneapolis Market Area II,Minneapolis Downtown,1,W,6.463958747,3.840271837,0
189376,2022-12-06_26712072_1,901,12,Tuesday,420,440,0,1,44.934655,-93.229449,44.978597,-93.269919,Minneapolis Market Area I,Minneapolis Downtown,1,W,3.62402055,3.624011542,0
189377,,3_902,12,Tuesday,426.48,449.52,1,1,44.967912,-93.106044,44.955718,-93.157728,Saint Paul Market Area I,Saint Paul Market Area I,1,W,3.439001794,2.66382647,0
189378,,901,12,Tuesday,433,445,0,1,44.962525,-93.247027,44.976863,-93.265879,Minneapolis Market Area I,Minneapolis Downtown,1,W,1.353169938,1.353166575,0
189381,,902,12,Tuesday,429,446,0,1,44.95575,-93.137323,44.963091,-93.195441,Saint Paul Market Area I,Saint Paul Market Area II,0,O,2.886586103,2.886578927,0
189382,,901,12,Tuesday,436,454,0,1,44.874119,-93.224068,44.934655,-93.229449,Airport and MoA,Minneapolis Market Area I,1,Home,4.190916544,4.190906126,0
189383,2022-12-06_11706596_1,901,12,Tuesday,456.5,468.5,0,1,44.968406,-93.251029,44.978597,-93.269919,Univ of Minnesota,Minneapolis Downtown,1,So,1.161415356,1.161412469,0
189387,,902,12,Tuesday,425,435,0,1,44.967838,-93.207226,44.974799,-93.222881,Saint Paul Market Area II,Univ of Minnesota,1,Ed,0.904011207,0.90400896,0
189388,,902,12,Tuesday,424,434,0,1,44.967838,-93.207226,44.974799,-93.222881,Saint Paul Market Area II,Univ of Minnesota,1,Ed,0.904011207,0.90400896,0
189390,2022-12-06_62755465_1,902,12,Tuesday,424,434,0,1,44.967838,-93.207226,44.974799,-93.222881,Saint Paul Market Area II,Univ of Minnesota,0,Ed,0.904011207,0.90400896,0
189391,,901,12,Tuesday,448,476,0,1,44.874119,-93.224068,44.975101,-93.259722,Airport and MoA,Minneapolis Downtown,1,Sh,7.191699173,7.191681295,0
189394,,5_902,12,Tuesday,518.37,562.63,1,1,45.035391,-93.308222,44.973645,-93.231064,Minneapolis Market Area II,Univ of Minnesota,1,Ed,6.635172178,5.695042763,0
189403,,901,12,Tuesday,507.5,520.5,0,1,44.962518,-93.247072,44.920736,-93.21992,Minneapolis Market Area I,Minneapolis Market Area II,1,W,3.177501582,3.177493683,0
189404,2022-12-06_35671976_1,901,12,Tuesday,522,541,0,1,44.934651,-93.229461,44.874102,-93.224116,Minneapolis Market Area I,Airport and MoA,1,W,4.191702876,4.191692456,0
189406,,5,12,Tuesday,512,536,0,0,44.994267,-93.29572,44.972007,-93.264035,Minneapolis Market Area I,Minneapolis Downtown,0,O,2.183035722,2.183030295,0
189408,2022-12-06_46252150_1,902,12,Tuesday,488.5,501.5,0,1,44.976796,-93.265899,44.973645,-93.231064,Minneapolis Downtown,Univ of Minnesota,0,W,1.717111946,1.717107677,0
189410,2022-12-06_51517779_1,901,12,Tuesday,523,539,0,1,44.94836,-93.238864,44.976863,-93.265879,Minneapolis Market Area I,Minneapolis Downtown,1,Sh,2.37132921,2.371323315,0
189411,,901,12,Tuesday,511,541,0,1,44.874119,-93.224068,44.976863,-93.265879,Airport and MoA,Minneapolis Downtown,1,Sh,7.387453178,7.387434814,0
189412,,5,12,Tuesday,541,555,0,0,44.944832,-93.262729,44.926892,-93.262634,Minneapolis Market Area I,Minneapolis Market Area II,1,So,1.239547731,1.23954465,0
189413,,901,12,Tuesday,509.5,539.5,0,1,44.874119,-93.224068,44.976863,-93.265879,Airport and MoA,Minneapolis Downtown,1,W,7.387453178,7.387434814,0
189414,,901,12,Tuesday,491,508,0,1,44.920736,-93.21992,44.874102,-93.224116,Minneapolis Market Area II,Airport and MoA,1,W,3.228635652,3.228627626,0
189418,,902,12,Tuesday,486.5,495.5,0,1,44.956386,-93.178742,44.95565,-93.166107,Saint Paul Market Area I,Saint Paul Market Area I,1,W,0.619876542,0.619875001,0
189419,,902,12,Tuesday,493,511,0,1,44.95565,-93.166107,44.955682,-93.105177,Saint Paul Market Area I,Saint Paul Downtown,1,Sh,2.979167304,2.979159898,0
189425,,902,12,Tuesday,547,561,0,1,44.955705,-93.145702,44.955682,-93.105177,Saint Paul Market Area I,Saint Paul Downtown,0,Sh,1.98146661,1.981461685,0
189427,,901,12,Tuesday,550,572,0,1,44.90279,-93.202266,44.975101,-93.259722,Airport and MoA,Minneapolis Downtown,1,W,5.731882669,5.731868421,0
189432,,902,12,Tuesday,586,622,0,1,44.976796,-93.265899,44.955736,-93.115269,Minneapolis Downtown,Saint Paul Market Area I,1,W,7.507406523,7.507387861,0
189434,,902,12,Tuesday,555,582,0,1,44.955728,-93.105179,44.974799,-93.222881,Saint Paul Downtown,Univ of Minnesota,1,Ed,5.903951016,5.90393634,0
189436,,901,12,Tuesday,565.5,575.5,0,1,44.920758,-93.219847,44.94836,-93.238864,Minneapolis Market Area II,Minneapolis Market Area I,1,W,2.121721863,2.121716588,0
189440,,902,12,Tuesday,563,588,0,1,44.955696,-93.167894,44.975101,-93.259722,Saint Paul Market Area I,Minneapolis Downtown,0,Sh,4.685833222,4.685821574,0
189444,,902,12,Tuesday,547,555,0,1,44.971754,-93.215229,44.974799,-93.222881,Univ of Minnesota,Univ of Minnesota,1,Ed,0.429240645,0.429239578,0
189448,,902,12,Tuesday,605.5,619.5,0,1,44.974799,-93.222881,44.975101,-93.259722,Univ of Minnesota,Minneapolis Downtown,0,O,1.801457999,1.801453521,0
189449,,901,12,Tuesday,628,647,0,1,44.934651,-93.229461,44.874102,-93.224116,Minneapolis Market Area I,Airport and MoA,1,Sh,4.191702876,4.191692456,0
189452,,901,12,Tuesday,619.5,639.5,0,1,44.874119,-93.224068,44.94836,-93.238864,Airport and MoA,Minneapolis Market Area I,1,Sh,5.180341866,5.180328989,0
189456,,901,12,Tuesday,631.5,663.5,0,1,44.874119,-93.224068,44.978597,-93.269919,Airport and MoA,Minneapolis Downtown,1,W,7.5588707,7.55885191,0
189458,,901,12,Tuesday,701.5,711.5,0,1,44.920758,-93.219847,44.94836,-93.238864,Minneapolis Market Area II,Minneapolis Market Area I,1,Sh,2.121721863,2.121716588,0
189459,,901,12,Tuesday,716.5,737.5,0,1,44.948353,-93.238902,44.874102,-93.224116,Minneapolis Market Area I,Airport and MoA,1,Sh,5.180957781,5.180944902,0
189461,,901,12,Tuesday,693,707,0,1,44.94836,-93.238864,44.975101,-93.259722,Minneapolis Market Area I,Minneapolis Downtown,0,Sh,2.110411527,2.110406281,0
189463,,901,12,Tuesday,693.5,711.5,0,1,44.94836,-93.238864,44.978597,-93.269919,Minneapolis Market Area I,Minneapolis Downtown,0,Sh,2.582696012,2.582689592,0
189467,,901,12,Tuesday,666,680,0,1,44.962525,-93.247027,44.978597,-93.269919,Minneapolis Market Area I,Minneapolis Downtown,1,W,1.576700916,1.576696996,0
189468,,901,12,Tuesday,691.5,701.5,0,1,44.94836,-93.238864,44.962525,-93.247027,Minneapolis Market Area I,Minneapolis Market Area I,0,Home,1.056966751,1.056964124,0
189471,,901,12,Tuesday,663,691,0,1,44.88077,-93.204922,44.976863,-93.265879,Airport and MoA,Minneapolis Downtown,0,O,7.277710631,7.27769254,0
189472,,901,12,Tuesday,680,699,0,1,44.962518,-93.247072,44.893229,-93.19812,Minneapolis Market Area I,Airport and MoA,1,W,5.352411085,5.35239778,0
189474,,901,12,Tuesday,671.5,691.5,0,1,44.983442,-93.278615,44.948353,-93.238902,Minneapolis Downtown,Minneapolis Market Area I,0,So,3.106168292,3.106160571,0
189477,,901,12,Tuesday,673,692,0,1,44.934651,-93.229461,44.874102,-93.224116,Minneapolis Market Area I,Airport and MoA,0,O,4.191702876,4.191692456,0
189479,,901,12,Tuesday,690,698,0,1,44.948353,-93.238902,44.934651,-93.229461,Minneapolis Market Area I,Minneapolis Market Area I,0,Home,1.053266135,1.053263516,0
189483,,901,12,Tuesday,736.5,750.5,0,1,44.976796,-93.265899,44.948353,-93.238902,Minneapolis Downtown,Minneapolis Market Area I,0,Home,2.367396583,2.367390698,0
189484,,901,12,Tuesday,766,784,0,1,44.94836,-93.238864,44.978597,-93.269919,Minneapolis Market Area I,Minneapolis Downtown,1,Sh,2.582696012,2.582689592,0
189485,,901_21,12,Tuesday,748.67,780.33,1,1,44.874119,-93.224068,44.948294,-93.19265,Airport and MoA,Saint Paul Market Area II,0,Home,7.471449182,5.350281074,0
189492,,901,12,Tuesday,768,778,0,1,44.94836,-93.238864,44.962525,-93.247027,Minneapolis Market Area I,Minneapolis Market Area I,1,So,1.056966751,1.056964124,0
189493,,901,12,Tuesday,767.5,777.5,0,1,44.94836,-93.238864,44.962525,-93.247027,Minneapolis Market Area I,Minneapolis Market Area I,0,Home,1.056966751,1.056964124,0
189495,,921_901,12,Tuesday,715.48,768.52,1,1,44.99124,-93.166871,44.874102,-93.224116,Ramsey Market Area II,Airport and MoA,0,Sh,8.772451214,8.563788561,0
189497,,901,12,Tuesday,793.5,801.5,0,1,44.948353,-93.238902,44.934651,-93.229461,Minneapolis Market Area I,Minneapolis Market Area I,1,O,1.053266135,1.053263516,0
189499,,901,12,Tuesday,829,839,0,1,44.948353,-93.238902,44.920736,-93.21992,Minneapolis Market Area I,Minneapolis Market Area II,0,Home,2.121904397,2.121899122,0
189501,,901,12,Tuesday,828.5,846.5,0,1,44.94836,-93.238864,44.978597,-93.269919,Minneapolis Market Area I,Minneapolis Downtown,1,Sh,2.582696012,2.582689592,0
189508,,901,12,Tuesday,828.5,842.5,0,1,44.94836,-93.238864,44.975101,-93.259722,Minneapolis Market Area I,Minneapolis Downtown,0,Home,2.110411527,2.110406281,0
189509,,901_5,12,Tuesday,865.12,894.88,1,1,44.94836,-93.238864,44.995132,-93.294055,Minneapolis Market Area I,Minneapolis Market Area I,0,Home,4.405091561,4.210185612,0
189515,,578,12,Tuesday,469.5,494.5,0,0,44.886657,-93.322285,44.974198,-93.270718,Hennepin Market Area II,Minneapolis Downtown,1,W,6.553006425,6.552990135,1
189516,,578,12,Tuesday,464.5,485.5,0,0,44.889486,-93.319147,44.972251,-93.272268,Hennepin Market Area II,Minneapolis Downtown,0,Sh,6.160805366,6.160790051,0
189517,,578,12,Tuesday,460,491,0,0,44.878721,-93.321006,44.976101,-93.269076,Hennepin Market Area II,Minneapolis Downtown,0,W,7.191492813,7.191474936,0
189518,,747,12,Tuesday,509,548,0,0,44.97882,-93.268872,44.987113,-93.418549,Minneapolis Downtown,Hennepin Market Area III,1,W,7.340839314,7.340821066,0
189519,,747,12,Tuesday,1026,1062,0,0,44.987113,-93.418549,44.975587,-93.269488,Hennepin Market Area III,Minneapolis Downtown,0,W,7.331702751,7.331684525,1
189521,2022-12-07_69541237_1,901,12,Wednesday,382,401,0,1,44.948353,-93.238902,44.88077,-93.205,Minneapolis Market Area I,Airport and MoA,1,W,4.955045051,4.955032733,0
189523,2022-12-07_89570187_1,901,12,Wednesday,372,386,0,1,44.94836,-93.238864,44.975101,-93.259722,Minneapolis Market Area I,Minneapolis Downtown,1,W,2.110411527,2.110406281,0
189524,,901,12,Wednesday,390,398,0,1,44.948353,-93.238902,44.934651,-93.229461,Minneapolis Market Area I,Minneapolis Market Area I,1,Ed,1.053266135,1.053263516,0
189525,,901,12,Wednesday,370.5,385.5,0,1,44.91241,-93.210193,44.874102,-93.224116,Minneapolis Market Area II,Airport and MoA,1,W,2.732981329,2.732974535,0
189531,,901_21,12,Wednesday,531.44,569.56,1,1,44.90279,-93.202266,44.948448,-93.292557,Airport and MoA,Minneapolis Market Area I,1,W,6.248046374,5.426050235,0
189533,2022-12-07_49687310_1,901,12,Wednesday,515.5,535.5,0,1,44.934655,-93.229449,44.978597,-93.269919,Minneapolis Market Area I,Minneapolis Downtown,1,W,3.62402055,3.624011542,0
189534,,901,12,Wednesday,500,512,0,1,44.968406,-93.251029,44.978597,-93.269919,Univ of Minnesota,Minneapolis Downtown,1,W,1.161415356,1.161412469,0
189538,,901,12,Wednesday,507,541,0,1,44.982905,-93.277396,44.874102,-93.224116,Minneapolis Downtown,Airport and MoA,1,W,7.956180761,7.956160983,0
189539,,901,12,Wednesday,557,572,0,1,44.982905,-93.277396,44.968395,-93.251064,Minneapolis Downtown,Univ of Minnesota,0,W,1.631796654,1.631792597,0
189540,,901,12,Wednesday,583.5,591.5,0,1,44.948353,-93.238902,44.934651,-93.229461,Minneapolis Market Area I,Minneapolis Market Area I,0,So,1.053266135,1.053263516,0
189546,2022-12-07_86429944_1,901,12,Wednesday,608.5,628.5,0,1,44.983442,-93.278615,44.948353,-93.238902,Minneapolis Downtown,Minneapolis Market Area I,0,Sh,3.106168292,3.106160571,0
189548,,901,12,Wednesday,680.5,690.5,0,1,44.968395,-93.251064,44.948353,-93.238902,Univ of Minnesota,Minneapolis Market Area I,1,Sh,1.507056289,1.507052543,0
189549,,901,12,Wednesday,713,734,0,1,44.948353,-93.238902,44.874102,-93.224116,Minneapolis Market Area I,Airport and MoA,0,Sh,5.180957781,5.180944902,0
189550,,46_901,12,Wednesday,643.77,685.23,1,1,44.919656,-93.262752,44.874102,-93.224116,Minneapolis Market Area II,Airport and MoA,1,W,5.334485122,3.670876589,0
189551,2022-12-07_25886696_1,901,12,Wednesday,720.5,750.5,0,1,44.978541,-93.26996,44.874102,-93.224116,Minneapolis Downtown,Airport and MoA,0,Sh,7.556195798,7.556177015,0
189557,,901,12,Wednesday,687.5,695.5,0,1,44.88077,-93.205,44.874102,-93.224116,Airport and MoA,Airport and MoA,0,Sh,1.042054035,1.042051444,0
189559,,901,12,Wednesday,694,726,0,1,44.874119,-93.224068,44.978597,-93.269919,Airport and MoA,Minneapolis Downtown,0,Home,7.5588707,7.55885191,0
189560,,901,12,Wednesday,739,771,0,1,44.874119,-93.224068,44.978597,-93.269919,Airport and MoA,Minneapolis Downtown,1,Sh,7.5588707,7.55885191,0
189562,2022-12-07_82110422_2,901,12,Wednesday,741,755,0,1,44.968395,-93.251064,44.920736,-93.21992,Univ of Minnesota,Minneapolis Market Area II,0,Sh,3.627983649,3.62797463,0
189563,,901,12,Wednesday,721.5,733.5,0,1,44.978541,-93.26996,44.962518,-93.247072,Minneapolis Downtown,Minneapolis Market Area I,0,O,1.574179232,1.574175319,0
189565,,901,12,Wednesday,811,820,0,1,44.962518,-93.247072,44.948353,-93.238902,Minneapolis Market Area I,Minneapolis Market Area I,0,Sh,1.057096044,1.057093416,0
189580,,901,12,Wednesday,974,982,0,1,44.978597,-93.269919,44.980177,-93.273202,Minneapolis Downtown,Minneapolis Downtown,0,Sh,0.19412606,0.194125578,0
189581,,901,12,Wednesday,974.5,982.5,0,1,44.978597,-93.269919,44.980177,-93.273202,Minneapolis Downtown,Minneapolis Downtown,0,Sh,0.19412606,0.194125578,0
189582,,901,12,Wednesday,1109.5,1125.5,0,1,44.874119,-93.224068,44.920758,-93.219847,Airport and MoA,Minneapolis Market Area II,0,Home,3.22905832,3.229050293,0
189585,,902,12,Thursday,368.5,385.5,0,1,44.967132,-93.20574,44.955705,-93.145702,Saint Paul Market Area I,Saint Paul Market Area I,1,W,3.039873091,3.039865534,0
189586,,902,12,Thursday,432.5,463.5,0,1,44.971754,-93.215303,44.950612,-93.097608,Univ of Minnesota,Saint Paul Downtown,1,Sh,5.937194288,5.937179529,0
189587,,902,12,Thursday,449,461,0,1,44.955697,-93.125412,44.954023,-93.097507,Saint Paul Market Area I,Saint Paul Downtown,1,O,1.369305936,1.369302532,0
189590,,902,12,Thursday,498.5,538.5,0,1,44.948226,-93.08672,44.971988,-93.246139,Saint Paul Downtown,Univ of Minnesota,1,Ed,7.965805462,7.96578566,0
189592,,901,12,Thursday,558.5,574.5,0,1,44.920758,-93.219847,44.968406,-93.251029,Minneapolis Market Area II,Univ of Minnesota,1,Ed,3.62807423,3.628065211,0
189594,,901,12,Thursday,584,604,0,1,44.874119,-93.224068,44.94836,-93.238864,Airport and MoA,Minneapolis Market Area I,0,O,5.180341866,5.180328989,0
189595,2022-12-08_34388191_1,901,12,Thursday,540,558,0,1,44.94836,-93.238864,44.978597,-93.269919,Minneapolis Market Area I,Minneapolis Downtown,1,W,2.582696012,2.582689592,0
189597,2022-12-08_25831469_1,902,12,Thursday,536.5,561.5,0,1,44.956409,-93.17872,44.976863,-93.265879,Saint Paul Market Area II,Minneapolis Downtown,1,Sh,4.489849244,4.489838083,0
189598,,901,12,Thursday,555,567,0,1,44.968406,-93.251029,44.978597,-93.269919,Univ of Minnesota,Minneapolis Downtown,1,Ed,1.161415356,1.161412469,0
189599,2022-12-08_71017816_1,902,12,Thursday,552.5,564.5,0,1,44.963091,-93.195441,44.974799,-93.222881,Saint Paul Market Area II,Univ of Minnesota,1,W,1.566681653,1.566677759,0
189600,,901,12,Thursday,599.5,631.5,0,1,44.980074,-93.273244,44.874102,-93.224116,Minneapolis Downtown,Airport and MoA,1,O,7.705946189,7.705927033,0
189602,,901,12,Thursday,540.5,563.5,0,1,44.978541,-93.26996,44.902785,-93.202297,Minneapolis Downtown,Airport and MoA,1,So,6.192153657,6.192138264,0
189605,,902,12,Thursday,611,636,0,1,44.956386,-93.178742,44.950612,-93.097608,Saint Paul Market Area I,Saint Paul Downtown,1,W,3.987048732,3.987038821,0
189616,,68_902,12,Thursday,594.83,637.17,1,1,44.921208,-93.080595,44.967838,-93.207226,Saint Paul Market Area II,Saint Paul Market Area II,1,W,7.875277405,6.979685839,0
189618,,901,12,Thursday,705,737,0,1,44.980074,-93.273244,44.874102,-93.224116,Minneapolis Downtown,Airport and MoA,0,W,7.705946189,7.705927033,0
189620,,902,12,Thursday,692.5,729.5,0,1,44.954047,-93.097459,44.975101,-93.259722,Saint Paul Downtown,Minneapolis Downtown,1,W,8.06609323,8.066073178,1
189623,2022-12-08_28031858_1,901,12,Thursday,706,725,0,1,44.978541,-93.26996,44.920736,-93.21992,Minneapolis Downtown,Minneapolis Market Area II,0,Sh,4.683804287,4.683792644,0
189626,,902,12,Thursday,686,709,0,1,44.947534,-93.088165,44.955696,-93.167894,Saint Paul Downtown,Saint Paul Market Area I,0,So,3.938921055,3.938911264,0
189631,,902,12,Thursday,673,709,0,1,44.950663,-93.097492,44.971988,-93.246139,Saint Paul Downtown,Univ of Minnesota,0,Home,7.415926563,7.415908128,0
189640,2022-12-08_94040169_2,902,12,Thursday,724,742,0,1,44.967838,-93.207226,44.975101,-93.259722,Saint Paul Market Area II,Minneapolis Downtown,0,Home,2.615382363,2.615375861,0
189641,,901,12,Thursday,807.5,815.5,0,1,44.874119,-93.224068,44.88077,-93.204922,Airport and MoA,Airport and MoA,0,O,1.042851805,1.042849213,0
189643,,902,12,Thursday,718.5,735.5,0,1,44.956409,-93.17872,44.973713,-93.231063,Saint Paul Market Area II,Univ of Minnesota,1,So,2.824800087,2.824793065,0
189645,,901,12,Thursday,781,803,0,1,44.962518,-93.247072,44.88077,-93.205,Minneapolis Market Area I,Airport and MoA,1,O,6.011202917,6.011187974,0
189653,,901,12,Thursday,886,916,0,1,44.978541,-93.26996,44.874102,-93.224116,Minneapolis Downtown,Airport and MoA,0,O,7.556195798,7.556177015,0
189654,,18_21_901,12,Thursday,807.5,852.5,2,1,44.941212,-93.277831,44.88077,-93.205,Minneapolis Market Area I,Airport and MoA,1,W,7.371577486,5.488287672,0
189657,,901,12,Thursday,872,904,0,1,44.874119,-93.224068,44.978597,-93.269919,Airport and MoA,Minneapolis Downtown,0,Home,7.5588707,7.55885191,0
189658,,901,12,Thursday,866,900,0,1,44.982905,-93.277396,44.874102,-93.224116,Minneapolis Downtown,Airport and MoA,0,O,7.956180761,7.956160983,0
189662,,901,12,Thursday,845,857,0,1,44.88077,-93.204922,44.912429,-93.210163,Airport and MoA,Minneapolis Market Area II,0,Home,2.202393197,2.202387723,0
189663,,901,12,Thursday,846.5,860.5,0,1,44.88077,-93.204922,44.920758,-93.219847,Airport and MoA,Minneapolis Market Area II,0,Sh,2.857663583,2.857656479,0
189784,,902,12,Monday,370.5,379.5,0,1,44.973713,-93.231063,44.971988,-93.246139,Univ of Minnesota,Univ of Minnesota,1,Ed,0.746712898,0.746711042,0
189785,,902,12,Monday,392.5,416.5,0,1,44.955741,-93.127216,44.974799,-93.222881,Saint Paul Market Area I,Univ of Minnesota,1,Ed,4.859343619,4.859331539,0
189786,,902,12,Monday,404,416,0,1,44.971935,-93.246119,44.971754,-93.215303,Univ of Minnesota,Univ of Minnesota,1,W,1.506797252,1.506793506,0
189787,2022-12-12_61046841_1,902,12,Monday,452.5,462.5,0,1,44.967838,-93.207226,44.974799,-93.222881,Saint Paul Market Area II,Univ of Minnesota,0,Ed,0.904011207,0.90400896,0
189790,,902,12,Monday,426.5,437.5,0,1,44.974799,-93.222881,44.971988,-93.246139,Univ of Minnesota,Univ of Minnesota,1,Ed,1.153664059,1.153661191,0
189791,,902,12,Monday,513,533,0,1,44.967838,-93.207226,44.976863,-93.265879,Saint Paul Market Area II,Minneapolis Downtown,1,W,2.9348431,2.934835804,0
189793,2022-12-12_10438214_1,902,12,Monday,490,504,0,1,44.973713,-93.231063,44.976863,-93.265879,Univ of Minnesota,Minneapolis Downtown,1,Sh,1.716181681,1.716177414,0
189794,,902,12,Monday,489.5,503.5,0,1,44.973713,-93.231063,44.976863,-93.265879,Univ of Minnesota,Minneapolis Downtown,1,W,1.716181681,1.716177414,0
189795,,902,12,Monday,489.5,505.5,0,1,44.973713,-93.231063,44.978597,-93.269919,Univ of Minnesota,Minneapolis Downtown,1,Sh,1.929596863,1.929592066,0
189796,2022-12-12_58531643_1,902,12,Monday,486,498,0,1,44.974753,-93.222757,44.963067,-93.195466,Univ of Minnesota,Saint Paul Market Area I,1,W,1.559659693,1.559655816,0
189797,,902,12,Monday,485,516,0,1,44.974753,-93.222757,44.954023,-93.097507,Univ of Minnesota,Saint Paul Downtown,1,O,6.289352125,6.289336491,0
189798,,902,12,Monday,488,500,0,1,44.971754,-93.215303,44.956386,-93.178742,Univ of Minnesota,Saint Paul Market Area I,1,W,2.079221943,2.079216774,0
189799,,902,12,Monday,551.5,563.5,0,1,44.973713,-93.231063,44.975101,-93.259722,Univ of Minnesota,Minneapolis Downtown,1,Home,1.404556919,1.404553428,0
189800,2022-12-12_57824309_1,901,12,Monday,580.5,595.5,0,1,44.978541,-93.26996,44.948353,-93.238902,Minneapolis Downtown,Minneapolis Market Area I,1,O,2.580044461,2.580038047,0
189801,2022-12-12_94166003_1,902,12,Monday,546.5,564.5,0,1,44.974799,-93.222881,44.978597,-93.269919,Univ of Minnesota,Minneapolis Downtown,1,W,2.314840803,2.314835049,0
189802,,923_901,12,Monday,469.37,509.63,1,1,44.984213,-93.298396,44.948353,-93.238902,Minneapolis Market Area II,Minneapolis Market Area I,1,W,4.242452681,3.821114456,0
189805,,21_901,12,Monday,562.92,590.08,1,1,44.948438,-93.224158,44.874102,-93.224116,Minneapolis Market Area II,Airport and MoA,1,W,5.985246953,5.136128846,0
189806,,901,12,Monday,568,595,0,1,44.97496,-93.259658,44.874102,-93.224116,Minneapolis Downtown,Airport and MoA,1,W,7.182060361,7.182042508,0
189807,,901,12,Monday,595,616,0,1,44.948353,-93.238902,44.874102,-93.224116,Minneapolis Market Area I,Airport and MoA,1,W,5.180957781,5.180944902,0
189808,,901,12,Monday,542,559,0,1,44.962518,-93.247072,44.902785,-93.202297,Minneapolis Market Area I,Airport and MoA,0,O,4.671874529,4.671862915,0
