sid,aid,routes,month,dow,dep,arr,nTrans,tway,OriLat,OriLon,DesLat,DesLon,OriZone,DesZone,oppo,typeD,nwDist,eucDist,caruse
511,,123,4,Thursday,574,581,0,0,44.970965,-93.245735,44.973532,-93.235085,Univ of Minnesota,Univ of Minnesota,0,Ed,0.550107453,0.550106085,0
512,,123,4,Thursday,552,562,0,0,44.970965,-93.245735,44.980473,-93.235641,Univ of Minnesota,Univ of Minnesota,1,Home,0.821680862,0.821678819,0
513,,121,4,Thursday,553.5,574.5,0,0,44.972216,-93.244004,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,3.164930274,3.164922407,0
514,,123,4,Thursday,571,579,0,0,44.980616,-93.239529,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,1,Ed,0.593523179,0.593521703,0
515,,121,4,Thursday,587,604,0,0,44.97535,-93.226535,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Ed,2.066327631,2.066322495,0
516,,123,4,Thursday,571,579,0,0,44.980616,-93.239529,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,1,Ed,0.593523179,0.593521703,0
517,,475_121,4,Thursday,532.04,603.96,1,0,44.725468,-93.217577,44.984488,-93.181641,Dakota Emerging Area II,Univ of Minnesota,1,W,19.55848008,17.98262572,1
518,,121,4,Thursday,603,622,0,0,44.984568,-93.186332,44.978228,-93.236047,Univ of Minnesota,Univ of Minnesota,1,Ed,2.46996532,2.46995918,0
519,,123,4,Thursday,634,641,0,0,44.970965,-93.245735,44.973532,-93.235085,Univ of Minnesota,Univ of Minnesota,0,Ed,0.550107453,0.550106085,0
520,,121,4,Thursday,608,627,0,0,44.983424,-93.178853,44.972216,-93.244004,Univ of Minnesota,Univ of Minnesota,0,W,3.278328476,3.278320326,0
521,,123,4,Thursday,646,655,0,0,44.970965,-93.245735,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,0,Ed,0.936644623,0.936642295,0
522,,121,4,Thursday,617.5,620.5,0,0,44.976316,-93.221826,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Ed,0.386380416,0.386379455,1
523,,121,4,Thursday,631.5,650.5,0,0,44.983424,-93.178853,44.972216,-93.244004,Univ of Minnesota,Univ of Minnesota,0,Ed,3.278328476,3.278320326,0
524,,123,4,Thursday,597.5,605.5,0,0,44.973532,-93.235085,44.980473,-93.235641,Univ of Minnesota,Univ of Minnesota,1,Home,0.480348525,0.480347331,0
525,,123,4,Thursday,601,610,0,0,44.980106,-93.234715,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,0,Ed,0.681346327,0.681344633,0
527,,123,4,Thursday,643,651,0,0,44.980616,-93.239529,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,1,Ed,0.593523179,0.593521703,0
528,,123,4,Thursday,634.5,643.5,0,0,44.970965,-93.245735,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,0,So,0.936644623,0.936642295,0
529,,123_121,4,Thursday,597,620,1,0,44.973532,-93.235085,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Ed,2.508018213,2.502753625,0
530,,123,4,Thursday,634,641,0,0,44.970965,-93.245735,44.973532,-93.235085,Univ of Minnesota,Univ of Minnesota,1,Ed,0.550107453,0.550106085,0
531,,123,4,Thursday,693.5,703.5,0,0,44.970965,-93.245735,44.980106,-93.234715,Univ of Minnesota,Univ of Minnesota,1,Home,0.830197553,0.83019549,0
532,,123,4,Thursday,698,709,0,0,44.97535,-93.226535,44.970965,-93.245735,Univ of Minnesota,Univ of Minnesota,1,Ed,0.986461362,0.98645891,0
533,,123,4,Thursday,665,672,0,0,44.970965,-93.245735,44.973532,-93.235085,Univ of Minnesota,Univ of Minnesota,0,Ed,0.550107453,0.550106085,0
537,,123,4,Thursday,668,678,0,0,44.970965,-93.245735,44.980473,-93.235641,Univ of Minnesota,Univ of Minnesota,1,Home,0.821680862,0.821678819,0
538,,123,4,Thursday,672.5,680.5,0,0,44.980616,-93.239529,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,0,W,0.593523179,0.593521703,0
539,,123,4,Thursday,724.5,734.5,0,0,44.970965,-93.245735,44.980473,-93.235641,Univ of Minnesota,Univ of Minnesota,1,Home,0.821680862,0.821678819,0
540,,123,4,Thursday,724,731,0,0,44.970965,-93.245735,44.973532,-93.235085,Univ of Minnesota,Univ of Minnesota,0,Ed,0.550107453,0.550106085,0
541,,123,4,Thursday,754,764,0,0,44.970965,-93.245735,44.980106,-93.234715,Univ of Minnesota,Univ of Minnesota,0,Ed,0.830197553,0.83019549,0
542,,123,4,Thursday,736.5,742.5,0,0,44.97535,-93.226535,44.980106,-93.234715,Univ of Minnesota,Univ of Minnesota,1,W,0.517641001,0.517639714,0
543,,123,4,Thursday,721,727,0,0,44.980473,-93.235641,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Ed,0.190359973,0.1903595,0
545,,123,4,Thursday,847,854,0,0,44.970965,-93.245735,44.973532,-93.235085,Univ of Minnesota,Univ of Minnesota,1,Ed,0.550107453,0.550106085,0
546,,121,4,Thursday,855,862,0,0,44.972216,-93.244004,44.97535,-93.226535,Univ of Minnesota,Univ of Minnesota,0,Home,0.881165751,0.881163561,0
547,,121,4,Thursday,855,874,0,0,44.973532,-93.235085,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Home,2.720575231,2.720568468,0
548,,121,4,Thursday,844.5,864.5,0,0,44.973532,-93.235085,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Home,2.502759846,2.502753625,0
549,,121,4,Thursday,893.5,910.5,0,0,44.984392,-93.181393,44.978228,-93.236047,Univ of Minnesota,Univ of Minnesota,1,Ed,2.70602718,2.706020454,0
550,,123,4,Thursday,845,852,0,0,44.970965,-93.245735,44.973532,-93.235085,Univ of Minnesota,Univ of Minnesota,0,Ed,0.550107453,0.550106085,0
551,,121,4,Thursday,897,913,0,0,44.984392,-93.181393,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Home,2.3865976,2.386591667,0
552,,121,4,Thursday,856.5,861.5,0,0,44.973532,-93.235085,44.97535,-93.226535,Univ of Minnesota,Univ of Minnesota,0,Home,0.436515071,0.436513986,0
554,,121,4,Thursday,905.5,925.5,0,0,44.973532,-93.235085,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Home,2.502759846,2.502753625,0
555,,121,4,Thursday,909.5,925.5,0,0,44.97535,-93.226535,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Home,2.284085747,2.284080069,0
556,,121,4,Thursday,904,922,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,0,Ed,2.80264238,2.802635413,0
557,,123,4,Thursday,921.5,931.5,0,0,44.970965,-93.245735,44.980473,-93.235641,Univ of Minnesota,Univ of Minnesota,1,Home,0.821680862,0.821678819,0
558,,121,4,Thursday,905.5,922.5,0,0,44.984568,-93.186332,44.976316,-93.221826,Univ of Minnesota,Univ of Minnesota,1,Home,1.826734446,1.826729904,0
559,,123,4,Thursday,905,915,0,0,44.970965,-93.245735,44.980106,-93.234715,Univ of Minnesota,Univ of Minnesota,1,Home,0.830197553,0.83019549,0
560,,121,4,Thursday,921.5,938.5,0,0,44.984392,-93.181393,44.978228,-93.236047,Univ of Minnesota,Univ of Minnesota,1,Home,2.70602718,2.706020454,0
561,,121,4,Thursday,904.5,923.5,0,0,44.973532,-93.235085,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.720575231,2.720568468,0
562,,123,4,Thursday,921.5,929.5,0,0,44.980616,-93.239529,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,0,Ed,0.593523179,0.593521703,0
564,,121,4,Thursday,951.5,964.5,0,0,44.97535,-93.226535,44.980662,-93.180644,Univ of Minnesota,Univ of Minnesota,1,Home,2.273655115,2.273649463,0
566,,121,4,Thursday,904.5,923.5,0,0,44.973532,-93.235085,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.720575231,2.720568468,0
567,,121,4,Thursday,966,981,0,0,44.984392,-93.181393,44.976316,-93.221826,Univ of Minnesota,Univ of Minnesota,1,Home,2.054206631,2.054201525,0
568,,121,4,Thursday,990,1004,0,0,44.983424,-93.178853,44.976316,-93.221826,Univ of Minnesota,Univ of Minnesota,1,Home,2.157793416,2.157788052,0
569,,121,4,Thursday,999,1015,0,0,44.97535,-93.226535,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,0,Ed,2.284085747,2.284080069,0
571,,121,4,Thursday,965.5,984.5,0,0,44.973532,-93.235085,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,0,Ed,2.720575231,2.720568468,0
573,,123,4,Thursday,965,974,0,0,44.970965,-93.245735,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,0,So,0.936644623,0.936642295,0
574,,121,4,Thursday,969,987,0,0,44.984568,-93.186332,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,So,2.152270437,2.152265087,0
575,,123,4,Thursday,965.5,974.5,0,0,44.970965,-93.245735,44.97535,-93.226535,Univ of Minnesota,Univ of Minnesota,0,Home,0.986461362,0.98645891,0
577,,121,4,Thursday,967.5,983.5,0,0,44.984392,-93.181393,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Home,2.3865976,2.386591667,0
578,,121,4,Thursday,965.5,981.5,0,0,44.984392,-93.181393,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Home,2.3865976,2.386591667,0
579,,121,4,Thursday,1059,1075,0,0,44.973532,-93.235085,44.980662,-93.180644,Univ of Minnesota,Univ of Minnesota,1,Home,2.707090011,2.707083282,0
584,,121,4,Thursday,1050,1067,0,0,44.984392,-93.181393,44.978228,-93.236047,Univ of Minnesota,Univ of Minnesota,1,Home,2.70602718,2.706020454,0
585,,121,4,Thursday,1051,1070,0,0,44.983424,-93.178853,44.972216,-93.244004,Univ of Minnesota,Univ of Minnesota,1,Ed,3.278328476,3.278320326,0
586,,121,4,Thursday,1024,1042,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Ed,2.80264238,2.802635413,0
587,,121,4,Thursday,1047,1065,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,0,Ed,2.80264238,2.802635413,0
590,,123,4,Thursday,1023,1031,0,0,44.980616,-93.239529,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,0,Ed,0.593523179,0.593521703,0
591,,123,4,Thursday,1022,1031,0,0,44.980106,-93.234715,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,0,Ed,0.681346327,0.681344633,0
592,,121,4,Thursday,1089.5,1102.5,0,0,44.97535,-93.226535,44.980662,-93.180644,Univ of Minnesota,Univ of Minnesota,1,Home,2.273655115,2.273649463,0
594,,121,4,Thursday,1106,1122,0,0,44.973532,-93.235085,44.980662,-93.180644,Univ of Minnesota,Univ of Minnesota,1,Home,2.707090011,2.707083282,0
595,,121,4,Thursday,1104,1122,0,0,44.984568,-93.186332,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Ed,2.152270437,2.152265087,0
596,,121,4,Thursday,1109,1126,0,0,44.984392,-93.181393,44.978228,-93.236047,Univ of Minnesota,Univ of Minnesota,1,So,2.70602718,2.706020454,0
597,,122,4,Thursday,1094,1106,0,0,44.970998,-93.245561,44.983133,-93.231979,Univ of Minnesota,Univ of Minnesota,0,Home,1.069586803,1.069584144,0
599,,122,4,Thursday,1113.5,1123.5,0,0,44.970329,-93.228367,44.969436,-93.241214,Univ of Minnesota,Univ of Minnesota,0,Ed,0.631175837,0.631174268,0
600,,122,4,Thursday,1128.5,1137.5,0,0,44.973371,-93.230204,44.969436,-93.241214,Univ of Minnesota,Univ of Minnesota,0,Home,0.60309437,0.603092871,0
601,,122,4,Thursday,1113,1122,0,0,44.973746,-93.235586,44.969436,-93.241214,Univ of Minnesota,Univ of Minnesota,0,Home,0.405469128,0.40546812,0
602,,122,4,Thursday,1120.5,1134.5,0,0,44.970998,-93.245561,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,0,Home,0.865407744,0.865405593,0
603,,122,4,Thursday,1154.5,1161.5,0,0,44.980616,-93.239529,44.978986,-93.235429,Univ of Minnesota,Univ of Minnesota,1,Ed,0.229938474,0.229937902,0
604,,122,4,Thursday,1140.5,1149.5,0,0,44.983133,-93.231979,44.975235,-93.226948,Univ of Minnesota,Univ of Minnesota,0,Home,0.598582484,0.598580996,0
606,,122,4,Thursday,1143.5,1152.5,0,0,44.973746,-93.235586,44.969436,-93.241214,Univ of Minnesota,Univ of Minnesota,0,Home,0.405469128,0.40546812,0
607,,122,4,Thursday,1150,1164,0,0,44.970998,-93.245561,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,0,O,0.865407744,0.865405593,0
608,,122,4,Thursday,1147,1158,0,0,44.970998,-93.245561,44.981171,-93.233137,Univ of Minnesota,Univ of Minnesota,1,Home,0.929017351,0.929015042,0
749,,121,4,Monday,464,482,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Ed,2.80264238,2.802635413,0
751,,122,4,Monday,418.5,430.5,0,0,44.980616,-93.239529,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,1,Ed,0.727050468,0.727048661,0
755,,121,4,Monday,485.5,501.5,0,0,44.973532,-93.235085,44.980662,-93.180644,Univ of Minnesota,Univ of Minnesota,1,Ed,2.707090011,2.707083282,0
756,,121,4,Monday,494.5,507.5,0,0,44.97535,-93.226535,44.980662,-93.180644,Univ of Minnesota,Univ of Minnesota,1,Ed,2.273655115,2.273649463,0
757,,121,4,Monday,490.5,506.5,0,0,44.97535,-93.226535,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.284085747,2.284080069,0
760,,122,4,Monday,504,516,0,0,44.970998,-93.245561,44.973746,-93.235586,Univ of Minnesota,Univ of Minnesota,1,Ed,0.52338094,0.523379639,0
761,,121,4,Monday,484,502,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Ed,2.80264238,2.802635413,0
762,,121,4,Monday,494,510,0,0,44.980623,-93.180806,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,W,2.778258728,2.778251822,1
763,,122,4,Monday,518.5,527.5,0,0,44.980616,-93.239529,44.973746,-93.235586,Univ of Minnesota,Univ of Minnesota,1,Ed,0.512331357,0.512330083,0
764,,122,4,Monday,487,497,0,0,44.975235,-93.226948,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,1,Ed,0.956007028,0.956004651,0
765,,121,4,Monday,514,530,0,0,44.980623,-93.180806,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Ed,2.778258728,2.778251822,0
767,,122_121,4,Monday,510.22,532.78,1,0,44.980616,-93.239529,44.980662,-93.180644,Univ of Minnesota,Univ of Minnesota,0,Ed,3.014129203,2.879171003,0
768,,121,4,Monday,566.5,583.5,0,0,44.984392,-93.181393,44.978228,-93.236047,Univ of Minnesota,Univ of Minnesota,0,Ed,2.70602718,2.706020454,0
769,,87_121,4,Monday,560.28,589.72,1,0,44.991924,-93.177115,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,0,Ed,3.387429712,3.166404813,0
771,,122,4,Monday,583.5,592.5,0,0,44.970998,-93.245561,44.978986,-93.235429,Univ of Minnesota,Univ of Minnesota,1,Ed,0.741646512,0.741644668,0
772,,121,4,Monday,554.5,570.5,0,0,44.97535,-93.226535,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.284085747,2.284080069,0
774,,122_121,4,Monday,548.22,573.78,1,0,44.980616,-93.239529,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,3.024559835,2.843036412,0
775,,122,4,Monday,548.5,558.5,0,0,44.975235,-93.226948,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,1,Ed,0.956007028,0.956004651,0
777,,122,4,Monday,547,557,0,0,44.975235,-93.226948,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,1,Ed,0.956007028,0.956004651,0
778,,121,4,Monday,571.5,591.5,0,0,44.973532,-93.235085,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Home,2.502759846,2.502753625,0
780,,121,4,Monday,572.5,588.5,0,0,44.97535,-93.226535,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.284085747,2.284080069,0
782,,121,4,Monday,544,562,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Ed,2.80264238,2.802635413,0
783,,121,4,Monday,542.5,560.5,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Ed,2.80264238,2.802635413,0
784,,121,4,Monday,544,562,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Ed,2.80264238,2.802635413,0
785,,121,4,Monday,571.5,588.5,0,0,44.984392,-93.181393,44.978228,-93.236047,Univ of Minnesota,Univ of Minnesota,0,Ed,2.70602718,2.706020454,0
787,,122,4,Monday,567.5,575.5,0,0,44.978986,-93.235429,44.973746,-93.235586,Univ of Minnesota,Univ of Minnesota,1,Ed,0.362131791,0.362130891,0
788,,122,4,Monday,623.5,629.5,0,0,44.973746,-93.235586,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,0,Ed,0.402700565,0.402699564,0
789,,122,4,Monday,645.5,653.5,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Home,0.727050468,0.727048661,0
790,,122,4,Monday,644.5,653.5,0,0,44.970998,-93.245561,44.978986,-93.235429,Univ of Minnesota,Univ of Minnesota,1,Sh,0.741646512,0.741644668,0
791,,122,4,Monday,608,617,0,0,44.980616,-93.239529,44.973746,-93.235586,Univ of Minnesota,Univ of Minnesota,0,Ed,0.512331357,0.512330083,0
792,,122,4,Monday,624,636,0,0,44.980616,-93.239529,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,1,Ed,0.727050468,0.727048661,0
793,,122,4,Monday,633.5,641.5,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Home,0.727050468,0.727048661,0
794,,122,4,Monday,632.5,641.5,0,0,44.970998,-93.245561,44.978986,-93.235429,Univ of Minnesota,Univ of Minnesota,1,Ed,0.741646512,0.741644668,0
795,,122,4,Monday,646,658,0,0,44.970998,-93.245561,44.973746,-93.235586,Univ of Minnesota,Univ of Minnesota,0,Home,0.52338094,0.523379639,0
796,,122,4,Monday,608.5,620.5,0,0,44.980616,-93.239529,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,0,Ed,0.727050468,0.727048661,0
797,,122,4,Monday,662,672,0,0,44.976759,-93.229845,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,1,So,0.865407744,0.865405593,0
798,,122,4,Monday,666,676,0,0,44.970998,-93.245561,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,1,Home,0.865407744,0.865405593,0
799,,122,4,Monday,694.5,704.5,0,0,44.970998,-93.245561,44.975235,-93.226948,Univ of Minnesota,Univ of Minnesota,1,Home,0.956007028,0.956004651,0
800,,122_121,4,Monday,678.22,703.78,1,0,44.980616,-93.239529,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,3.024559835,2.843036412,0
801,,122,4,Monday,668.5,678.5,0,0,44.975235,-93.226948,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,1,Ed,0.956007028,0.956004651,0
802,,122,4,Monday,668,676,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,1,Home,0.727050468,0.727048661,0
803,,122,4,Monday,666,674,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Home,0.727050468,0.727048661,0
804,,122,4,Monday,664.5,672.5,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Home,0.727050468,0.727048661,0
807,,122,4,Monday,725,733,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,1,Home,0.727050468,0.727048661,0
808,,122,4,Monday,726,734,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,1,So,0.727050468,0.727048661,0
809,,122,4,Monday,718.5,730.5,0,0,44.980616,-93.239529,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,1,Ed,0.727050468,0.727048661,0
811,,122,4,Monday,760,766,0,0,44.973746,-93.235586,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,1,Ed,0.402700565,0.402699564,0
812,,122,4,Monday,804,813,0,0,44.970998,-93.245561,44.978986,-93.235429,Univ of Minnesota,Univ of Minnesota,1,Ed,0.741646512,0.741644668,0
813,,122,4,Monday,798.5,806.5,0,0,44.978986,-93.235429,44.973746,-93.235586,Univ of Minnesota,Univ of Minnesota,0,Ed,0.362131791,0.362130891,0
815,,122,4,Monday,793.5,799.5,0,0,44.973746,-93.235586,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,1,Ed,0.402700565,0.402699564,0
816,,121,4,Monday,792.5,797.5,0,0,44.973532,-93.235085,44.97535,-93.226535,Univ of Minnesota,Univ of Minnesota,0,Home,0.436515071,0.436513986,0
817,,121,4,Monday,784,803,0,0,44.973532,-93.235085,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.720575231,2.720568468,0
818,,121,4,Monday,785,804,0,0,44.973532,-93.235085,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.720575231,2.720568468,0
820,,121,4,Monday,839.5,853.5,0,0,44.980623,-93.180806,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Home,2.38099417,2.380988251,0
823,,121,4,Monday,868,885,0,0,44.97535,-93.226535,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Ed,2.066327631,2.066322495,0
825,,121,4,Monday,855.5,871.5,0,0,44.97535,-93.226535,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,W,2.284085747,2.284080069,0
827,,121,4,Monday,843.5,863.5,0,0,44.973532,-93.235085,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,0,Ed,2.502759846,2.502753625,0
828,,121,4,Monday,866.5,885.5,0,0,44.973532,-93.235085,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,0,Ed,2.720575231,2.720568468,0
829,,121,4,Monday,900,918,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,W,2.80264238,2.802635413,0
830,,121,4,Monday,850,868,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Ed,2.80264238,2.802635413,0
833,,121,4,Monday,901,919,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Home,2.80264238,2.802635413,0
836,,121,4,Monday,894.5,912.5,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,0,Ed,2.80264238,2.802635413,0
840,,121,4,Monday,951,968,0,0,44.97535,-93.226535,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Home,2.066327631,2.066322495,0
841,,121,4,Monday,919.5,936.5,0,0,44.97535,-93.226535,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Home,2.066327631,2.066322495,0
842,,121,4,Monday,907.5,922.5,0,0,44.984392,-93.181393,44.976316,-93.221826,Univ of Minnesota,Univ of Minnesota,1,Home,2.054206631,2.054201525,0
843,,121,4,Monday,923,941,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Ed,2.80264238,2.802635413,0
844,,121,4,Monday,924,942,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Ed,2.80264238,2.802635413,0
845,,121,4,Monday,926,941,0,0,44.984392,-93.181393,44.976316,-93.221826,Univ of Minnesota,Univ of Minnesota,1,Home,2.054206631,2.054201525,0
848,,121,4,Monday,905,924,0,0,44.973532,-93.235085,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.720575231,2.720568468,0
853,,121,4,Monday,1015,1035,0,0,44.973532,-93.235085,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Home,2.502759846,2.502753625,0
854,,121,4,Monday,965.5,985.5,0,0,44.973532,-93.235085,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Home,2.502759846,2.502753625,0
857,,122,4,Monday,964.5,970.5,0,0,44.973746,-93.235586,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,0,Ed,0.402700565,0.402699564,0
861,,121,4,Monday,965,981,0,0,44.984392,-93.181393,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,0,Ed,2.3865976,2.386591667,0
863,,122,4,Monday,965,973,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Home,0.727050468,0.727048661,0
864,,121,4,Monday,974.5,994.5,0,0,44.973532,-93.235085,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Home,2.502759846,2.502753625,0
865,,121,4,Monday,963.5,982.5,0,0,44.973532,-93.235085,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.720575231,2.720568468,0
866,,122,4,Monday,968,977,0,0,44.980616,-93.239529,44.973746,-93.235586,Univ of Minnesota,Univ of Minnesota,0,W,0.512331357,0.512330083,0
867,,121,4,Monday,1050.5,1069.5,0,0,44.983424,-93.178853,44.972216,-93.244004,Univ of Minnesota,Univ of Minnesota,1,Ed,3.278328476,3.278320326,0
869,,122,4,Monday,1021.5,1028.5,0,0,44.972534,-93.243642,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,0,Ed,0.141658187,0.141657835,0
870,,121,4,Monday,1047,1064,0,0,44.984392,-93.181393,44.978228,-93.236047,Univ of Minnesota,Univ of Minnesota,1,Home,2.70602718,2.706020454,0
871,,122,4,Monday,1022.5,1029.5,0,0,44.972534,-93.243642,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,1,Home,0.141658187,0.141657835,0
872,,121,4,Monday,1026.5,1041.5,0,0,44.984392,-93.181393,44.976316,-93.221826,Univ of Minnesota,Univ of Minnesota,1,Home,2.054206631,2.054201525,0
873,,122,4,Monday,1055,1063,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Home,0.727050468,0.727048661,0
874,,121,4,Monday,1048,1063,0,0,44.984392,-93.181393,44.976316,-93.221826,Univ of Minnesota,Univ of Minnesota,1,Home,2.054206631,2.054201525,0
875,,122,4,Monday,1065,1077,0,0,44.970998,-93.245561,44.973746,-93.235586,Univ of Minnesota,Univ of Minnesota,0,Ed,0.52338094,0.523379639,0
876,,122,4,Monday,1029.5,1036.5,0,0,44.980616,-93.239529,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,0,Ed,0.543341175,0.543339825,0
879,,121,4,Monday,1111.5,1126.5,0,0,44.984392,-93.181393,44.976316,-93.221826,Univ of Minnesota,Univ of Minnesota,1,Home,2.054206631,2.054201525,0
880,,122,4,Monday,1065,1073,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,1,Home,0.727050468,0.727048661,0
