value,duration,params_dropout_prob,params_lrate,params_nEpoch,params_n_layers,params_n_units_layer_0,params_n_units_layer_1,params_n_units_layer_2,params_weight_decay,user_attrs_ACC,user_attrs_WF1,Work_precision,Work_recall,Work_f1-score,Work_support,Others_precision,Others_recall,Others_f1-score,Others_support,Home_precision,Home_recall,Home_f1-score,Home_support,Shop_precision,Shop_recall,Shop_f1-score,Shop_support,accuracy,zeroPreds,adj_accuracy,model,option
0.6430124530539633,8,0.49994365317971534,0.001756210577803235,500,2,512,256.0,,1.207701605862006e-05,0.5738288199248863,0.640625,0.6523468575974543,0.6293169608595549,0.640625,1303.0,0.44933554817275745,0.4276679841897233,0.43823410287565817,1265.0,0.6435432230522946,0.7504667081518357,0.6929043378339558,1607.0,0.46408839779005523,0.38009049773755654,0.417910447761194,884.0,0.5738288199248863,0.0,0.6430124530539633,NN,best
0.6386637675429927,8,0.4850452985428271,0.003462481726578397,500,2,512,256.0,,3.5123566168220585e-05,0.5623641035777822,0.6254019292604501,0.6565400843881857,0.5970836531082118,0.6254019292604501,1303.0,0.44147682639434405,0.4442687747035573,0.4428684003152088,1265.0,0.6418230563002681,0.744866210329807,0.6895161290322581,1607.0,0.41847826086956524,0.34841628959276016,0.3802469135802469,884.0,0.5623641035777822,0.0,0.6386637675429927,NN,best
0.6384661000197668,8,0.4508486977343614,0.0011654075062341492,500,2,512,256.0,,2.2872656499805328e-05,0.5671081241352046,0.6452874462260462,0.6578947368421053,0.6331542594013815,0.6452874462260462,1303.0,0.43694779116465865,0.4300395256916996,0.4334661354581673,1265.0,0.6311605723370429,0.7411325451151214,0.681740125930166,1607.0,0.4591381872213967,0.3495475113122172,0.3969171483622351,884.0,0.5671081241352046,0.0,0.6384661000197668,NN,best
0.6372800948804112,8,0.4712986417898676,0.003033001641807336,500,2,512,256.0,,4.805027156375009e-05,0.5669104566119787,0.6210484193677471,0.6488294314381271,0.5955487336914812,0.6210484193677471,1303.0,0.4466926070038911,0.45375494071146244,0.45019607843137255,1265.0,0.6434782608695652,0.7367766023646546,0.6869741804467653,1607.0,0.45257452574525747,0.3778280542986425,0.4118372379778052,884.0,0.5669104566119787,0.0,0.6372800948804112,NN,best
0.6370824273571852,8,0.47246385905044697,0.0017094566953352746,500,2,512,256.0,,4.269708591126572e-05,0.5649337813797193,0.627294493216281,0.6533665835411472,0.6032233307751343,0.627294493216281,1303.0,0.4270435446906035,0.44189723320158103,0.43434343434343436,1265.0,0.6406926406926406,0.7367766023646546,0.685383502170767,1607.0,0.47067238912732473,0.3721719457013575,0.4156664560960202,884.0,0.5649337813797193,0.0,0.6370824273571852,NN,best
0.6368847598339593,8,0.4865321764099427,0.001339619187707314,500,2,512,256.0,,1.4247268738684629e-05,0.5661197865190749,0.6357927786499215,0.6506024096385542,0.6216423637759018,0.6357927786499215,1303.0,0.4462947543713572,0.42371541501976284,0.43471208434712083,1265.0,0.636411889596603,0.746110765401369,0.6869091950730449,1607.0,0.4375857338820302,0.3608597285067873,0.3955362678239306,884.0,0.5661197865190749,0.0,0.6368847598339593,NN,best
0.6356987546946037,8,0.4806723210484619,0.0015771098231964894,500,2,512,256.0,,3.42195703890148e-05,0.5692824668906898,0.629746835443038,0.649795918367347,0.6108979278587874,0.629746835443038,1303.0,0.4434850863422292,0.44664031620553357,0.4450571090980701,1265.0,0.6373861810391002,0.7405102675793404,0.6850892343120323,1607.0,0.47474747474747475,0.3721719457013575,0.41724793912492075,884.0,0.5692824668906898,0.0,0.6356987546946037,NN,best
0.6356987546946037,8,0.49194876021602535,0.0023048959460893748,500,2,512,256.0,,3.6848499897017624e-05,0.5671081241352046,0.6321162151550844,0.6471061093247589,0.6178050652340752,0.6321162151550844,1303.0,0.4352290679304897,0.43557312252964425,0.4354010272619518,1265.0,0.6423913043478261,0.7355320472930927,0.6858137510879025,1607.0,0.46685472496473907,0.3744343891402715,0.4155681104833647,884.0,0.5671081241352046,0.0,0.6356987546946037,NN,best
0.6355010871713778,6,0.3956908795155888,0.0020792400500690314,500,3,256,256.0,128.0,4.403109697038782e-05,0.5657244514726231,0.6269968051118211,0.6536219816819318,0.602455871066769,0.6269968051118211,1303.0,0.443267776096823,0.4632411067193676,0.4530344027831465,1265.0,0.6408991228070176,0.7274424393279403,0.6814339842611483,1607.0,0.45224719101123595,0.36425339366515835,0.40350877192982454,884.0,0.5657244514726231,0.0,0.6355010871713778,NN,best
0.6353034196481518,8,0.4411558079037857,0.0010943785201107707,500,2,512,256.0,,1.657809509434925e-05,0.5657244514726231,0.632438739789965,0.6411671924290221,0.6239447429009977,0.632438739789965,1303.0,0.43419949706621963,0.40948616600790516,0.42148087876322216,1265.0,0.6366033755274262,0.7510889856876167,0.6891236083357123,1607.0,0.46153846153846156,0.3665158371040724,0.4085750315258512,884.0,0.5657244514726231,0.0,0.6353034196481518,NN,best
