value,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_n_estimators,params_reg_lambda,user_attrs_ACC,user_attrs_WF1,Work_precision,Work_recall,Work_f1-score,Work_support,Others_precision,Others_recall,Others_f1-score,Others_support,Home_precision,Home_recall,Home_f1-score,Home_support,Shop_precision,Shop_recall,Shop_f1-score,Shop_support,accuracy,zeroPreds,adj_accuracy,model,option
0.6388614350662186,14,0.8716719198432046,0.14110865865440925,0.04428369151717844,10,250,0.02741305783056068,0.5785728404823087,0.653575398295665,0.6318051575931232,0.6768994627782041,0.653575398295665,1303.0,0.47099311701081614,0.3786561264822134,0.4198071866783523,1265.0,0.6316326530612245,0.7703795892968264,0.6941407345107934,1607.0,0.478134110787172,0.37104072398190047,0.4178343949044586,884.0,0.5785728404823087,0.0,0.6388614350662186,XG,worst
0.6384661000197668,12,0.829444914551129,0.33371260988545026,0.048928962358032575,10,250,0.0028494054724513464,0.5797588456216644,0.6573116691285081,0.6334519572953736,0.6830391404451266,0.6573116691285081,1303.0,0.48349514563106794,0.39367588932806324,0.4339869281045752,1265.0,0.625,0.7622899813316739,0.6868516961031679,1607.0,0.4819277108433735,0.36199095022624433,0.4134366925064599,884.0,0.5797588456216644,0.0,0.6384661000197668,XG,worst
0.6380707649733148,11,0.8311248650497722,0.18723116718203714,0.05519194824749955,10,250,0.001900152934924027,0.5767938327732753,0.6513863216266174,0.6283880171184023,0.6761320030698388,0.6513863216266174,1303.0,0.4707547169811321,0.39446640316205533,0.429247311827957,1265.0,0.6326424870466322,0.7598008711885501,0.6904156064461408,1607.0,0.4752623688155922,0.3585972850678733,0.4087685364281109,884.0,0.5767938327732753,0.0,0.6380707649733148,XG,worst
0.6358964222178296,12,0.8327780944877562,0.12990888722375693,0.04753010666988806,10,250,0.002318177437030074,0.574817157541016,0.6513182324545117,0.6309352517985611,0.6730621642363775,0.6513182324545117,1303.0,0.46577946768060835,0.38735177865612647,0.4229607250755287,1265.0,0.6318795430944963,0.7573117610454263,0.6889329181998302,1607.0,0.46888567293777134,0.3665158371040724,0.4114285714285714,884.0,0.574817157541016,0.0,0.6358964222178296,XG,worst
0.6355010871713778,12,0.738246510747413,0.010453787379359003,0.04630886058304145,10,250,0.015213272791580475,0.5769915002965013,0.6509050609530846,0.6274928774928775,0.6761320030698388,0.6509050609530846,1303.0,0.4691478942213516,0.3786561264822134,0.41907261592300965,1265.0,0.6306027820710973,0.761667703795893,0.6899661781285231,1607.0,0.4834054834054834,0.37895927601809953,0.424857324032974,884.0,0.5769915002965013,0.0,0.6355010871713778,XG,worst
0.6351057521249259,8,0.8317831753412359,0.35922164215000757,0.05534605519759166,10,300,0.05666629133695045,0.577979837912631,0.6478664192949907,0.6271551724137931,0.6699923254029163,0.6478664192949907,1303.0,0.4723809523809524,0.39209486166007906,0.4285097192224622,1265.0,0.6281790437436419,0.7685127566894835,0.6912958298348727,1607.0,0.4915514592933948,0.36199095022624433,0.4169381107491857,884.0,0.577979837912631,0.0,0.6351057521249259,XG,worst
0.6349080846016999,9,0.7706610214670219,0.4042696545699048,0.04787444757241906,10,250,0.000528691227310329,0.5793635105752125,0.6539168812063259,0.6278248587570622,0.6822716807367614,0.6539168812063259,1303.0,0.4812623274161736,0.3857707509881423,0.42825800789820095,1265.0,0.6262061960385983,0.7672682016179216,0.6895973154362416,1607.0,0.4863636363636364,0.36312217194570134,0.41580310880829013,884.0,0.5793635105752125,0.0,0.6349080846016999,XG,worst
0.6349080846016999,12,0.7472353913947625,0.14485406063257147,0.05826117053822205,10,350,0.0009604239254100101,0.5744218224945642,0.6490509862299962,0.630057803468208,0.6692248656945511,0.6490509862299962,1303.0,0.46088595664467485,0.3865612648221344,0.4204643164230438,1265.0,0.632183908045977,0.7529558182949595,0.687304742970747,1607.0,0.4785714285714286,0.37895927601809953,0.42297979797979796,884.0,0.5744218224945642,0.0,0.6349080846016999,XG,worst
0.6345127495552481,20,0.8300128661151678,0.06737772461132757,0.0381206752416391,10,300,0.004427819451368208,0.5760031626803717,0.6509919177075679,0.6243833685694151,0.6799693016116654,0.6509919177075679,1303.0,0.4673913043478261,0.3739130434782609,0.41545893719806765,1265.0,0.630524152106886,0.7635345364032359,0.690683929074022,1607.0,0.4809384164222874,0.37104072398190047,0.41890166028097064,884.0,0.5760031626803717,0.0,0.6345127495552481,XG,worst
0.6341174145087962,16,0.8988019050770002,0.14637350059991952,0.04471834357814041,10,250,0.02535822032914207,0.5744218224945642,0.649264705882353,0.6231474947071277,0.6776669224865695,0.649264705882353,1303.0,0.46791707798617965,0.37470355731225297,0.4161545215100966,1265.0,0.629706034038164,0.7598008711885501,0.688663282571912,1607.0,0.4753623188405797,0.37104072398190047,0.4167725540025413,884.0,0.5744218224945642,0.0,0.6341174145087962,XG,worst
0.6341174145087962,12,0.8339003286422934,0.12318713669982177,0.051389184703921786,10,250,0.0012836482626368577,0.574817157541016,0.6515769944341373,0.6307471264367817,0.6738296239447429,0.6515769944341373,1303.0,0.4645222327341533,0.38814229249011856,0.42291128337639966,1265.0,0.6264189886480909,0.7554449284380834,0.6849083215796897,1607.0,0.4836309523809524,0.36764705882352944,0.41773778920308485,884.0,0.574817157541016,0.0,0.6341174145087962,XG,worst
0.6341174145087962,14,0.843089586390222,0.14810385824379907,0.05572336815633307,10,250,0.01779247665373777,0.5754101601106938,0.6494845360824743,0.6242038216560509,0.6768994627782041,0.6494845360824743,1303.0,0.4684772065955383,0.38181818181818183,0.42073170731707316,1265.0,0.630524152106886,0.7635345364032359,0.690683929074022,1607.0,0.476831091180867,0.3608597285067873,0.41081777205408887,884.0,0.5754101601106938,0.0,0.6341174145087962,XG,worst
0.6339197469855703,15,0.7997235536311892,0.17791586244733404,0.054529770953110075,10,250,1.1616367614719239,0.5734334848784345,0.6484490398818316,0.6249110320284698,0.6738296239447429,0.6484490398818316,1303.0,0.4701857282502444,0.38023715415019765,0.42045454545454547,1265.0,0.628158844765343,0.7579340385812072,0.6869712351945855,1607.0,0.4682080924855491,0.3665158371040724,0.41116751269035534,884.0,0.5734334848784345,0.0,0.6339197469855703,XG,worst
0.6339197469855703,13,0.7022151753743483,0.02393288157280935,0.06176579172448681,10,200,0.1261772080628334,0.5734334848784345,0.6506113375324194,0.6289398280802292,0.6738296239447429,0.6506113375324194,1303.0,0.4605647517039922,0.3739130434782609,0.41273996509598604,1265.0,0.6288659793814433,0.7591785936527692,0.6879052720608966,1607.0,0.47413793103448276,0.3733031674208145,0.4177215189873418,884.0,0.5734334848784345,0.0,0.6339197469855703,XG,worst
0.6339197469855703,10,0.8513172430683308,0.5001599219193728,0.05016412139019837,10,250,0.05387371664634447,0.5775845028661791,0.6516438862209087,0.6282051282051282,0.6768994627782041,0.6516438862209087,1303.0,0.480276134122288,0.3849802371541502,0.42738043001316367,1265.0,0.6219758064516129,0.7678904791537026,0.6872737399053188,1607.0,0.4855403348554033,0.3608597285067873,0.41401687216093447,884.0,0.5775845028661791,0.0,0.6339197469855703,XG,worst
0.6337220794623444,9,0.8279046325709924,0.3147808040845587,0.048437215754625076,10,250,0.0029378767858728515,0.5760031626803717,0.6492262343404569,0.6243798724309001,0.6761320030698388,0.6492262343404569,1303.0,0.47041707080504364,0.383399209486166,0.42247386759581884,1265.0,0.6269113149847095,0.7654013690105788,0.6892687027178481,1607.0,0.4854961832061069,0.3597285067873303,0.41325536062378165,884.0,0.5760031626803717,0.0,0.6337220794623444,XG,worst
0.6335244119391183,15,0.9294876850380959,0.09454782138109614,0.04877222257705331,10,300,0.03577361757852823,0.5756078276339197,0.6486085343228201,0.6278735632183908,0.6707597851112816,0.6486085343228201,1303.0,0.45857418111753373,0.37628458498023715,0.4133738601823708,1265.0,0.6298200514138818,0.7622899813316739,0.6897522522522522,1607.0,0.4926900584795322,0.38122171945701355,0.4298469387755102,884.0,0.5756078276339197,0.0,0.6335244119391183,XG,worst
0.6335244119391183,9,0.8220722264909669,0.3679530252683225,0.047342298513149535,10,300,0.08963937971104738,0.5752124925874679,0.6467110125646711,0.6236635780470421,0.671527244819647,0.6467110125646711,1303.0,0.47394296951819076,0.38102766798418974,0.4224364592462752,1265.0,0.6278118609406953,0.7641568139390168,0.6893067639629525,1607.0,0.47584187408491946,0.36764705882352944,0.4148053605615826,884.0,0.5752124925874679,0.0,0.6335244119391183,XG,worst
0.6335244119391183,16,0.8180398798851916,0.13194743555275265,0.04664488418241851,10,250,0.00047016167076515195,0.5736311524016604,0.6528650646950093,0.6298145506419401,0.6776669224865695,0.6528650646950093,1303.0,0.4658203125,0.37707509881422924,0.4167758846657929,1265.0,0.625,0.7560672059738643,0.6843142776682625,1607.0,0.4746008708272859,0.36990950226244346,0.4157660521296885,884.0,0.5736311524016604,0.0,0.6335244119391183,XG,worst
0.6335244119391183,10,0.8048736380892654,0.22617653276904648,0.04727071645690041,10,200,0.009817463242473132,0.5740264874481122,0.6472539624032436,0.6226950354609929,0.6738296239447429,0.6472539624032436,1303.0,0.47116324535679377,0.38102766798418974,0.42132867132867136,1265.0,0.626401630988787,0.7647790914747977,0.688708321658728,1607.0,0.4743975903614458,0.3563348416289593,0.4069767441860465,884.0,0.5740264874481122,0.0,0.6335244119391183,XG,worst
0.6333267444158924,13,0.8408544653873804,0.11745419968208828,0.0478244097354055,10,250,0.0005870904663569234,0.5760031626803717,0.6474926253687315,0.6231369765791341,0.6738296239447429,0.6474926253687315,1303.0,0.46923076923076923,0.3857707509881423,0.4234273318872017,1265.0,0.6290739782721159,0.7566894835096453,0.6870056497175141,1607.0,0.49039881831610044,0.3755656108597285,0.42536835361947467,884.0,0.5760031626803717,0.0,0.6333267444158924,XG,worst
0.6333267444158924,13,0.7874778788588831,0.012081256269220799,0.04537831811206832,10,250,0.15003437626928945,0.5736311524016604,0.6441920117259069,0.6164095371669004,0.6745970836531082,0.6441920117259069,1303.0,0.46993987975951906,0.3707509881422925,0.414494034467521,1265.0,0.6317135549872123,0.7685127566894835,0.6934306569343066,1607.0,0.46911764705882353,0.3608597285067873,0.4079283887468031,884.0,0.5736311524016604,0.0,0.6333267444158924,XG,worst
0.6331290768926665,12,0.8422907490043215,0.08762541961105315,0.033232315407867696,9,300,0.006882167407855637,0.5760031626803717,0.6507352941176471,0.6245589273112209,0.6792018419033001,0.6507352941176471,1303.0,0.4652777777777778,0.3707509881422925,0.4126704795424549,1265.0,0.6261352169525731,0.7722464219041693,0.6915575369183616,1607.0,0.4892638036809816,0.3608597285067873,0.4153645833333333,884.0,0.5760031626803717,0.0,0.6331290768926665,XG,worst
0.6331290768926665,16,0.7877143057895639,0.06363486637965791,0.044829072810328253,8,450,0.001541103142147398,0.5730381498319826,0.6554128440366972,0.6279887482419128,0.6853415195702226,0.6554128440366972,1303.0,0.458984375,0.3715415019762846,0.4106596767147226,1265.0,0.6247433264887063,0.7573117610454263,0.6846694796061885,1607.0,0.47969924812030074,0.3608597285067873,0.4118786313750807,884.0,0.5730381498319826,0.0,0.6331290768926665,XG,worst
0.6325360743229888,16,0.8688255219296406,0.13423578583824375,0.03436385224883659,10,250,0.012115141309494835,0.574817157541016,0.6450662739322534,0.6199575371549894,0.6722947045280123,0.6450662739322534,1303.0,0.4747983870967742,0.3723320158102767,0.41736818785999114,1265.0,0.6267748478701826,0.7691350342252644,0.6906957250628667,1607.0,0.47653958944281527,0.36764705882352944,0.41507024265644954,884.0,0.574817157541016,0.0,0.6325360743229888,XG,worst
0.6323384067997628,13,0.7482990736353486,0.05543980077690969,0.04066439785976695,10,250,0.026870538040994017,0.5762008302035976,0.6472539624032436,0.6226950354609929,0.6738296239447429,0.6472539624032436,1303.0,0.47134387351778656,0.37707509881422924,0.4189723320158103,1265.0,0.628498727735369,0.7685127566894835,0.6914893617021277,1607.0,0.4836309523809524,0.36764705882352944,0.41773778920308485,884.0,0.5762008302035976,0.0,0.6323384067997628,XG,worst
0.6323384067997628,6,0.8134467356449014,0.6618344588378106,0.05977576207287898,10,300,0.03141468503718297,0.5752124925874679,0.6507000736919676,0.625797306874557,0.6776669224865695,0.6507000736919676,1303.0,0.47087857847976305,0.37707509881422924,0.41878841088674273,1265.0,0.6224233283056813,0.7703795892968264,0.6885428253615128,1607.0,0.48297213622291024,0.35294117647058826,0.40784313725490196,884.0,0.5752124925874679,0.0,0.6323384067997628,XG,worst
0.6323384067997628,15,0.7570791791009279,0.01046460420478398,0.04574954228870564,10,250,0.018114210187770582,0.5758054951571456,0.6470804260007345,0.6204225352112676,0.6761320030698388,0.6470804260007345,1303.0,0.46168958742632615,0.3715415019762846,0.4117389399912396,1265.0,0.6306027820710973,0.761667703795893,0.6899661781285231,1607.0,0.4970588235294118,0.38235294117647056,0.4322250639386189,884.0,0.5758054951571456,0.0,0.6323384067997628,XG,worst
0.6323384067997628,15,0.7172541576657018,0.17249168081989316,0.0388271248913316,10,350,0.0035023264418981652,0.5724451472623048,0.6456114579507896,0.6190140845070422,0.6745970836531082,0.6456114579507896,1303.0,0.4616132167152575,0.37549407114624506,0.4141238012205754,1265.0,0.6304347826086957,0.7579340385812072,0.6883300367335405,1607.0,0.4778761061946903,0.3665158371040724,0.4148527528809219,884.0,0.5724451472623048,0.0,0.6323384067997628,XG,worst
0.6323384067997628,15,0.8399427834216475,0.07447903070112126,0.0453965623908843,10,250,0.015468194190922789,0.5769915002965013,0.6460405156537753,0.6211048158640227,0.6730621642363775,0.6460405156537753,1303.0,0.4740518962075848,0.37549407114624506,0.4190560211733569,1265.0,0.6278004073319755,0.7672682016179216,0.6905628675441053,1607.0,0.49045521292217326,0.3778280542986425,0.4268370607028754,884.0,0.5769915002965013,0.0,0.6323384067997628,XG,worst
