value,duration,params_max_depth,params_max_features,params_max_samples,params_min_samples_leaf,params_min_samples_split,params_n_estimators,user_attrs_ACC,user_attrs_WF1,Work_precision,Work_recall,Work_f1-score,Work_support,Others_precision,Others_recall,Others_f1-score,Others_support,Home_precision,Home_recall,Home_f1-score,Home_support,Shop_precision,Shop_recall,Shop_f1-score,Shop_support,accuracy,zeroPreds,adj_accuracy,model,option
0.6096066416287804,5,45,sqrt,0.9972476132620236,2,5,250,0.5532713975093893,0.6508573513316308,0.6203059805285118,0.6845740598618573,0.6508573513316308,1303.0,0.4432773109243697,0.33359683794466405,0.38069463238610735,1265.0,0.5834508697696286,0.7722464219041693,0.6647027316550616,1607.0,0.45018450184501846,0.27601809954751133,0.34221598877980364,884.0,0.5532713975093893,0.0,0.6096066416287804,RF,worst
0.6084206364894248,5,45,sqrt,0.826781613661001,1,4,450,0.553864400079067,0.6510607168983175,0.6219426974143956,0.6830391404451266,0.6510607168983175,1303.0,0.44607329842931936,0.3367588932806324,0.3837837837837838,1265.0,0.5821596244131455,0.7716241443683883,0.6636339309606636,1607.0,0.4530386740331492,0.27828054298642535,0.3447792571829012,884.0,0.553864400079067,0.0,0.6084206364894248,RF,worst
0.6072346313500692,3,20,sqrt,0.8205984442942812,1,4,300,0.5505040521842262,0.6491994177583698,0.6173010380622838,0.6845740598618573,0.6491994177583698,1303.0,0.44574468085106383,0.3312252964426877,0.3800453514739229,1265.0,0.5813519813519814,0.775980087118855,0.6647121535181236,1607.0,0.42911153119092627,0.25678733031674206,0.3213021939136589,884.0,0.5505040521842262,0.0,0.6072346313500692,RF,worst
0.6066416287803914,2,20,sqrt,0.7332667814158461,1,4,250,0.5520853923700336,0.6472938612422812,0.6144827586206897,0.6838066001534919,0.6472938612422812,1303.0,0.44397905759162304,0.33517786561264823,0.38198198198198197,1265.0,0.5823665893271461,0.7809583074051026,0.6671982987772461,1607.0,0.4468937875751503,0.252262443438914,0.3224873463485177,884.0,0.5520853923700336,0.0,0.6066416287803914,RF,worst
0.6066416287803914,6,45,sqrt,0.893469489336763,2,7,550,0.5544574026487448,0.6503827925628873,0.6194444444444445,0.6845740598618573,0.6503827925628873,1303.0,0.4570815450643777,0.3367588932806324,0.3878015475648612,1265.0,0.5780027611596871,0.7815805849408837,0.6645502645502646,1607.0,0.4494163424124514,0.26131221719457015,0.33047210300429186,884.0,0.5544574026487448,0.0,0.6066416287803914,RF,worst
0.6064439612571655,3,20,sqrt,0.6656373877725953,1,2,300,0.5526783949397114,0.6491803278688525,0.6178918169209431,0.6838066001534919,0.6491803278688525,1303.0,0.4446831364124597,0.32727272727272727,0.3770491803278688,1265.0,0.5799721835883171,0.7784691972619788,0.6647183846971307,1607.0,0.45368620037807184,0.27149321266968324,0.33970276008492567,884.0,0.5526783949397114,0.0,0.6064439612571655,RF,worst
0.6064439612571655,5,40,log2,0.8197832838259984,1,5,500,0.5540620676022929,0.6531351939108373,0.6188186813186813,0.6914811972371451,0.6531351939108373,1303.0,0.4478723404255319,0.33280632411067196,0.381859410430839,1265.0,0.5783076203833567,0.7697573117610454,0.6604378003203417,1607.0,0.46564885496183206,0.27601809954751133,0.3465909090909091,884.0,0.5540620676022929,0.0,0.6064439612571655,RF,worst
0.6062462937339396,2,20,sqrt,0.7334206803241978,1,4,250,0.5540620676022929,0.6528384279475983,0.6207612456747404,0.6884113584036838,0.6528384279475983,1303.0,0.45580404685835996,0.3383399209486166,0.38838475499092556,1265.0,0.5754369825206992,0.7784691972619788,0.6617297011372653,1607.0,0.4530938123752495,0.25678733031674206,0.32779783393501805,884.0,0.5540620676022929,0.0,0.6062462937339396,RF,worst
0.6062462937339396,7,45,sqrt,0.8516157427588591,1,7,650,0.5512947222771298,0.6509090909090909,0.6185210780926054,0.6868764389869532,0.6509090909090909,1303.0,0.43868921775898523,0.32806324110671936,0.3753957485300769,1265.0,0.5794131346064276,0.7741132545115121,0.6627597229621737,1607.0,0.4527938342967245,0.2658371040723982,0.33499643620812547,884.0,0.5512947222771298,0.0,0.6062462937339396,RF,worst
0.6060486262107135,3,20,sqrt,0.7112374607800248,1,3,300,0.5510970547539039,0.6482758620689655,0.6150137741046832,0.6853415195702226,0.6482758620689655,1303.0,0.44349680170575695,0.32885375494071145,0.37766681797548796,1265.0,0.5797574626865671,0.7734909769757312,0.6627565982404692,1607.0,0.44952380952380955,0.2669683257918552,0.33498935415188075,884.0,0.5510970547539039,0.0,0.6060486262107135,RF,worst
