value,duration,params_dropout_prob,params_lrate,params_nEpoch,params_n_layers,params_n_units_layer_0,params_n_units_layer_1,params_n_units_layer_2,params_weight_decay,user_attrs_ACC,user_attrs_WF1,Work_precision,Work_recall,Work_f1-score,Work_support,Others_precision,Others_recall,Others_f1-score,Others_support,Home_precision,Home_recall,Home_f1-score,Home_support,Shop_precision,Shop_recall,Shop_f1-score,Shop_support,accuracy,zeroPreds,adj_accuracy,model,option
0.5951769124332872,9,0.49908211518222484,0.0064112981982835165,300,3,256,512.0,512.0,0.00041774470518957194,0.5303419648151808,0.6341463414634146,0.6204111600587372,0.6485034535686877,0.6341463414634146,1303.0,0.43711083437110837,0.2774703557312253,0.33945841392649906,1265.0,0.5843037974683545,0.7181082762912259,0.6443327749860414,1607.0,0.36235038084874865,0.3766968325791855,0.36938435940099834,884.0,0.5303419648151808,0.0,0.5951769124332872,NN,worst
0.5916188970152204,9,0.4395081814145386,0.00350303183948314,300,3,256,512.0,512.0,0.0008511475444188875,0.5335046451867959,0.6295884315906563,0.609038737446198,0.6515732924021489,0.6295884315906563,1303.0,0.416988416988417,0.341501976284585,0.3754889178617992,1265.0,0.5749516441005803,0.7398879900435594,0.6470748299319727,1607.0,0.40819964349376114,0.25904977375565613,0.3169550173010381,884.0,0.5335046451867959,0.0,0.5916188970152204,NN,worst
0.5910258944455425,9,0.4346123147721594,0.007666402350272601,300,3,256,512.0,512.0,0.0003498657148806702,0.5250049416880807,0.6232163517161589,0.6263565891472869,0.6201074443591711,0.6232163517161589,1303.0,0.4157175398633257,0.2885375494071146,0.3406439570695287,1265.0,0.5673758865248227,0.7467330429371499,0.6448146157979581,1607.0,0.3646907216494845,0.3201357466063348,0.3409638554216867,884.0,0.5250049416880807,0.0,0.5910258944455425,NN,worst
0.5894445542597351,5,0.36470873568507095,0.004366903694827405,200,3,512,256.0,512.0,0.0006391548254329123,0.5220399288396916,0.6147859922178989,0.6235201262825573,0.6062931696085956,0.6147859922178989,1303.0,0.40425531914893614,0.31541501976284586,0.3543516873889876,1265.0,0.569156626506024,0.7349097697573118,0.6414991852254209,1607.0,0.37123287671232874,0.3065610859728507,0.3358116480793061,884.0,0.5220399288396916,0.0,0.5894445542597351,NN,worst
0.5892468867365092,4,0.4798579647859237,0.005402219177567421,300,3,256,128.0,512.0,0.00014818090235960745,0.5259932793042104,0.6259020129130269,0.6195488721804512,0.6323867996930161,0.6259020129130269,1303.0,0.4069529652351738,0.31462450592885377,0.3548818546589389,1265.0,0.5731225296442688,0.7218419415059116,0.6389424400991462,1607.0,0.38376891334250346,0.3156108597285068,0.3463687150837989,884.0,0.5259932793042104,0.0,0.5892468867365092,NN,worst
0.5890492192132832,8,0.458772060810475,0.003949855366146841,300,3,128,512.0,512.0,0.00031867955227341254,0.5265862818738881,0.6313432835820896,0.6143790849673203,0.649270913277053,0.6313432835820896,1303.0,0.4156769596199525,0.2766798418972332,0.33222591362126247,1265.0,0.5703848027277155,0.7286869943995021,0.6398907103825137,1607.0,0.37738246505717915,0.33597285067873306,0.35547576301615796,884.0,0.5265862818738881,0.0,0.5890492192132832,NN,worst
0.5888515516900573,9,0.45125622705043994,0.0038143603708627695,300,3,256,512.0,512.0,0.0005422656117528654,0.5277722870132437,0.6233671988388969,0.5911906400550585,0.659247889485802,0.6233671988388969,1303.0,0.4200913242009132,0.2909090909090909,0.34376459598318543,1265.0,0.5825340737001514,0.7181082762912259,0.6432552954292085,1607.0,0.38584779706275035,0.3269230769230769,0.353949785670545,884.0,0.5277722870132437,0.0,0.5888515516900573,NN,worst
0.5888515516900573,12,0.4377358499486429,0.003586795184493218,300,3,256,512.0,512.0,0.0008399672049965796,0.5301442972919549,0.6241290795746242,0.5976123595505618,0.6531082118188795,0.6241290795746242,1303.0,0.42452830188679247,0.2845849802371542,0.34074775201135826,1265.0,0.5766811804547654,0.7417548226509023,0.6488840500816548,1607.0,0.3875,0.3156108597285068,0.3478802992518703,884.0,0.5301442972919549,0.0,0.5888515516900573,NN,worst
0.5882585491203796,11,0.4173861447730412,0.0032593424371389333,300,3,512,512.0,512.0,0.0007068965870840796,0.5244119391184029,0.6257352941176471,0.6005645730416372,0.6531082118188795,0.6257352941176471,1303.0,0.4108527131782946,0.33517786561264823,0.369177187636047,1265.0,0.5832012678288431,0.686994399502178,0.6308571428571429,1607.0,0.3821478382147838,0.30995475113122173,0.3422860712054966,884.0,0.5244119391184029,0.0,0.5882585491203796,NN,worst
0.5878632140739276,14,0.4131963818842987,0.003117577059168868,300,3,512,512.0,512.0,0.0009428238381148843,0.5228305989325954,0.6227905227529146,0.6106194690265486,0.6354566385264774,0.6227905227529146,1303.0,0.39892183288409705,0.35098814229249015,0.37342304457527337,1265.0,0.5758793969849246,0.7131300560049783,0.6371976647206005,1607.0,0.37833333333333335,0.25678733031674206,0.3059299191374663,884.0,0.5228305989325954,0.0,0.5878632140739276,NN,worst
0.5874678790274758,9,0.4391116833620096,0.003738526928553398,300,3,256,512.0,512.0,0.0003543499937611727,0.5230282664558213,0.6108297623685236,0.620253164556962,0.6016884113584037,0.6108297623685236,1303.0,0.41051567239635994,0.3209486166007905,0.36024844720496896,1265.0,0.5663167938931297,0.7386434349719975,0.6411018093437754,1607.0,0.3788732394366197,0.3042986425339366,0.33751568381430364,884.0,0.5230282664558213,0.0,0.5874678790274758,NN,worst
0.5872702115042499,9,0.37476824476076176,0.004427189691332837,300,3,256,512.0,512.0,0.0004748390737598552,0.5165052381893654,0.6127300613496932,0.6122605363984674,0.6132003069838834,0.6127300613496932,1303.0,0.41170431211498976,0.31699604743083004,0.35819562304600266,1265.0,0.5873972602739727,0.6670815183571873,0.6247086247086248,1607.0,0.35706806282722514,0.38574660633484165,0.3708537248504622,884.0,0.5165052381893654,0.0,0.5872702115042499,NN,worst
0.5872702115042499,9,0.4448495558501835,0.0036685297169604383,300,3,256,512.0,512.0,0.00035033057354820615,0.5236212690254991,0.6267682263329706,0.594222833562586,0.6630851880276285,0.6267682263329706,1303.0,0.42370892018779344,0.28537549407114626,0.3410486537553141,1265.0,0.5826771653543307,0.6907280647168638,0.6321184510250569,1607.0,0.37028301886792453,0.3552036199095023,0.3625866050808314,884.0,0.5236212690254991,0.0,0.5872702115042499,NN,worst
0.5870725439810239,11,0.4000742477646996,0.00349011166704263,300,3,512,512.0,512.0,0.0007210743884511978,0.517888910851947,0.6203248961088024,0.6108630952380952,0.6300844205679201,0.6203248961088024,1303.0,0.4068522483940043,0.30039525691699603,0.34561164165529784,1265.0,0.5768041237113402,0.6963285625388923,0.6309557372427403,1607.0,0.356718192627824,0.3393665158371041,0.34782608695652173,884.0,0.517888910851947,0.0,0.5870725439810239,NN,worst
