value,duration,params_C,params_class_weight,params_coef0,params_degree,params_gamma,params_kernel,user_attrs_ACC,user_attrs_WF1,Work_precision,Work_recall,Work_f1-score,Work_support,Others_precision,Others_recall,Others_f1-score,Others_support,Home_precision,Home_recall,Home_f1-score,Home_support,Shop_precision,Shop_recall,Shop_f1-score,Shop_support,accuracy,zeroPreds,adj_accuracy,model,option
0.6392567701126705,10,1.039541046336186,balanced,,,0.0221500504013425,rbf,0.5684917967977862,0.6476974915761887,0.6323099415204678,0.6638526477359938,0.6476974915761887,1303.0,0.4727463312368973,0.3565217391304348,0.4064894096439838,1265.0,0.6584507042253521,0.6981953951462352,0.6777408637873754,1607.0,0.42400774443368827,0.49547511312217196,0.4569640062597809,884.0,0.5684917967977862,0.0,0.6392567701126705,SV,best
0.6378730974500889,7,1.0711442905455633,balanced,,,0.022376806892717992,rbf,0.5667127890887527,0.6451854627201199,0.6303074670571011,0.6607828089025326,0.6451854627201199,1303.0,0.46949327817993797,0.35889328063241105,0.4068100358422939,1265.0,0.6578638497652582,0.6975731176104543,0.6771368166717004,1607.0,0.4217221135029354,0.48755656108597284,0.4522560335781742,884.0,0.5667127890887527,0.0,0.6378730974500889,SV,best
0.6378730974500889,11,1.7099264244622028,balanced,,,0.024236092516332904,rbf,0.562759438624234,0.6363291619264315,0.6289355322338831,0.6438986953184958,0.6363291619264315,1303.0,0.4581056466302368,0.3976284584980237,0.4257300042319086,1265.0,0.6601539372409709,0.6938394523957685,0.6765776699029126,1607.0,0.4157782515991471,0.4411764705882353,0.4281009879253567,884.0,0.562759438624234,0.0,0.6378730974500889,SV,best
0.6374777624036371,7,1.3228353462065192,balanced,,,0.023253041012259442,rbf,0.5649337813797193,0.640842421963144,0.6283185840707964,0.6538756715272448,0.640842421963144,1303.0,0.4661508704061896,0.38102766798418974,0.41931274467159635,1265.0,0.6580035440047254,0.6932171748599876,0.6751515151515152,1607.0,0.42008196721311475,0.4638009049773756,0.44086021505376344,884.0,0.5649337813797193,0.0,0.6374777624036371,SV,best
0.6372800948804112,8,1.6171061578298203,balanced,,,0.02518727115426976,rbf,0.5631547736706859,0.6374622356495468,0.6275092936802974,0.6477359938603223,0.6374622356495468,1303.0,0.4591368227731864,0.3952569169960474,0.42480883602378927,1265.0,0.6582054309327037,0.6938394523957685,0.675552862768858,1607.0,0.4189044038668099,0.4411764705882353,0.4297520661157025,884.0,0.5631547736706859,0.0,0.6372800948804112,SV,best
0.6372800948804112,7,1.1501750136308928,balanced,,,0.016770267364008447,rbf,0.5649337813797193,0.6472128694350917,0.6313868613138686,0.6638526477359938,0.6472128694350917,1303.0,0.4676564156945917,0.3486166007905138,0.39945652173913043,1265.0,0.6585220500595947,0.6876166770379589,0.6727549467275494,1607.0,0.41853932584269665,0.505656108597285,0.45799180327868855,884.0,0.5649337813797193,0.0,0.6372800948804112,SV,best
0.6370824273571852,7,1.3760819161308886,balanced,,,0.023247348248301436,rbf,0.5633524411939118,0.638763197586727,0.6278724981467754,0.6500383729854182,0.638763197586727,1303.0,0.4616122840690979,0.38023715415019765,0.41699176419592543,1265.0,0.6589698046181173,0.6925948973242066,0.6753640776699029,1607.0,0.4177732379979571,0.4626696832579186,0.43907675791733763,884.0,0.5633524411939118,0.0,0.6370824273571852,SV,best
0.6370824273571852,7,1.350276678269639,balanced,,,0.023081243464548165,rbf,0.5645384463332674,0.6405720737674069,0.6285081240768094,0.6531082118188795,0.6405720737674069,1303.0,0.4653179190751445,0.38181818181818183,0.4194528875379939,1265.0,0.658175355450237,0.6913503422526447,0.6743550834597876,1607.0,0.4198161389172625,0.4649321266968326,0.44122383252818037,884.0,0.5645384463332674,0.0,0.6370824273571852,SV,best
0.6368847598339593,8,1.4168281037444679,balanced,,,0.022791380982937638,rbf,0.5631547736706859,0.6382497170878914,0.6275964391691394,0.649270913277053,0.6382497170878914,1303.0,0.46124401913875596,0.38102766798418974,0.4173160173160173,1265.0,0.6591582691167753,0.6919726197884256,0.6751669702489375,1607.0,0.4177732379979571,0.4626696832579186,0.43907675791733763,884.0,0.5631547736706859,0.0,0.6368847598339593,SV,best
0.6368847598339593,10,1.343074958812242,balanced,,,0.022620083404240772,rbf,0.5641431112868156,0.6390666164847573,0.6270310192023634,0.6515732924021489,0.6390666164847573,1303.0,0.46563407550822844,0.38023715415019765,0.4186248912097476,1265.0,0.6591582691167753,0.6919726197884256,0.6751669702489375,1607.0,0.4182741116751269,0.4660633484162896,0.44087747458533977,884.0,0.5641431112868156,0.0,0.6368847598339593,SV,best
0.6366870923107334,10,1.3575028740753308,balanced,,,0.021915191571108054,rbf,0.5637477762403638,0.6370147003392386,0.6259259259259259,0.6485034535686877,0.6370147003392386,1303.0,0.4645286686103013,0.3778656126482213,0.4167393199651264,1265.0,0.6603438055720213,0.6932171748599876,0.676381299332119,1607.0,0.4179254783484391,0.46945701357466063,0.44219499200852425,884.0,0.5637477762403638,0.0,0.6366870923107334,SV,best
0.6366870923107334,7,1.4189549440995077,balanced,,,0.02202484092149806,rbf,0.56295710614746,0.6374622356495468,0.6275092936802974,0.6477359938603223,0.6374622356495468,1303.0,0.4613918017159199,0.3826086956521739,0.41832324978392393,1265.0,0.6601073345259392,0.6888612321095209,0.6741778319123021,1607.0,0.4180161943319838,0.4671945701357466,0.4412393162393162,884.0,0.56295710614746,0.0,0.6366870923107334,SV,best
0.6362917572642814,8,0.9783635710215051,balanced,,,0.0323031804866027,rbf,0.5696778019371417,0.6452084857351865,0.6163522012578616,0.6768994627782041,0.6452084857351865,1303.0,0.4712041884816754,0.3557312252964427,0.40540540540540543,1265.0,0.6531428571428571,0.7112632233976354,0.6809651474530831,1607.0,0.4409534127843987,0.4604072398190045,0.4504703929164361,884.0,0.5696778019371417,0.0,0.6362917572642814,SV,best
0.6362917572642814,10,0.8714500825565659,balanced,,,0.027820563408083584,rbf,0.5684917967977862,0.6475770925110133,0.6206896551724138,0.6768994627782041,0.6475770925110133,1303.0,0.47357065803667747,0.34703557312252964,0.4005474452554745,1265.0,0.6537795729948067,0.7050404480398258,0.6784431137724551,1607.0,0.43149284253578735,0.47737556561085975,0.4532760472610097,884.0,0.5684917967977862,0.0,0.6362917572642814,SV,best
0.6358964222178296,10,1.1190162566315704,balanced,,,0.016154699860324428,rbf,0.562759438624234,0.6454511418944215,0.6301169590643275,0.6615502686108979,0.6454511418944215,1303.0,0.46378378378378377,0.3391304347826087,0.3917808219178082,1265.0,0.6577380952380952,0.6876166770379589,0.6723456038941283,1607.0,0.4152854511970534,0.5101809954751131,0.4578680203045685,884.0,0.562759438624234,0.0,0.6358964222178296,SV,best
0.6356987546946037,7,0.9416072436646084,balanced,,,0.019510156878894184,rbf,0.5645384463332674,0.6480446927374302,0.6295224312590448,0.6676899462778204,0.6480446927374302,1303.0,0.46455834242093785,0.3367588932806324,0.3904674610449129,1265.0,0.6535525543159131,0.6925948973242066,0.6725075528700907,1607.0,0.4228949858088931,0.505656108597285,0.4605873261205564,884.0,0.5645384463332674,0.0,0.6356987546946037,SV,best
