Index,globalInd,opt,timeOpt,locOpt,catOpt,modelOpt,encDim,denom,n_layers,n_units_layer_0,n_units_layer_1,n_units_layer_2,lrate,nEpoch,dropout_prob,weight_decay,objmean,objsd,meantop5,sdtop5,meanbottom5,sdbottom5,meantime,long5time,bestobj,wf1top5,acctop5
111,891,0,raw,raw,5FTE,NN,,,3,128,128,256,0.011781341,500,0.122077742,0.000670756,0.597991698,0.012871273,0.614271595,0.003930056,0.569480134,0.007725488,4.34,8.4,0.619490018,0.646517953,0.55769915
112,892,0,raw,raw,WTE,NN,,,3,128,128,512,0.003423388,400,0.191702241,0.000219236,0.594030441,0.013409556,0.608341569,0.001330407,0.566119787,0.008332571,5,11.4,0.609804309,0.645625221,0.551769124
113,893,0,raw,raw,onehot,NN,,,3,256,256,128,0.002781492,400,0.336692701,0.000776369,0.595730381,0.013703248,0.611346116,0.003730631,0.564498913,0.016377443,4.54,9.6,0.615339,0.646765945,0.554141135
114,894,0,raw,zone,5FTE,NN,,,3,512,256,128,0.004291893,400,0.385576432,0.000204614,0.606008286,0.009273973,0.618778415,0.002976849,0.58849575,0.00275106,5,10,0.624036371,0.649875005,0.557382882
115,895,0,raw,zone,WTE,NN,,,2,512,128,,0.008217229,400,0.115351728,0.000358353,0.606566515,0.005940624,0.61692034,0.002049461,0.595532714,0.002700894,4.66,12.6,0.619687685,0.650565009,0.55758055
116,896,0,raw,zone,onehot,NN,,,2,512,256,,0.003616424,300,0.366488722,0.000504321,0.611037754,0.008635869,0.620596956,0.001140663,0.590195691,0.007069758,3.92,8.6,0.622257363,0.644821107,0.555880609
117,897,1,1dpos,2dpos,5FTE,NN,8,2500,3,256,512,256,0.00126417,500,0.45534618,0.000681815,0.59775845,0.010396759,0.612097252,0.003498771,0.574896225,0.004376896,6.38,13.8,0.617118008,0.635658059,0.543704289
118,898,1,1dpos,2dpos,5FTE,NN,8,5000,3,256,128,512,0.001321287,400,0.362543372,9.22E-05,0.594757857,0.0184406,0.608499703,0.001401907,0.556631745,0.040513887,5.62,9.6,0.610397312,0.624011037,0.539237003
119,899,1,1dpos,2dpos,5FTE,NN,8,10000,2,256,128,,0.00281192,400,0.40351589,4.11E-05,0.596161297,0.007742885,0.60608816,0.000807781,0.578217039,0.006033556,4.54,9.8,0.607432299,0.630766815,0.544218225
120,900,1,1dpos,2dpos,5FTE,NN,16,2500,2,256,512,,0.001152181,300,0.482023056,2.44E-05,0.609748962,0.009923316,0.62470844,0.001140663,0.592053766,0.004400933,3.06,7.6,0.625815379,0.639279704,0.558687488
121,901,1,1dpos,2dpos,5FTE,NN,16,5000,3,256,256,256,0.001003397,200,0.337423125,0.000860151,0.607942281,0.012474971,0.623878237,0.002869245,0.581419253,0.013032272,3.56,7.4,0.627989721,0.629832851,0.551769124
122,902,1,1dpos,2dpos,5FTE,NN,16,10000,3,256,128,256,0.001629291,200,0.397873703,2.77E-05,0.604704487,0.014347182,0.621031824,0.001086273,0.57236608,0.011723034,3.04,6.8,0.622257363,0.624618383,0.546629769
123,903,1,1dpos,2dpos,5FTE,NN,24,2500,2,128,512,,0.001041241,400,0.470734506,5.19E-05,0.605052382,0.014017649,0.621901562,0.001434963,0.574303222,0.016987106,4.6,9.2,0.624431706,0.629050665,0.554299269
124,904,1,1dpos,2dpos,5FTE,NN,24,5000,1,256,,,0.001312245,500,0.479698723,0.000701141,0.606629769,0.009598038,0.62075509,0.001088069,0.589325954,0.00270523,2.62,5,0.622257363,0.632236788,0.557541016
125,905,1,1dpos,2dpos,5FTE,NN,24,10000,2,256,128,,0.001378413,200,0.478312372,0.000548543,0.607159518,0.01278751,0.62142716,0.001520884,0.582012255,0.004526112,2.7,8.4,0.623838703,0.63100831,0.55690848
126,906,1,1dpos,2dpos,WTE,NN,8,2500,2,256,512,,0.002083433,400,0.342877125,0.000640455,0.593306978,0.010291055,0.607709033,0.002423343,0.572049812,0.008943227,4.26,9.4,0.610792647,0.630574314,0.545957699
127,907,1,1dpos,2dpos,WTE,NN,8,5000,2,128,512,,0.001033291,200,0.140642335,0.000221293,0.591947025,0.010646116,0.604309152,0.002979473,0.567463926,0.00659955,3.14,7.4,0.607827634,0.636529858,0.545048429
128,908,1,1dpos,2dpos,WTE,NN,8,10000,2,512,256,,0.001599693,300,0.458273382,0.000594048,0.592437241,0.010358386,0.604111484,0.000676127,0.568768531,0.005881398,4,11.4,0.604862621,0.630727869,0.542597351
129,909,1,1dpos,2dpos,WTE,NN,16,2500,2,256,512,,0.001718872,500,0.471935255,0.000363067,0.607546946,0.009692506,0.620636489,0.000583035,0.587428346,0.004910755,4.28,9.2,0.621466693,0.628313754,0.550662186
130,910,1,1dpos,2dpos,WTE,NN,16,5000,3,256,512,256,0.004825723,200,0.342990116,0.000489145,0.605064242,0.012009943,0.619410951,0.001254839,0.578849575,0.005868096,3.34,10.2,0.621466693,0.631651341,0.554615537
131,911,1,1dpos,2dpos,WTE,NN,16,10000,2,128,512,,0.00141814,300,0.44503749,2.53E-05,0.609626408,0.013018232,0.624392172,0.002567396,0.578691441,0.006234523,4.48,10,0.626803716,0.634595334,0.558924689
132,912,1,1dpos,2dpos,WTE,NN,24,2500,2,256,128,,0.001018203,200,0.293874417,0.000296086,0.606613955,0.010655953,0.620952757,0.000693247,0.584977268,0.007335836,3.12,9,0.621664361,0.636152795,0.556552678
133,913,1,1dpos,2dpos,WTE,NN,24,5000,1,256,,,0.00114592,200,0.398981043,1.11E-05,0.607159518,0.009886917,0.618778415,0.00109701,0.584858668,0.005460778,2.58,7.4,0.620676023,0.634051178,0.556473611
134,914,1,1dpos,2dpos,WTE,NN,24,10000,1,512,,,0.00104331,300,0.478164778,1.11E-05,0.602648745,0.022997666,0.619885353,0.002169846,0.550266851,0.041237112,3.18,7.2,0.623443368,0.628388814,0.553587666
135,915,1,1dpos,2dpos,onehot,NN,8,2500,3,128,512,512,0.001196656,300,0.49780738,0.000259364,0.594860644,0.017991446,0.610357778,0.00137943,0.555564341,0.036065955,4.82,9.4,0.611978652,0.637587085,0.54315082
136,916,1,1dpos,2dpos,onehot,NN,8,5000,3,512,512,128,0.001311452,500,0.496040979,0.000801863,0.591543783,0.011323623,0.605337023,0.003523808,0.565961653,0.0068608,3.74,10.4,0.610990314,0.63516302,0.542636885
137,917,1,1dpos,2dpos,onehot,NN,8,10000,2,512,512,,0.001123362,500,0.466851241,0.000245597,0.594489029,0.010164444,0.606285827,0.002390061,0.571180075,0.011098112,7.28,13.4,0.609408974,0.631713709,0.542992686
138,918,1,1dpos,2dpos,onehot,NN,16,2500,2,128,512,,0.001419711,300,0.416620045,1.57E-05,0.607594386,0.011583225,0.621703894,0.001786678,0.582763392,0.0083763,3.72,9.6,0.624827041,0.634833029,0.555485274
139,919,1,1dpos,2dpos,onehot,NN,16,5000,2,128,256,,0.002678078,500,0.499542278,0.000419619,0.607673453,0.009767508,0.620003953,0.003586998,0.585609804,0.005063916,3.38,7,0.624036371,0.636178642,0.556948013
140,920,1,1dpos,2dpos,onehot,NN,16,10000,2,256,128,,0.002744672,500,0.43678461,0.000347596,0.605819332,0.014455229,0.61771101,0.000765563,0.570508006,0.020866988,4.42,12,0.61850168,0.635337174,0.552203993
141,921,1,1dpos,2dpos,onehot,NN,24,2500,3,128,512,512,0.001295584,200,0.441700901,0.000470077,0.607206958,0.013618787,0.621466693,0.003400801,0.57541016,0.014331236,3.78,8.4,0.626606049,0.624566694,0.550227318
142,922,1,1dpos,2dpos,onehot,NN,24,5000,3,256,128,256,0.001775169,300,0.420489552,2.75E-05,0.604277525,0.019607247,0.621071358,0.001273384,0.558885155,0.033152975,4.14,8.6,0.623245701,0.622325873,0.552559794
143,923,1,1dpos,2dpos,onehot,NN,24,10000,1,512,,,0.001387377,400,0.497601829,0.000391045,0.607495552,0.011815623,0.619766752,0.001449861,0.579798379,0.009270796,3.18,6.6,0.621862028,0.632265571,0.556196877
144,924,1,1dpos,elliptic,5FTE,NN,,,3,128,256,128,0.001930416,400,0.252345063,0.000528274,0.58774066,0.013624107,0.602134809,0.001861646,0.556750346,0.014706384,4.2,9.8,0.605257956,0.644421023,0.544415892
145,925,1,1dpos,elliptic,WTE,NN,,,2,128,256,,0.00718707,500,0.479285889,0.000142887,0.587341372,0.011894007,0.601106938,0.001806253,0.561217632,0.012540131,3.96,10,0.604269619,0.643350182,0.546827436
146,926,1,1dpos,elliptic,onehot,NN,,,3,256,128,512,0.0048163,300,0.403640014,0.000192618,0.586708836,0.018901278,0.60462542,0.002003183,0.542676418,0.027186507,4.96,10.2,0.607432299,0.64015264,0.540383475
147,927,1,1dpos,polar,5FTE,NN,,,2,256,512,,0.006389386,300,0.339764345,0.0003178,0.588906899,0.009825442,0.601344139,0.003311742,0.565408183,0.007270296,4.38,8,0.607036964,0.644330445,0.543111287
148,928,1,1dpos,polar,WTE,NN,,,2,512,256,,0.002407564,400,0.394679213,0.000392893,0.58769322,0.012769609,0.60146274,0.003564598,0.55995256,0.018495597,4.04,8.4,0.607827634,0.644189396,0.542913619
149,929,1,1dpos,polar,onehot,NN,,,3,128,128,256,0.003110243,500,0.404864681,0.000799334,0.586072346,0.011650612,0.602134809,0.001213685,0.561415299,0.007165823,3.42,6,0.603874283,0.644455707,0.545522831
150,930,1,1dpos,raw,5FTE,NN,,,3,128,512,512,0.009533228,500,0.299781828,0.000737635,0.574757857,0.014578593,0.590037557,0.004155722,0.545048429,0.028806134,7.34,14,0.597351255,0.639826575,0.531093101
151,931,1,1dpos,raw,WTE,NN,,,3,256,256,512,0.002424726,500,0.466445213,0.000535995,0.571717731,0.016825118,0.592725835,0.00231195,0.533346511,0.009186118,4.2,8.4,0.596560585,0.640604907,0.535283653
152,932,1,1dpos,raw,onehot,NN,,,3,128,512,256,0.004688346,300,0.338010391,0.000756608,0.568891085,0.008364853,0.582961059,0.004974,0.552717928,0.004484483,3.08,7.2,0.591618897,0.637793351,0.533030243
153,933,1,1dpos,zone,5FTE,NN,,,2,256,256,,0.002840538,400,0.158177575,0.000886015,0.589926863,0.009956538,0.602727812,0.001714132,0.568294129,0.006339244,2.94,7,0.605060289,0.643464732,0.542004349
154,934,1,1dpos,zone,WTE,NN,,,3,256,256,128,0.005985406,500,0.412038191,0.000740248,0.595702708,0.007713801,0.605574224,0.001380846,0.579719312,0.003594615,4.98,9.4,0.607827634,0.64172715,0.543467088
155,935,1,1dpos,zone,onehot,NN,,,2,128,256,,0.00330166,400,0.359585306,0.000107739,0.598481913,0.011044143,0.610792647,0.001073609,0.571140542,0.006520931,3.56,6.8,0.611780984,0.639010709,0.543190354
156,936,1,cyclic,2dpos,5FTE,NN,8,2500,3,256,512,512,0.001747801,300,0.399745211,0.00052913,0.607108124,0.010264098,0.619727219,0.001908285,0.585570271,0.012617166,4.38,8,0.622652698,0.636768197,0.554022534
157,937,1,cyclic,2dpos,5FTE,NN,8,5000,3,128,128,512,0.001252738,200,0.318566755,4.90E-05,0.602795019,0.011597296,0.61454833,0.001647888,0.577110101,0.019003653,3.5,7.6,0.616722672,0.640014115,0.551136588
158,938,1,cyclic,2dpos,5FTE,NN,8,10000,2,512,512,,0.001057672,500,0.371130905,0.000198701,0.606712789,0.008376977,0.619924886,0.002501881,0.591104961,0.008659778,6.32,11.6,0.623443368,0.639079338,0.55465507
159,939,1,cyclic,2dpos,5FTE,NN,16,2500,2,256,256,,0.001131065,300,0.42520289,0.000291245,0.61378138,0.016516757,0.627950188,0.002180623,0.57382882,0.025050801,2.96,8,0.630559399,0.634881161,0.561059498
160,940,1,cyclic,2dpos,5FTE,NN,16,5000,2,512,128,,0.001509488,300,0.477213413,5.56E-05,0.616173157,0.011036505,0.627792054,0.000752696,0.591500297,0.011082257,3.6,10,0.628978059,0.640896507,0.561929235
161,941,1,cyclic,2dpos,5FTE,NN,16,10000,3,256,256,512,0.003154132,200,0.498378163,0.000233818,0.615501087,0.007306956,0.625894446,0.002382693,0.600593003,0.004035517,3.22,8,0.629373394,0.635977947,0.562719905
162,942,1,cyclic,2dpos,5FTE,NN,24,2500,1,512,,,0.001563552,300,0.41044128,1.31E-05,0.616394544,0.011857268,0.630401265,0.001632403,0.589879423,0.006070678,2.96,6.8,0.632338407,0.635201161,0.560506029
163,943,1,cyclic,2dpos,5FTE,NN,24,5000,1,512,,,0.001908981,200,0.498832349,0.000330309,0.618260526,0.009466189,0.630124531,0.002544466,0.598458193,0.010540147,2.62,5.8,0.633129077,0.639625776,0.563826843
164,944,1,cyclic,2dpos,5FTE,NN,24,10000,1,256,,,0.002933859,200,0.423789966,4.86E-05,0.614777624,0.008768897,0.625617711,0.002784938,0.595058312,0.008382362,2.52,7.8,0.630559399,0.635884039,0.561099031
165,945,1,cyclic,2dpos,WTE,NN,8,2500,2,256,256,,0.003171549,400,0.387958568,0.000389341,0.605566317,0.008468279,0.615576201,0.000831614,0.58612374,0.005088547,3.56,9,0.616525005,0.641853149,0.5538644
166,946,1,cyclic,2dpos,WTE,NN,8,5000,3,512,512,256,0.001801611,300,0.477031874,0.00080257,0.607720893,0.011819252,0.61996442,0.00177681,0.584186598,0.022400885,6.28,13.4,0.622850366,0.638319425,0.551927258
167,947,1,cyclic,2dpos,WTE,NN,8,10000,2,512,512,,0.001262494,400,0.480769119,2.66E-05,0.608226922,0.011380912,0.621150425,0.00177681,0.582605258,0.011766283,6.3,11.6,0.623641036,0.635864532,0.555129472
168,948,1,cyclic,2dpos,WTE,NN,16,2500,1,512,,,0.008106575,300,0.470518933,4.15E-05,0.615180866,0.010432942,0.62842459,0.000530398,0.592646768,0.006955538,3.68,8,0.628780391,0.635425796,0.5616525
169,949,1,cyclic,2dpos,WTE,NN,16,5000,3,512,128,128,0.001058232,300,0.49069635,1.12E-05,0.614030441,0.015205271,0.628305989,0.001645515,0.578928642,0.019171916,4.14,9.2,0.630164064,0.628358022,0.557620083
170,950,1,cyclic,2dpos,WTE,NN,16,10000,2,256,256,,0.001071848,400,0.498459035,0.000250492,0.617212888,0.009707808,0.628068788,0.000890601,0.595176912,0.004563509,3.72,6,0.629571061,0.63422647,0.563431508
171,951,1,cyclic,2dpos,WTE,NN,24,2500,1,256,,,0.001509856,500,0.453393614,5.65E-05,0.617007314,0.007638233,0.628187389,0.002546768,0.603439415,0.004261099,4.1,9.8,0.632140739,0.632166166,0.55837122
172,952,1,cyclic,2dpos,WTE,NN,24,5000,3,512,128,256,0.001298213,200,0.496607878,0.000373956,0.616343151,0.010971036,0.630559399,0.002416885,0.593200237,0.005378954,4.16,9,0.634315082,0.624295049,0.554180668
173,953,1,cyclic,2dpos,WTE,NN,24,10000,3,128,512,256,0.001876537,200,0.328038848,0.000362327,0.614038347,0.012801359,0.626724649,0.001765781,0.584621467,0.016778235,3.32,10.4,0.629768729,0.630575568,0.557303815
174,954,1,cyclic,2dpos,onehot,NN,8,2500,2,512,256,,0.003858399,500,0.499345413,0.000508973,0.604111484,0.019388657,0.617750544,0.001068136,0.561731568,0.040445934,5.94,12.6,0.619490018,0.642485698,0.553469065
175,955,1,cyclic,2dpos,onehot,NN,8,5000,3,256,512,512,0.001268522,400,0.417687839,0.000963228,0.605530737,0.011241215,0.621743428,0.005434239,0.584265665,0.007445273,8,14.2,0.627396719,0.638129887,0.556394544
176,956,1,cyclic,2dpos,onehot,NN,8,10000,2,512,512,,0.00231052,300,0.361862915,0.000344191,0.606851398,0.00883788,0.619055149,0.00275106,0.590472425,0.009789433,50.28571429,160,0.623838703,0.637651954,0.555920142
177,957,1,cyclic,2dpos,onehot,NN,16,2500,1,512,,,0.003423868,400,0.412036597,3.02E-05,0.617303815,0.007873999,0.626131647,0.000299778,0.601027871,0.005168921,54.06,190,0.626408381,0.643078511,0.566989524
178,958,1,cyclic,2dpos,onehot,NN,16,5000,3,512,256,128,0.001042887,200,0.454358692,3.04E-05,0.613927654,0.016237737,0.631666337,0.002897026,0.57541016,0.01843031,62.22,172.8,0.636291757,0.638414678,0.562047836
179,959,1,cyclic,2dpos,onehot,NN,16,10000,3,512,128,512,0.001352308,300,0.45942782,0.000149302,0.612607235,0.008412495,0.624234038,0.003457769,0.59537458,0.0091644,52.28,155,0.629768729,0.634701753,0.558647954
180,960,1,cyclic,2dpos,onehot,NN,24,2500,1,512,,,0.001813657,200,0.298115889,0.000639032,0.617284048,0.009412807,0.630875667,0.00203799,0.599525598,0.005982505,32.9,99.4,0.634117415,0.633807089,0.562719905
181,961,1,cyclic,2dpos,onehot,NN,24,5000,1,512,,,0.001577404,300,0.420577527,1.02E-05,0.616948013,0.010450812,0.629452461,0.00124703,0.596758253,0.002262408,41.42,106.2,0.630757067,0.633274165,0.561059498
182,962,1,cyclic,2dpos,onehot,NN,24,10000,1,256,,,0.001329466,500,0.485846671,0.000277167,0.614868551,0.008158831,0.628661791,0.002382693,0.600197668,0.00131564,34.78,130.4,0.632140739,0.63628179,0.561929235
183,963,1,cyclic,elliptic,5FTE,NN,,,2,256,128,,0.007270972,500,0.270236326,0.000974899,0.604751927,0.012982098,0.617473809,0.001943786,0.576398498,0.019449922,40.86,120.6,0.619885353,0.65469401,0.562087369
184,964,1,cyclic,elliptic,WTE,NN,,,2,256,256,,0.004938628,300,0.243615162,4.57E-05,0.603890097,0.011365512,0.61612967,0.002317857,0.578137972,0.011449711,50.42,125.4,0.62008302,0.650654479,0.555722475
185,965,1,cyclic,elliptic,onehot,NN,,,2,512,256,,0.001998024,400,0.037391747,0.00024286,0.606277921,0.009661215,0.618106345,0.001459263,0.587309745,0.002075038,58.56,148.2,0.620676023,0.652215077,0.560229294
186,966,1,cyclic,polar,5FTE,NN,,,3,512,128,512,0.002388856,300,0.323239901,0.000404618,0.602949199,0.014740319,0.617276142,0.000899333,0.570508006,0.020557612,63.66,178.6,0.61850168,0.648257128,0.561929235
187,967,1,cyclic,polar,WTE,NN,,,3,512,128,128,0.002228864,400,0.304146068,0.000755765,0.601004151,0.020358609,0.619134216,0.002285604,0.55149239,0.024675606,57.86,150.4,0.622059696,0.647996311,0.560268828
188,968,1,cyclic,polar,onehot,NN,,,2,512,256,,0.002153239,300,0.203121863,0.000125148,0.599845819,0.01243161,0.613204191,0.002834996,0.572128879,0.005036838,51.76,138.2,0.617908678,0.647203613,0.556829413
189,969,1,cyclic,raw,5FTE,NN,,,2,512,256,,0.004605999,400,0.275926159,7.58E-05,0.59454357,0.010906772,0.607867167,0.000899333,0.571061475,0.008603648,13.53061224,85.4,0.608815972,0.644675879,0.551690057
190,970,1,cyclic,raw,WTE,NN,,,3,512,512,512,0.006560533,500,0.347281685,0.000593589,0.593678593,0.012849419,0.60992291,0.004615865,0.565882585,0.002733249,8.62,17,0.618106345,0.646744129,0.553113263
191,971,1,cyclic,raw,onehot,NN,,,3,128,256,512,0.003513542,500,0.3444849,0.00019622,0.595418067,0.010806149,0.609646175,0.001172753,0.572524214,0.011264101,5.26,11.8,0.611187982,0.644386607,0.550385452
192,972,1,cyclic,zone,5FTE,NN,,,3,128,512,512,0.007443317,200,0.144215025,0.000394016,0.606534888,0.008995919,0.618106345,0.003674171,0.587388812,0.007279695,3.74,8.8,0.624629373,0.65079686,0.560308361
193,973,1,cyclic,zone,WTE,NN,,,3,512,512,128,0.002636469,400,0.417167908,0.000704947,0.606716742,0.010192932,0.617631943,0.002341338,0.583119194,0.01460668,4.2,9.4,0.621466693,0.651335378,0.560308361
194,974,1,cyclic,zone,onehot,NN,,,3,128,128,512,0.00818785,400,0.458742709,0.000156419,0.612757462,0.007292178,0.622099229,0.001514448,0.597707057,0.006139478,3.88,9.2,0.624629373,0.644640082,0.555050405
195,975,1,raw,2dpos,5FTE,NN,8,2500,2,128,512,,0.002268518,400,0.442588583,0.000124512,0.605582131,0.010212226,0.619569085,0.001483165,0.582881992,0.005343242,3.34,7,0.621466693,0.633898985,0.555564341
196,976,1,raw,2dpos,5FTE,NN,8,5000,3,512,512,512,0.001766696,300,0.437951739,0.000481931,0.607467879,0.011105534,0.620952757,0.000496142,0.583237794,0.011378852,4.7,9.8,0.621269025,0.635054716,0.551887725
197,977,1,raw,2dpos,5FTE,NN,8,10000,2,512,256,,0.001678294,400,0.430226223,0.000194107,0.606503262,0.01115129,0.616525005,0.001007911,0.580589049,0.016281734,3.84,8,0.617908678,0.635834965,0.553943467
198,978,1,raw,2dpos,5FTE,NN,16,2500,2,512,128,,0.001250731,300,0.453349608,2.05E-05,0.614805297,0.010038617,0.626764183,0.001164394,0.591500297,0.008025155,3.5,9.2,0.628582724,0.636457648,0.558845622
199,979,1,raw,2dpos,5FTE,NN,16,5000,3,512,256,128,0.001315952,200,0.298796175,6.23E-05,0.614073928,0.011772594,0.626013046,0.00235548,0.587230678,0.017470052,5.12,8.4,0.630164064,0.625306535,0.554971338
200,980,1,raw,2dpos,5FTE,NN,16,10000,2,256,256,,0.002939065,400,0.364783464,1.56E-05,0.613184424,0.011822897,0.624827041,0.000197668,0.587626013,0.021075659,3.04,7.6,0.625024708,0.63968313,0.561731568
201,981,1,raw,2dpos,5FTE,NN,24,2500,2,256,128,,0.001001097,300,0.496165513,0.00046134,0.614156948,0.009544558,0.62775252,0.001725491,0.59549318,0.007223119,3.4,7.8,0.629768729,0.63254658,0.562561771
202,982,1,raw,2dpos,5FTE,NN,24,5000,3,256,512,128,0.001155963,200,0.461478366,0.000338464,0.612464914,0.01098254,0.627594386,0.002565874,0.589839889,0.003804779,3.62,8.4,0.631152402,0.632722448,0.562166436
203,983,1,raw,2dpos,5FTE,NN,24,10000,1,256,,,0.002325833,300,0.484416353,5.75E-05,0.614999012,0.007668019,0.624827041,0.001311178,0.599881399,0.006070678,2.7,7.2,0.626606049,0.638710621,0.563154774
204,984,1,raw,2dpos,WTE,NN,8,2500,2,256,512,,0.001071144,500,0.364484352,0.000233497,0.605763985,0.009482254,0.617908678,0.00178449,0.58545167,0.004173079,6.02,15,0.620478355,0.633650555,0.555722475
205,985,1,raw,2dpos,WTE,NN,8,5000,2,256,256,,0.005146427,400,0.444801022,0.000495664,0.605420043,0.007790953,0.617315675,0.001751339,0.59074916,0.004112245,3.56,7,0.619490018,0.639669508,0.554220202
206,986,1,raw,2dpos,WTE,NN,8,10000,3,128,512,128,0.005613583,200,0.459134974,0.000437966,0.604154971,0.010330873,0.616880806,0.0019983,0.580509982,0.005119169,3.28,6.8,0.62008302,0.641290964,0.554220202
207,987,1,raw,2dpos,WTE,NN,16,2500,2,512,512,,0.001269158,200,0.482806706,0.000386882,0.616805693,0.009357473,0.630480332,0.001919513,0.597707057,0.00399122,4.04,9.2,0.632536074,0.642032967,0.564973315
208,988,1,raw,2dpos,WTE,NN,16,5000,1,512,,,0.001463024,300,0.245055477,0.000743693,0.613429532,0.008778372,0.624392172,0.002789844,0.593595572,0.005651701,3.48,9,0.629373394,0.641247251,0.563312908
209,989,1,raw,2dpos,WTE,NN,16,10000,1,512,,,0.001093253,400,0.475160497,6.96E-05,0.614319035,0.011833825,0.626606049,0.001432237,0.585847005,0.008296622,3.92,9.4,0.628582724,0.641935399,0.565329116
210,990,1,raw,2dpos,WTE,NN,24,2500,3,256,256,128,0.002979679,200,0.497699422,0.000168067,0.614145088,0.007163047,0.624827041,0.001505391,0.600909271,0.003429403,3.1,9.2,0.626803716,0.627605479,0.55702708
211,991,1,raw,2dpos,WTE,NN,24,5000,1,256,,,0.003260937,400,0.4010505,0.000256164,0.613552085,0.011014278,0.625933979,0.002415267,0.587309745,0.007440023,3.12,6.6,0.629571061,0.636494037,0.55995256
212,992,1,raw,2dpos,WTE,NN,24,10000,1,512,,,0.002126828,300,0.451209066,3.61E-05,0.608456217,0.02804954,0.623285234,0.001488425,0.559478158,0.076041466,4.74,11,0.625617711,0.627111529,0.552955129
213,993,1,raw,2dpos,onehot,NN,8,2500,2,128,128,,0.008698029,300,0.302150343,0.000246043,0.603625222,0.00680111,0.61375766,0.00274964,0.591974699,0.002377769,2.86,11.2,0.617315675,0.640074218,0.553785333
214,994,1,raw,2dpos,onehot,NN,8,5000,3,512,128,512,0.001003532,300,0.435445117,2.41E-05,0.608135995,0.008507923,0.620952757,0.001387902,0.590116624,0.002455378,4.84,8,0.622455031,0.637030643,0.552203993
215,995,1,raw,2dpos,onehot,NN,8,10000,2,512,256,,0.001222504,400,0.313557687,3.91E-05,0.607104171,0.009889233,0.620043487,0.002686388,0.587191144,0.010364453,4.76,10,0.624827041,0.634027614,0.553271398
216,996,1,raw,2dpos,onehot,NN,16,2500,2,256,256,,0.001270376,200,0.284238793,0.000195875,0.611286816,0.023357095,0.626724649,0.001207229,0.550978454,0.033613245,3.04,9.2,0.628582724,0.636002185,0.562126903
217,997,1,raw,2dpos,onehot,NN,16,5000,2,512,256,,0.001589438,400,0.41423449,3.93E-05,0.611753311,0.034358288,0.62684325,0.00119748,0.552678395,0.096351919,5.2,12.2,0.628187389,0.636125428,0.55916189
218,998,1,raw,2dpos,onehot,NN,16,10000,1,512,,,0.001737861,500,0.428212945,0.000468368,0.615979443,0.008556558,0.626329314,0.000176799,0.599841866,0.001051547,3.54,6.8,0.626606049,0.639308194,0.564459379
219,999,1,raw,2dpos,onehot,NN,24,2500,1,512,,,0.001095587,300,0.431246991,1.18E-05,0.615271793,0.008156555,0.627040917,0.001104111,0.600593003,0.004086032,2.72,6.2,0.628582724,0.637555774,0.562482704
220,1000,1,raw,2dpos,onehot,NN,24,5000,2,128,512,,0.00139942,200,0.471867616,0.000109465,0.610982408,0.010136219,0.625815379,0.00158134,0.592686302,0.00409081,4.08,7.4,0.628385056,0.62990348,0.559794426
221,1001,1,raw,2dpos,onehot,NN,24,10000,1,512,,,0.003250885,200,0.477973922,0.000711968,0.615089939,0.008189357,0.62684325,0.002340504,0.600118601,0.002300938,2.86,9.4,0.629966397,0.635961814,0.562640838
222,1002,1,raw,elliptic,5FTE,NN,,,3,512,512,512,0.001151335,300,0.074046521,9.32E-05,0.60700929,0.010041933,0.619450484,0.002315327,0.58624234,0.005577588,6.22,16.2,0.623443368,0.651163228,0.554734137
223,1003,1,raw,elliptic,WTE,NN,,,3,512,256,256,0.001429032,300,0.287517402,0.00012997,0.607341372,0.008405053,0.617987745,0.001771304,0.588060882,0.003658185,4.72,9.6,0.62087369,0.65288798,0.557185214
224,1004,1,raw,elliptic,onehot,NN,,,3,256,128,256,0.00187162,300,0.229484503,0.000569046,0.604364499,0.014061001,0.616327337,0.00147259,0.571180075,0.021622062,2.7,6.8,0.61850168,0.65249669,0.554773671
225,1005,1,raw,polar,5FTE,NN,,,2,512,512,,0.009634738,400,0.175203665,0.000259157,0.604775647,0.012147237,0.620122554,0.002272747,0.577268235,0.00295379,5.14,9.6,0.623443368,0.651371931,0.560229294
226,1006,1,raw,polar,WTE,NN,,,3,512,128,512,0.00589454,500,0.301291613,0.000695257,0.60618304,0.018138937,0.621229492,0.002022594,0.566515122,0.033800857,7.12,14.4,0.624431706,0.649099645,0.565843052
227,1007,1,raw,polar,onehot,NN,,,2,512,128,,0.003235746,400,0.229892513,0.00022534,0.604332872,0.016849224,0.618027278,0.002117904,0.569677802,0.03391136,5.14,12.4,0.62087369,0.650889963,0.56378731
228,1008,1,raw,raw,5FTE,NN,,,3,512,128,256,0.004376173,400,0.261098893,2.52E-05,0.595592014,0.010495903,0.611662384,0.003327044,0.574026487,0.006854533,4.1,9,0.615734335,0.644812049,0.549990117
229,1009,1,raw,raw,WTE,NN,,,2,256,128,,0.012761861,500,0.08973288,0.000313169,0.595216446,0.013598512,0.610950781,0.002017758,0.565803518,0.005418038,3.54,8.6,0.61375766,0.646128961,0.554852738
230,1010,1,raw,raw,onehot,NN,,,3,256,256,128,0.002275735,500,0.281354035,0.000661317,0.5969322,0.014051891,0.611978652,0.003366157,0.564894248,0.013011118,6.3,11.6,0.61692034,0.646920837,0.555841075
