Index,globalInd,opt,timeOpt,locOpt,catOpt,modelOpt,encDim,denom,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,max_samples,objmean,objsd,meantop5,sdtop5,meanbottom5,sdbottom5,meantime,long5time,bestobj,wf1top5,acctop5
106,340,0,raw,elliptic,WTE,RF,,,450,30,2,1,log2,0.983477862,0.627618106,0.017676657,0.638149832,0.001013709,0.585135402,0.031821525,7.06,10.8,0.639652105,0.660781747,0.584661
107,341,0,raw,elliptic,onehot,RF,,,700,25,2,1,sqrt,0.876276788,0.625882585,0.020884281,0.638624234,0.000293188,0.572405614,0.027862848,6.46,10.6,0.639059103,0.661174078,0.585847005
108,342,0,raw,polar,5FTE,RF,,,400,35,3,1,sqrt,0.809495298,0.621972722,0.018999648,0.633129077,0.001226495,0.571180075,0.023032974,8.28,13.4,0.635105752,0.662061913,0.579837913
109,343,0,raw,polar,WTE,RF,,,450,35,7,2,sqrt,0.874948372,0.627293932,0.021399213,0.640363708,0.000943849,0.571021941,0.026129299,5.48,14.2,0.641431113,0.657220212,0.584581933
110,344,0,raw,polar,onehot,RF,,,550,25,3,1,log2,0.874893138,0.620300455,0.024082556,0.636291757,0.000484185,0.559636292,0.032772715,30.42,50.2,0.63688476,0.65370935,0.581854121
111,345,0,raw,raw,5FTE,RF,,,850,20,7,1,log2,0.93264856,0.602945246,0.017255989,0.614271595,0.001720957,0.560664163,0.030465689,37.06,52.4,0.61692034,0.656699666,0.56232457
112,346,0,raw,raw,WTE,RF,,,300,50,3,1,log2,0.964464887,0.610296461,0.017885139,0.624431706,0.00163599,0.571219609,0.031700041,18.95918367,33.6,0.626803716,0.653626769,0.570468472
113,347,0,raw,raw,onehot,RF,,,350,25,3,1,sqrt,0.748002464,0.615485274,0.018668722,0.629768729,0.000815004,0.570982408,0.029909454,4.58,9.4,0.631152402,0.65917271,0.578691441
114,348,0,raw,zone,5FTE,RF,,,700,20,4,1,sqrt,0.8685267,0.616552678,0.015497921,0.626882783,0.000693247,0.576754299,0.021470096,7.1,11.4,0.627989721,0.657421152,0.569361534
115,349,0,raw,zone,WTE,RF,,,450,50,5,2,log2,0.803321616,0.627436252,0.016068563,0.63913817,0.00109701,0.591974699,0.025789514,16.74,35.4,0.64083811,0.656600558,0.581537853
116,350,0,raw,zone,onehot,RF,,,200,45,5,1,sqrt,0.987677697,0.613429532,0.0260101,0.63688476,0.001218504,0.552164459,0.029397886,16.96,33.2,0.6384661,0.657149045,0.581221585
117,351,1,1dpos,2dpos,5FTE,RF,8,2500,350,45,5,1,log2,0.876957245,0.610338011,0.02433162,0.626764183,0.002027417,0.549713382,0.035924951,57.14,93.2,0.629373394,0.655448948,0.577979838
118,352,1,1dpos,2dpos,5FTE,RF,8,5000,250,35,9,1,sqrt,0.975338909,0.611970584,0.02553691,0.629847796,0.000890601,0.544494959,0.024702351,10.63265306,54.6,0.631350069,0.656514705,0.576517098
119,353,1,1dpos,2dpos,5FTE,RF,8,10000,200,25,5,1,log2,0.96651732,0.610757067,0.02344465,0.625933979,0.000299778,0.55161099,0.032201793,4.84,10.4,0.626408381,0.656098073,0.574105554
120,354,1,1dpos,2dpos,5FTE,RF,16,2500,800,30,7,1,sqrt,0.983832437,0.61623641,0.028891332,0.633880213,0.001520884,0.537813797,0.031161142,87.28,149.4,0.636291757,0.654751338,0.582249456
121,355,1,1dpos,2dpos,5FTE,RF,16,5000,700,30,5,1,sqrt,0.906447668,0.61852185,0.022382929,0.632338407,0.001202365,0.566317454,0.040712313,79.93877551,142.4,0.633722079,0.65368033,0.581182052
122,356,1,1dpos,2dpos,5FTE,RF,16,10000,650,30,5,1,sqrt,0.847036677,0.616659419,0.025486096,0.633010476,0.000933443,0.550859854,0.03720547,65.92,118.2,0.634117415,0.654972211,0.58149832
123,357,1,1dpos,2dpos,5FTE,RF,24,2500,800,50,3,4,sqrt,0.954678631,0.614491853,0.026136251,0.630678,0.00109701,0.546392568,0.030795369,28.89795918,112.8,0.632536074,0.654911746,0.579956513
124,358,1,1dpos,2dpos,5FTE,RF,24,5000,250,30,5,3,sqrt,0.876125652,0.61623641,0.025136621,0.631745404,0.0007127,0.550266851,0.033566949,6.44,12.8,0.632733742,0.655311049,0.580391382
125,359,1,1dpos,2dpos,5FTE,RF,24,10000,550,30,4,1,sqrt,0.956088556,0.617159188,0.025422853,0.632180273,0.00137943,0.552203993,0.034094525,98.10416667,182.4,0.63451275,0.654868796,0.581063451
