value,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_n_estimators,params_reg_lambda,user_attrs_ACC,user_attrs_WF1,Work_precision,Work_recall,Work_f1-score,Work_support,Others_precision,Others_recall,Others_f1-score,Others_support,Home_precision,Home_recall,Home_f1-score,Home_support,Shop_precision,Shop_recall,Shop_f1-score,Shop_support,accuracy,zeroPreds,adj_accuracy,model,option
0.6546748369242933,10,0.6074241141245867,0.1110042182558481,0.08810800090296168,6,450,0.003885322715743759,0.5947815773868353,0.6522388059701493,0.6347131445170661,0.6707597851112816,0.6522388059701493,1303.0,0.500473933649289,0.41739130434782606,0.45517241379310347,1265.0,0.652653704676826,0.7728686994399502,0.7076923076923077,1607.0,0.5041436464088398,0.41289592760180993,0.4539800995024876,884.0,0.5947815773868353,0.0,0.6546748369242933,XG,best
0.6534888317849378,9,0.6312022437193285,0.16004660556319553,0.0803783247215692,6,450,0.013856544902317315,0.5939909072939316,0.6509891750653228,0.6337209302325582,0.6692248656945511,0.6509891750653228,1303.0,0.4957345971563981,0.4134387351778656,0.4508620689655172,1265.0,0.652653704676826,0.7728686994399502,0.7076923076923077,1607.0,0.5075862068965518,0.416289592760181,0.4574269732753263,884.0,0.5939909072939316,0.0,0.6534888317849378,XG,best
0.6521051591223562,10,0.6780286650739284,0.2814488519657416,0.07623848526981593,7,500,0.3498925912025888,0.5916188970152204,0.6562731997030438,0.6355140186915887,0.6784343821949348,0.6562731997030438,1303.0,0.4843137254901961,0.3905138339920949,0.4323851203501094,1265.0,0.6482438016528925,0.7809583074051026,0.7084391758396839,1607.0,0.5056179775280899,0.4072398190045249,0.45112781954887216,884.0,0.5916188970152204,0.0,0.6521051591223562,XG,best
0.6519074915991303,12,0.6210028961192819,0.025098787765105202,0.08915893190252898,6,450,0.0060338944017697335,0.5906305593990907,0.6524822695035462,0.6351744186046512,0.6707597851112816,0.6524822695035462,1303.0,0.4868421052631579,0.40948616600790516,0.4448261056247316,1265.0,0.6510031678986272,0.7672682016179216,0.7043701799485861,1607.0,0.5006896551724138,0.4106334841628959,0.4512119328775637,884.0,0.5906305593990907,0.0,0.6519074915991303,XG,best
0.6515121565526784,9,0.6087429832555362,0.03266174440365088,0.09599795059736653,6,450,0.003257382113610911,0.5914212294919945,0.6529543754674645,0.6367614879649891,0.6699923254029163,0.6529543754674645,1303.0,0.49809160305343514,0.4126482213438735,0.45136186770428016,1265.0,0.6499736425935688,0.7672682016179216,0.7037671232876712,1607.0,0.4899057873485868,0.4117647058823529,0.44744929317762755,884.0,0.5914212294919945,0.0,0.6515121565526784,XG,best
0.6509191539830006,10,0.6054964337480865,0.10247342999894236,0.09254390952582492,6,450,0.014583215523317171,0.589839889306187,0.655688622754491,0.6398831263696129,0.6722947045280123,0.655688622754491,1303.0,0.49198868991517436,0.4126482213438735,0.4488392089423904,1265.0,0.6484623541887593,0.761045426260112,0.7002576581734898,1607.0,0.48855989232839836,0.4106334841628959,0.446220036877689,884.0,0.589839889306187,0.0,0.6509191539830006,XG,best
0.6503261514133228,9,0.6351970203203374,0.10996593160558968,0.080529702667964,6,450,0.007341941012801316,0.5880608815971536,0.6487093153759821,0.6328467153284671,0.6653875671527245,0.6487093153759821,1303.0,0.4878048780487805,0.41106719367588934,0.44616044616044614,1265.0,0.6519893899204244,0.7647790914747977,0.7038946162657503,1607.0,0.48644986449864497,0.4061085972850679,0.44266337854500615,884.0,0.5880608815971536,0.0,0.6503261514133228,XG,best
0.6501284838900968,7,0.6121708180821196,0.2784317777234578,0.08178814640508901,6,450,0.12241651340898935,0.5918165645384463,0.6555059523809523,0.636101083032491,0.6761320030698388,0.6555059523809523,1303.0,0.48778103616813295,0.39446640316205533,0.4361888111888112,1265.0,0.6440765649249871,0.7747355320472931,0.7033898305084746,1607.0,0.5139275766016713,0.417420814479638,0.4606741573033708,884.0,0.5918165645384463,0.0,0.6501284838900968,XG,best
0.6499308163668709,9,0.6340665804973927,0.01436636323885357,0.09282565836634718,6,450,0.006516932716941616,0.589839889306187,0.6441441441441441,0.630418809698751,0.6584804297774367,0.6441441441441441,1303.0,0.49670122525918947,0.416600790513834,0.4531384350816853,1265.0,0.6470896696381752,0.7678904791537026,0.7023335230506546,1607.0,0.5,0.41289592760180993,0.45229244114002476,884.0,0.589839889306187,0.0,0.6499308163668709,XG,best
0.649733148843645,13,0.6437051879446063,0.2807123105951137,0.05378239147753447,7,350,0.2983545349067857,0.5908282269223166,0.6505396352809825,0.6315028901734104,0.6707597851112816,0.6505396352809825,1303.0,0.49365853658536585,0.4,0.44192139737991265,1265.0,0.6456611570247934,0.7778469197261979,0.7056167090036692,1607.0,0.5028011204481793,0.4061085972850679,0.4493116395494368,884.0,0.5908282269223166,0.0,0.649733148843645,XG,best
