value,duration,params_auto_class_weights,params_depth,params_iterations,params_l2_leaf_reg,params_learning_rate,params_random_strength,user_attrs_ACC,user_attrs_WF1,Work_precision,Work_recall,Work_f1-score,Work_support,Others_precision,Others_recall,Others_f1-score,Others_support,Home_precision,Home_recall,Home_f1-score,Home_support,Shop_precision,Shop_recall,Shop_f1-score,Shop_support,accuracy,zeroPreds,adj_accuracy,model,option
0.6295710614745997,6,Balanced,5,700,0.38207989761635974,0.1319107801157386,4.923003585436635,0.5516900573235818,0.6388783630162941,0.6309880239520959,0.646968534151957,0.6388783630162941,1303.0,0.43270189431704886,0.3430830039525692,0.38271604938271603,1265.0,0.6509376890502118,0.6695706285003111,0.660122699386503,1607.0,0.4104967197750703,0.49547511312217196,0.4490005125576627,884.0,0.5516900573235818,0.0,0.6295710614745997,CB,worst
0.6271990511958885,5,SqrtBalanced,6,600,9.067659289783176,0.08706830670914657,2.2631406879818057,0.5633524411939118,0.651543324656006,0.6320346320346321,0.6722947045280123,0.651543324656006,1303.0,0.45285087719298245,0.3264822134387352,0.37942122186495175,1265.0,0.6202928870292888,0.7380211574362165,0.6740551292980961,1607.0,0.4416961130742049,0.4242081447963801,0.43277553375649164,884.0,0.5633524411939118,0.0,0.6271990511958885,CB,worst
0.6262107135797589,5,Balanced,5,700,0.5231976981858167,0.0764374054985288,0.4498708582802834,0.5501087171377743,0.6423135464231354,0.6369811320754717,0.6477359938603223,0.6423135464231354,1303.0,0.4349240780911063,0.31699604743083004,0.36671239140374945,1265.0,0.6431510875955321,0.6807716241443684,0.6614268440145102,1607.0,0.3996399639963996,0.502262443438914,0.44511278195488724,884.0,0.5501087171377743,0.0,0.6262107135797589,CB,worst
0.6258153785333069,4,SqrtBalanced,5,600,9.780611670107948,0.11607007606407829,1.7920072023181808,0.559992093299071,0.6388992190405355,0.6197691197691197,0.659247889485802,0.6388992190405355,1303.0,0.4406779661016949,0.32885375494071145,0.3766410140334993,1265.0,0.6309523809523809,0.7255756067205974,0.6749638205499277,1607.0,0.4449489216799092,0.4434389140271493,0.4441926345609065,884.0,0.559992093299071,0.0,0.6258153785333069,CB,worst
0.6258153785333069,7,Balanced,5,600,0.6938181412063635,0.07441692711133624,0.859046061590198,0.5518877248468077,0.6411629686304514,0.6392067124332571,0.6431312356101304,0.6411629686304514,1303.0,0.4506104328523862,0.3209486166007905,0.37488457987072943,1265.0,0.6416765053128689,0.6764156813939017,0.6585883065737655,1607.0,0.3998265394622723,0.5214932126696833,0.452626411389298,884.0,0.5518877248468077,0.0,0.6258153785333069,CB,worst
0.6258153785333069,6,Balanced,6,600,2.633890196618919,0.1260972756429768,4.660563067040441,0.5522830598932595,0.6394865987164968,0.6292719167904903,0.6500383729854182,0.6394865987164968,1303.0,0.44132397191574724,0.34782608695652173,0.3890362511052166,1265.0,0.6454491374182034,0.6751711263223398,0.6599756690997567,1607.0,0.4077294685990338,0.47737556561085975,0.43981240229286084,884.0,0.5522830598932595,0.0,0.6258153785333069,CB,worst
0.6250247084404033,5,SqrtBalanced,5,400,1.1873080795340063,0.09127794697801447,2.611427962316485,0.5633524411939118,0.6476974915761887,0.6323099415204678,0.6638526477359938,0.6476974915761887,1303.0,0.45193370165745855,0.3233201581027668,0.37695852534562213,1265.0,0.6182572614107884,0.7417548226509023,0.6743988684582743,1607.0,0.44755244755244755,0.4343891402714932,0.44087256027554533,884.0,0.5633524411939118,0.0,0.6250247084404033,CB,worst
0.6250247084404033,4,Balanced,7,400,4.298546525034838,0.11469887078410068,1.7656073966757821,0.5497133820913224,0.6415094339622641,0.6310319227913883,0.6523407521105142,0.6415094339622641,1303.0,0.44349680170575695,0.32885375494071145,0.37766681797548796,1265.0,0.6421052631578947,0.6832607342874922,0.6620440156768164,1607.0,0.3919172932330827,0.47171945701357465,0.42813141683778233,884.0,0.5497133820913224,0.0,0.6250247084404033,CB,worst
0.6246293733939514,4,SqrtBalanced,5,600,7.485256057291746,0.13596119849207822,1.1783169042264996,0.5554457402648745,0.6441694788151481,0.6297653958944281,0.659247889485802,0.6441694788151481,1303.0,0.43212435233160623,0.32964426877470354,0.3739910313901345,1265.0,0.6242587601078167,0.7205973864343497,0.6689774696707106,1607.0,0.4297142857142857,0.4253393665158371,0.427515633882888,884.0,0.5554457402648745,0.0,0.6246293733939514,CB,worst
0.6244317058707255,5,SqrtBalanced,6,500,2.273098584182052,0.051945020396141496,1.7285760985344656,0.5613757659616525,0.6458333333333334,0.6267148014440433,0.6661550268610897,0.6458333333333334,1303.0,0.44932432432432434,0.31541501976284586,0.3706456107756619,1265.0,0.6164453524004085,0.7510889856876167,0.6771388499298737,1607.0,0.4420289855072464,0.41402714932126694,0.42757009345794394,884.0,0.5613757659616525,0.0,0.6244317058707255,CB,worst
