value,duration,params_C,params_class_weight,params_coef0,params_degree,params_gamma,params_kernel,user_attrs_ACC,user_attrs_WF1,Work_precision,Work_recall,Work_f1-score,Work_support,Others_precision,Others_recall,Others_f1-score,Others_support,Home_precision,Home_recall,Home_f1-score,Home_support,Shop_precision,Shop_recall,Shop_f1-score,Shop_support,accuracy,zeroPreds,adj_accuracy,model,option
0.5767938327732753,7,7.238656074967391,balanced,,,0.06394647010944576,rbf,0.49100612769322,0.6196435343193022,0.6124437781109445,0.6270145817344589,0.6196435343193022,1303.0,0.37681159420289856,0.28774703557312253,0.32631107126848946,1265.0,0.582256169212691,0.6166770379589297,0.5989724992444847,1607.0,0.29517502365184484,0.35294117647058826,0.321483771251932,884.0,0.49100612769322,0.0,0.5767938327732753,SV,worst
0.5763984977268235,10,6.82490221813948,balanced,,,0.06236341383792513,rbf,0.49179679778612373,0.6218167996959331,0.6159638554216867,0.6277820414428242,0.6218167996959331,1303.0,0.3786610878661088,0.28616600790513835,0.3259792886087348,1265.0,0.578088578088578,0.6172993154947106,0.5970508576587421,1607.0,0.2983947119924457,0.3574660633484163,0.32527020072053525,884.0,0.49179679778612373,0.0,0.5763984977268235,SV,worst
0.5762008302035976,6,6.858708049560808,balanced,,,0.0527845054246554,rbf,0.4915991302628978,0.6296999620205089,0.6233082706766917,0.6362240982348427,0.6296999620205089,1303.0,0.3767491926803014,0.2766798418972332,0.31905195989061075,1265.0,0.5751445086705202,0.6191661481020535,0.5963440215762661,1607.0,0.2925233644859813,0.35407239819004527,0.3203684749232344,884.0,0.4915991302628978,0.0,0.5762008302035976,SV,worst
0.5760031626803717,7,6.553244282748454,balanced,,,0.0621450696140697,rbf,0.49199446530934965,0.6225769669327252,0.6167168674698795,0.6285495011511896,0.6225769669327252,1303.0,0.3797071129707113,0.28695652173913044,0.32687978388113464,1265.0,0.5775711795467752,0.6185438705662726,0.5973557692307693,1607.0,0.2969639468690702,0.35407239819004527,0.32301341589267285,884.0,0.49199446530934965,0.0,0.5760031626803717,SV,worst
0.5760031626803717,7,8.414493826205328,balanced,,,0.058100788237838555,rbf,0.4908084601699941,0.6195362979855569,0.6137048192771084,0.6254796623177283,0.6195362979855569,1303.0,0.37801047120418846,0.28537549407114626,0.32522522522522523,1265.0,0.5802107728337237,0.6166770379589297,0.5978883861236802,1607.0,0.2958801498127341,0.3574660633484163,0.3237704918032787,884.0,0.4908084601699941,0.0,0.5760031626803717,SV,worst
0.5758054951571456,7,7.43092488202251,balanced,,,0.05807246842676848,rbf,0.49179679778612373,0.6233371341695173,0.6174698795180723,0.6293169608595549,0.6233371341695173,1303.0,0.37735849056603776,0.2845849802371542,0.32447048219918884,1265.0,0.5773255813953488,0.6179215930304915,0.5969341749323716,1607.0,0.2980132450331126,0.3563348416289593,0.32457496136012365,884.0,0.49179679778612373,0.0,0.5758054951571456,SV,worst
0.5758054951571456,6,6.665653825960258,balanced,,,0.05422827082316882,rbf,0.4914014627396719,0.6291365538227462,0.6236802413273002,0.634689178818112,0.6291365538227462,1303.0,0.37687366167023556,0.2782608695652174,0.32014552069122326,1265.0,0.5741488747836122,0.6191661481020535,0.5958083832335329,1607.0,0.2926829268292683,0.35294117647058826,0.32,884.0,0.4914014627396719,0.0,0.5758054951571456,SV,worst
0.5756078276339197,7,7.097033046061003,balanced,,,0.05807059760545981,rbf,0.49199446530934965,0.6239089184060721,0.6171171171171171,0.6308518802762855,0.6239089184060721,1303.0,0.3790918690601901,0.2837944664031621,0.32459312839059673,1265.0,0.5770796974985457,0.6172993154947106,0.5965123271196633,1607.0,0.29783223374175305,0.3574660633484163,0.3249357326478149,884.0,0.49199446530934965,0.0,0.5756078276339197,SV,worst
0.5756078276339197,6,6.50912138328817,balanced,,,0.05579528568697534,rbf,0.4914014627396719,0.6287015945330297,0.6220886551465064,0.6354566385264774,0.6287015945330297,1303.0,0.37794432548179874,0.2790513833992095,0.3210550250113688,1265.0,0.5741488747836122,0.6191661481020535,0.5958083832335329,1607.0,0.292177191328935,0.3506787330316742,0.31876606683804626,884.0,0.4914014627396719,0.0,0.5756078276339197,SV,worst
0.5752124925874679,10,8.046996180495213,balanced,,,0.05292492884088993,rbf,0.4915991302628978,0.6259946949602122,0.6182634730538922,0.6339217191097467,0.6259946949602122,1303.0,0.37901498929336186,0.2798418972332016,0.3219645293315143,1265.0,0.5763203714451538,0.6179215930304915,0.5963963963963964,1607.0,0.2945590994371482,0.3552036199095023,0.32205128205128203,884.0,0.4915991302628978,0.0,0.5752124925874679,SV,worst
