Index,globalInd,opt,timeOpt,locOpt,catOpt,modelOpt,encDim,denom,C,penalty,class_weight,objmean,objsd,meantop5,sdtop5,meanbottom5,sdbottom5,meantime,long5time,bestobj,wf1top5,acctop5
126,1140,1,1dpos,2dpos,WTE,LR,8.0,2500.0,37.68912973593307,l1,balanced,0.5450128483890098,0.0355098542665493,0.553864400079067,0.0001397720460933,0.4738090531725638,0.091590159284081,0.0,0.0,0.5540620676022929,0.6299675970226476,0.5015220399288396
7,1021,0,1dpos,2dpos,5FTE,LR,24.0,5000.0,1584.399149867478,l2,,0.572180272781182,0.0099055875889992,0.5769519667918561,0.0004921881635891,0.5470251037754498,0.0167753242815147,0.0,0.0,0.5775845028661791,0.640128972719749,0.5244910061276932
8,1022,0,1dpos,2dpos,5FTE,LR,24.0,10000.0,137.32313467856855,l2,,0.5685590037556829,0.0366436244354542,0.5774659023522435,0.0005863766346784,0.5097450088950386,0.1077224891202402,0.0,0.0,0.5783751729590828,0.639634787555631,0.5250049416880807
127,1141,1,1dpos,2dpos,WTE,LR,8.0,5000.0,219.00987501565083,l1,,0.5413085590037557,0.0477466633629415,0.5539434670883574,0.000108266961357,0.4342360150227318,0.1095349570261595,0.0,0.0,0.5540620676022929,0.6296851681214721,0.5017197074520656
9,1023,0,1dpos,2dpos,WTE,LR,8.0,2500.0,125.84239082735414,l2,,0.5474876457797984,0.0473559339411088,0.5592409567108124,0.0005116496977879,0.4579956513144891,0.1278009584307514,0.0,0.0,0.559992093299071,0.6363273725398642,0.5073334651116821
128,1142,1,1dpos,2dpos,WTE,LR,8.0,10000.0,914.267207073322,l1,balanced,0.5451670290571259,0.034445556112024,0.5541016011069381,8.839960377543491e-05,0.4780391381695988,0.0903539091919934,0.0,0.0,0.5542597351255188,0.629733423280493,0.5018383079660012
10,1024,0,1dpos,2dpos,WTE,LR,8.0,5000.0,3305.8669850414703,l2,balanced,0.5539948606443962,0.0146027689416503,0.558964222178296,0.0001653805152271,0.5234236015022732,0.0360587499251631,0.0,0.0,0.5592014232061673,0.6361613829466848,0.5072543981023918
129,1143,1,1dpos,2dpos,WTE,LR,16.0,2500.0,149.48559719532923,l2,balanced,0.5624945641431113,0.0098098129209971,0.564854714370429,0.0001767992075508,0.5475785728404823,0.0294409833949033,0.0,0.0,0.5651314489029452,0.6312792738167301,0.5114844830994268
11,1025,0,1dpos,2dpos,WTE,LR,8.0,10000.0,847.7689623522054,l2,balanced,0.5522988732951176,0.0163331588647488,0.5592014232061672,0.0006703231847326,0.5104170784740066,0.0282392807525842,0.0,0.0,0.5603874283455228,0.6369044329529503,0.507531132634908
130,1144,1,1dpos,2dpos,WTE,LR,16.0,5000.0,31.909278902215988,l1,,0.5604664953548132,0.0132049224542133,0.5646965803518482,8.839960377543491e-05,0.5286024906107927,0.0268629364083914,0.0,0.0,0.5647361138564934,0.6311491397369374,0.5114054160901363
12,1026,0,1dpos,2dpos,WTE,LR,16.0,2500.0,1849.456927149336,l2,balanced,0.5645503063846611,0.0108516652271058,0.5692824668906897,0.0005413348067851,0.5427950187784146,0.0274725858879245,0.0,0.0,0.5700731369835936,0.6329429846800515,0.5170982407590433
131,1145,1,1dpos,2dpos,WTE,LR,16.0,10000.0,335.7156726561933,l1,,0.5597074520656257,0.0164101784858873,0.5646175133425578,0.000108266961357,0.521486459774659,0.0355426324742975,0.0,0.0,0.5647361138564934,0.6310174855103401,0.5114054160901365
13,1027,0,1dpos,2dpos,WTE,LR,16.0,5000.0,211.12290106570632,l2,,0.5607234631350069,0.0194609982120265,0.5692033998813996,0.0005154538371379,0.5092706068392963,0.0292095486822356,0.0,0.0,0.5698754694603677,0.6321992627083227,0.5169005732358174
132,1146,1,1dpos,2dpos,WTE,LR,24.0,2500.0,0.0224846364562353,l2,,0.5557422415497135,0.0398647080047034,0.5713777426368848,0.0005340682382331,0.4647163471041708,0.084390722372012,0.0,0.0,0.5720498122158529,0.6348685158311882,0.5189563154773671
14,1028,0,1dpos,2dpos,WTE,LR,16.0,10000.0,953.7509724892444,l2,,0.5603044079857679,0.0359251192314015,0.5689266653488831,0.000548505116644,0.5017197074520656,0.1049995482424339,0.0,0.0,0.5694801344139158,0.6324072139029913,0.5167819727218819
133,1147,1,1dpos,2dpos,WTE,LR,24.0,5000.0,0.0125132344763531,l2,,0.5602727811820517,0.0240181965483813,0.5710614745997232,0.0005590881843736,0.4951966791856098,0.023195591119564,0.0,0.0,0.571852144692627,0.6355471845106443,0.5191144494959478
134,1148,1,1dpos,2dpos,WTE,LR,24.0,10000.0,0.0144547334642346,l2,balanced,0.55076101996442,0.0605030583506155,0.5714568096461752,0.0,0.3983791263095473,0.110948423049091,0.0,0.0,0.5714568096461752,0.6355638421779057,0.5193911840284641
15,1029,0,1dpos,2dpos,WTE,LR,24.0,2500.0,154.75612820514925,l2,,0.5674283455228306,0.021757684647499,0.5759240956710812,0.0004098921002832,0.5093892073532319,0.0319044812582288,0.14,1.0,0.5765961652500494,0.6391032455342539,0.5233445344929828
135,1149,1,1dpos,2dpos,onehot,LR,8.0,2500.0,12.32065589893222,l1,,0.5372366080253015,0.0564922413145544,0.5538248665744219,8.839960377543491e-05,0.3974303221980628,0.1092542394004874,0.0,0.0,0.553864400079067,0.6297262059973925,0.5016406404427751
16,1030,0,1dpos,2dpos,WTE,LR,24.0,5000.0,9110.0873174669,l2,balanced,0.5682308756671278,0.0190638480391709,0.5763589642221782,0.0003535984151017,0.5173354417869145,0.0279297285573945,0.1,1.0,0.5765961652500494,0.6386893451498765,0.5236608025301442
136,1150,1,1dpos,2dpos,onehot,LR,8.0,5000.0,120.20733939546214,l1,,0.5458746787902747,0.0348718570620672,0.5540225340976478,8.839960377543491e-05,0.4804902154576004,0.094600008998649,0.0,0.0,0.5540620676022929,0.6301440180371699,0.5017197074520656
137,1151,1,1dpos,2dpos,onehot,LR,8.0,10000.0,29.728567643011857,l1,balanced,0.5438861435066219,0.0364636254025482,0.5539434670883574,0.000108266961357,0.4632140739276537,0.0849094875440413,0.0,0.0,0.5540620676022929,0.6296441302455518,0.5017592409567108
17,1031,0,1dpos,2dpos,WTE,LR,24.0,10000.0,913.8002009950404,l1,balanced,0.5627199051195889,0.050762812626019,0.5758450286617909,0.000380221072577,0.4606048626210713,0.1305593167915832,0.14,1.0,0.5763984977268235,0.6387321954374601,0.5235026685115635
138,1152,1,1dpos,2dpos,onehot,LR,16.0,2500.0,76.43736239743146,l2,,0.5535283652895829,0.0403748105740874,0.5647361138564934,0.0001397720460933,0.4594979244910061,0.0876347990674472,0.0,0.0,0.5649337813797193,0.6314099807794973,0.5111682150622653
18,1032,0,1dpos,2dpos,onehot,LR,8.0,2500.0,166.84427863061728,l2,balanced,0.5580154180668115,0.0073329165281762,0.561257165447717,0.000108266961357,0.5397509389207353,0.0126673887042732,0.0,0.0,0.5613757659616525,0.6375311394717784,0.508361336232457
139,1153,1,1dpos,2dpos,onehot,LR,16.0,5000.0,64.99738864194157,l1,balanced,0.5550820320221388,0.0367906234352312,0.5647361138564934,0.0,0.4769717335441787,0.0898545120335803,0.0,0.0,0.5647361138564934,0.6311005674583511,0.5112868155762009
19,1033,0,1dpos,2dpos,onehot,LR,8.0,5000.0,3888.722458520187,l2,balanced,0.5542202016208737,0.0346216209773816,0.5610990314291362,0.0001767992075508,0.4989523621269026,0.1021619308979762,0.0,0.0,0.5613757659616525,0.6375959509787881,0.5082822692231667
140,1154,1,1dpos,2dpos,onehot,LR,16.0,10000.0,128.64298717906132,l2,,0.5628266455821308,0.0069184912481392,0.5647361138564934,0.0,0.5506226526981617,0.0194029578921153,0.0,0.0,0.5647361138564934,0.6312940672731693,0.511524016604072
20,1034,0,1dpos,2dpos,onehot,LR,8.0,10000.0,125.24496351374702,l2,,0.5558054951571456,0.0161319423382105,0.561257165447717,0.000108266961357,0.5150424985174935,0.0294944188399751,0.0,0.0,0.5613757659616525,0.6374058303308221,0.5085194702510377
21,1035,0,1dpos,2dpos,onehot,LR,16.0,2500.0,212.19835900751863,l1,balanced,0.5638070764973315,0.0144964266816244,0.5694801344139158,0.0,0.5243328721091125,0.0179015199986868,0.0,0.0,0.5694801344139158,0.6338625653958723,0.5170982407590433
141,1155,1,1dpos,2dpos,onehot,LR,24.0,2500.0,0.2232627040996152,l1,,0.5538999802332477,0.0424345663846356,0.5709033405811426,0.000324800884071,0.4472820715556434,0.0737807634024703,0.0,0.0,0.5712591421229491,0.6360226359736597,0.5184028464123345
142,1156,1,1dpos,2dpos,onehot,LR,24.0,5000.0,0.022156230141593,l2,balanced,0.5571773077683337,0.038656429694845,0.5715754101601107,0.0002651988113263,0.4743625222375963,0.0879186613295951,0.0,0.0,0.571852144692627,0.6354134051712179,0.5191144494959479
22,1036,0,1dpos,2dpos,onehot,LR,16.0,5000.0,192.502279458888,l1,balanced,0.563063846610002,0.018249239955389,0.5694801344139158,0.0,0.5131844237991697,0.024529257388059,0.0,0.0,0.5694801344139158,0.6337385116929517,0.517256374777624
143,1157,1,1dpos,2dpos,onehot,LR,24.0,10000.0,0.0126165595257363,l2,,0.554192528167622,0.0434090866495597,0.5714568096461752,0.0002420922853116,0.4450286617908678,0.0729056405354289,0.0,0.0,0.571852144692627,0.635678962268382,0.5193121170191737
23,1037,0,1dpos,2dpos,onehot,LR,16.0,10000.0,916.4355357927036,l2,,0.5626803716149437,0.0360098950290871,0.5696382684324967,0.0001653805152271,0.5063846610001976,0.1071488712939193,0.0,0.0,0.5698754694603677,0.6336091852878025,0.517256374777624
144,1158,1,1dpos,elliptic,5FTE,LR,,,397.27392387920975,l2,,0.5446886736509192,0.0094128691902657,0.5482111089148053,0.0002997776415913,0.5216841272978849,0.018550968049129,0.0,0.0,0.5487250444751928,0.6332273115068595,0.5008104368452263
24,1038,0,1dpos,2dpos,onehot,LR,24.0,2500.0,358.20058530979884,l1,,0.571144494959478,0.0201339913321473,0.5779403044079858,0.0002577269185689,0.5179679778612375,0.0318939473602935,0.0,0.0,0.5783751729590828,0.6397398034382891,0.5238584700533703
145,1159,1,1dpos,elliptic,WTE,LR,,,24.20938063923125,l2,balanced,0.5440996244317059,0.0111201226094517,0.547934374382289,0.0001397720460933,0.5178493773473019,0.023490604205059,0.0,0.0,0.5481320419055149,0.6328784460123981,0.500770903340581
25,1039,0,1dpos,2dpos,onehot,LR,24.0,5000.0,216.7475936530056,l1,balanced,0.5681557620083021,0.0399077702996484,0.5780984384265665,0.0001767992075508,0.4866179086776043,0.1012068721834337,0.0,0.0,0.5783751729590828,0.6397415119917642,0.5239770705673058
146,1160,1,1dpos,elliptic,onehot,LR,,,27.68005630073361,l2,balanced,0.5412294919944654,0.032735118649609,0.547934374382289,0.0003423701932335,0.4895038545167029,0.0969810132152626,0.0,0.0,0.5485273769519667,0.6326320766579444,0.5006523028266455
147,1161,1,1dpos,polar,5FTE,LR,,,55.024283146776064,l2,balanced,0.5300731369835937,0.0439653860490554,0.5404230084997035,0.0,0.442340383474995,0.1139449461217828,0.0,0.0,0.5404230084997035,0.6327404422738192,0.4941688080648349
26,1040,0,1dpos,2dpos,onehot,LR,24.0,10000.0,357.98842049387343,l1,balanced,0.5751531923305001,0.0094204192164799,0.5780193714172761,0.0002577269185689,0.5544574026487448,0.0221546409046098,0.0,0.0,0.5783751729590828,0.639649827953658,0.5238980035580154
148,1162,1,1dpos,polar,WTE,LR,,,962.4401656970208,l2,balanced,0.5336074322988733,0.0325152804092021,0.5403834749950583,8.839960377543491e-05,0.4787112077485669,0.0936019278670462,0.0,0.0,0.5404230084997035,0.632729904141583,0.4942478750741254
149,1163,1,1dpos,polar,onehot,LR,,,1973.2329608216032,l2,balanced,0.5355366673255584,0.0145930693555635,0.5402648744811228,8.839960377543491e-05,0.498833761612967,0.0270315668116076,0.0,0.0,0.5404230084997035,0.632474188153721,0.4941688080648349
27,1041,0,1dpos,elliptic,5FTE,LR,,,8418.971564751555,l1,,0.5387705080055346,0.0344261226550677,0.5475390393358371,0.0001976675232259,0.4708045068195295,0.0897987698352539,0.0,0.0,0.5477367068590631,0.6379793901906663,0.5036173156750345
150,1164,1,1dpos,raw,5FTE,LR,,,3.687241315099431,l2,balanced,0.5336825459576992,0.0094188108129823,0.5372603281280884,0.000312539796419,0.5129076892666535,0.0217727883133872,0.0,0.0,0.5376556631745404,0.6296935644533024,0.4912828622257363
151,1165,1,1dpos,raw,WTE,LR,,,2.064731077064277,l2,,0.5299426764182644,0.0317102859718657,0.5374184621466693,0.0001653805152271,0.4753903933583713,0.090350168527206,0.0,0.0,0.5376556631745404,0.6297338713504262,0.4911247282071556
28,1042,0,1dpos,elliptic,WTE,LR,,,15.055669066177517,l1,,0.5412097252421427,0.0332595258013555,0.5498319826052579,0.000108266961357,0.4820715556434078,0.0928447744330468,0.0,0.0,0.5499110496145483,0.6393946032844642,0.5052381893654873
152,1166,1,1dpos,raw,onehot,LR,,,0.1907573848840882,l1,balanced,0.52858272385847,0.0324218826560285,0.5367463925677012,0.000108266961357,0.464123344534493,0.0841172281283907,0.0,0.0,0.5368649930816367,0.6293787017734995,0.4910851947025104
153,1167,1,1dpos,zone,5FTE,LR,,,12.659023946695404,l2,balanced,0.5645226329314094,0.0425267339606212,0.5770705673057916,0.0003307610304542,0.4616722672464914,0.0863221791390913,0.0,0.0,0.5775845028661791,0.636533197796521,0.5223561968768531
29,1043,0,1dpos,elliptic,onehot,LR,,,5572.107884724446,l1,,0.5451907491599131,0.0354581990110819,0.5539434670883574,0.000108266961357,0.4744415892468868,0.0917498248337687,0.0,0.0,0.5540620676022929,0.641674296511338,0.5070171970745206
