Index,globalInd,opt,timeOpt,locOpt,catOpt,modelOpt,encDim,denom,C,penalty,class_weight,objmean,objsd,meantop5,sdtop5,meanbottom5,sdbottom5,meantime,long5time,bestobj,wf1top5,acctop5
154,1168,1,1dpos,zone,WTE,LR,,,9933.36576492747,l2,,0.5728365289582922,0.0258787354625085,0.5826843249654081,0.000216533922714,0.5010081043684522,0.0292382942313439,0.0,0.0,0.5829215259932793,0.6386153391418972,0.5282071555643407
30,1044,0,1dpos,polar,5FTE,LR,,,2.4492221374140666,l2,,0.5411464716347104,0.0139338714279514,0.5467483692429334,0.0002420922853116,0.5073729986163273,0.0273683517218827,0.0,0.0,0.5469460367661593,0.6407122344048753,0.5010476378730975
155,1169,1,1dpos,zone,onehot,LR,,,636.7451049031854,l1,balanced,0.5708440403241748,0.0550534487636679,0.5867167424392173,8.839960377543491e-05,0.4398497726823483,0.1151469228256947,0.0,0.0,0.586874876457798,0.6403933996589436,0.5285629571061474
31,1045,0,1dpos,polar,WTE,LR,,,73.13947616026987,l2,balanced,0.5391184028464123,0.0343083304075002,0.5482111089148053,0.000108266961357,0.4717533109310141,0.0899381365798298,0.0,0.0,0.5483297094287408,0.6411122579472306,0.5021545760031627
156,1170,1,cyclic,2dpos,5FTE,LR,8.0,2500.0,0.6079782076380982,l1,,0.5522751531923306,0.0376018553311598,0.5626013046056533,0.0004507513046448,0.4731369835935956,0.092729203985918,0.0,0.0,0.5633524411939118,0.6366577780992835,0.5073729986163273
32,1046,0,1dpos,polar,onehot,LR,,,0.7013432102564311,l2,balanced,0.5380430915200631,0.0356639400679741,0.5476971733544179,0.0001653805152271,0.4604071950978454,0.084771878468205,0.0,0.0,0.547934374382289,0.6391177838188973,0.5018778414706464
157,1171,1,cyclic,2dpos,5FTE,LR,8.0,5000.0,0.0437768009762004,l2,,0.5492152599327931,0.0387248880133202,0.5631943071753311,0.0001653805152271,0.4580351848191342,0.0799529579824619,0.0,0.0,0.5633524411939118,0.6374492548347044,0.5074520656256177
158,1172,1,cyclic,2dpos,5FTE,LR,8.0,10000.0,0.5990690611340339,l1,,0.5526863016406405,0.0363671399642267,0.5627594386242339,0.0002795440921867,0.4780786716742439,0.0918975002075169,0.0,0.0,0.5631547736706859,0.6369057625314392,0.5073334651116821
33,1047,0,1dpos,raw,5FTE,LR,,,277.03541678241703,l1,balanced,0.5279818145878632,0.044487130242173,0.5403834749950583,8.839960377543491e-05,0.4310733346511168,0.1055200635727927,0.0,0.0,0.5404230084997035,0.6376196012240111,0.4965408183435461
159,1173,1,cyclic,2dpos,5FTE,LR,16.0,2500.0,38.295024259828416,l2,,0.5721921328325756,0.0171170674538293,0.5775845028661791,0.0001976675232259,0.5360347894840878,0.0420533648869966,0.0,0.0,0.577782170389405,0.6379373372142703,0.5178098438426566
34,1048,0,1dpos,raw,WTE,LR,,,1937.674044917666,l2,balanced,0.5375924095671082,0.0096547816357435,0.5420438821901562,0.0002931883173392,0.5152401660407195,0.0206893791259603,0.0,0.0,0.5423996837319628,0.6377933047258324,0.4974896224550306
35,1049,0,1dpos,raw,onehot,LR,,,524.6872248825711,l2,,0.541363905910259,0.0099764116158109,0.5447321605060289,0.0001653805152271,0.51852144692627,0.0219950756062442,0.0,0.0,0.5449693615339,0.6400927668891029,0.5001779007709034
160,1174,1,cyclic,2dpos,5FTE,LR,16.0,5000.0,258.3531177717632,l2,,0.5743783356394544,0.008410940710208,0.5773077683336628,0.0001767992075509,0.5569875469460368,0.0209590035706019,0.0,0.0,0.5775845028661791,0.6379633373661557,0.5177307768333662
36,1050,0,1dpos,zone,5FTE,LR,,,103.32305043716178,l1,,0.5612690254991105,0.0549020555043222,0.5800355801541807,0.000108266961357,0.422217829610595,0.0964283283909089,0.0,0.0,0.5801541806681162,0.6389734551829098,0.5248072741648547
161,1175,1,cyclic,2dpos,5FTE,LR,16.0,10000.0,206.19624804693467,l1,,0.5685510970547539,0.0233216992821318,0.577544969361534,0.0001653805152271,0.5052381893654873,0.0291624920232015,0.0,0.0,0.577782170389405,0.6383281677317221,0.5179679778612373
162,1176,1,cyclic,2dpos,5FTE,LR,24.0,2500.0,0.9415167548150344,l1,,0.5701561573433485,0.0394188341821551,0.579679778612374,0.000108266961357,0.4957106147459972,0.1064108187982626,0.0,0.0,0.5797588456216644,0.6425560033017301,0.5239375370626606
37,1051,0,1dpos,zone,WTE,LR,,,1.7938864363710976,l1,balanced,0.570235224352639,0.0403417049228446,0.5841470646372801,0.0003535984151017,0.4810832180272781,0.0919565591905919,0.0,0.0,0.5845028661790868,0.6421205584410398,0.529511761217632
38,1052,0,1dpos,zone,onehot,LR,,,250.77402596873725,l2,,0.5805771891678196,0.0244102367632564,0.5883771496343151,0.0001767992075508,0.5222375963629176,0.0506376202691639,0.0,0.0,0.5884562166436055,0.6421631407203622,0.5306186993476971
163,1177,1,cyclic,2dpos,5FTE,LR,24.0,5000.0,1.507101278740269,l1,balanced,0.5705119588851552,0.0227442773965771,0.579679778612374,0.0001767992075508,0.5084008697371022,0.0269665885551715,0.0,0.0,0.5799565131448903,0.6423509193528142,0.5237398695394346
164,1178,1,cyclic,2dpos,5FTE,LR,24.0,10000.0,1.7489988106211265,l1,,0.5590195690847994,0.0559928871636,0.579916979640245,0.0001653805152271,0.4137181261118798,0.0883210036841354,0.0,0.0,0.5801541806681162,0.641935347053544,0.5237003360347894
39,1053,0,cyclic,2dpos,5FTE,LR,8.0,2500.0,1499.471717216095,l1,,0.5563431508203203,0.0374361924459699,0.5661197865190749,0.0001976675232259,0.4803320814390196,0.0955024660145239,0.0,0.0,0.5663174540423008,0.6414731870621841,0.5107728800158133
165,1179,1,cyclic,2dpos,WTE,LR,8.0,2500.0,0.0472940019205892,l2,balanced,0.5536351057521248,0.0361473531145742,0.562324570073137,0.000324800884071,0.4836924293338605,0.0959634601231847,0.0,0.0,0.562759438624234,0.6366777949866185,0.5066613955327139
40,1054,0,cyclic,2dpos,5FTE,LR,8.0,5000.0,63.067380342713605,l1,,0.5561494366475589,0.0377122672154048,0.5660011860051394,0.0002997776415912,0.4815576200830204,0.0981824158792875,0.0,0.0,0.5663174540423008,0.6414003624551624,0.5107728800158133
166,1180,1,cyclic,2dpos,WTE,LR,8.0,5000.0,0.0553801320178441,l2,,0.5539316070369638,0.0188983355177141,0.5632733741846214,0.0002997776415913,0.5025894445542597,0.0205586578003974,0.0,0.0,0.5637477762403638,0.637538025351715,0.5075706661395534
167,1181,1,cyclic,2dpos,WTE,LR,8.0,10000.0,0.6279710509031092,l1,balanced,0.5511247282071556,0.0367331784687313,0.5634315082032022,0.0004098921002832,0.4743229887329512,0.0890237776773611,0.0,0.0,0.5639454437635897,0.6372623369904641,0.5074520656256177
41,1055,0,cyclic,2dpos,5FTE,LR,8.0,10000.0,5006.226433855694,l1,,0.5548132041905515,0.0389400003780557,0.5661988535283653,0.0003307610304542,0.4677604269618502,0.089475138353112,0.0,0.0,0.5667127890887527,0.6412864376383667,0.5107333465111681
168,1182,1,cyclic,2dpos,WTE,LR,16.0,2500.0,71.67231114614064,l1,balanced,0.5682625024708441,0.0245864360210553,0.5776240363708244,8.839960377543491e-05,0.4993476971733545,0.0264909144427714,0.0,0.0,0.577782170389405,0.6376868439594219,0.5181261118798182
42,1056,0,cyclic,2dpos,5FTE,LR,16.0,2500.0,326.38674973117327,l1,balanced,0.5706345127495553,0.0161610139195831,0.5754101601106938,0.0001397720460933,0.5396718719114448,0.0430544187624591,0.0,0.0,0.5756078276339197,0.6365589867152724,0.5202609211306581
169,1183,1,cyclic,2dpos,WTE,LR,16.0,5000.0,33.938830356707264,l1,,0.5676892666534887,0.0396990858552857,0.5777031033801147,0.0002253756523224,0.489741055544574,0.1041960621117042,0.0,0.0,0.577979837912631,0.6379610016825245,0.5182842458983989
43,1057,0,cyclic,2dpos,5FTE,LR,16.0,5000.0,107.34002914076476,l2,,0.5714568096461751,0.011650583487401,0.5757659616525005,0.000380221072577,0.5451274955524807,0.0262102961789503,0.0,0.0,0.5763984977268235,0.63644013337365,0.5197074520656255
170,1184,1,cyclic,2dpos,WTE,LR,16.0,10000.0,98.31310038902174,l1,balanced,0.5722949199446532,0.0149461319278451,0.5777031033801148,0.0001767992075508,0.5331883771496344,0.0246167898948224,0.0,0.0,0.577979837912631,0.6377693854246546,0.5182051788891086
44,1058,0,cyclic,2dpos,5FTE,LR,16.0,10000.0,28.141321585072177,l2,,0.5656414311128681,0.0389949048584457,0.5755287606246293,0.000108266961357,0.4918363312907689,0.1049911752047618,0.0,0.0,0.5756078276339197,0.6371750470539368,0.5197074520656256
